match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_accurateCross,stat_totalContest,stat_hitWoodwork,stat_keyPass,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox
10433883,home,Fatih Karagümrük,Emiliano Viviano,emiliano-viviano,E. Viviano,G,195,127,M,38599,EUR,502243200,G,2,2,False,True,48.0,36.0,25.0,16.0,30.0,36.0,6.0,12.0,1.0,2.0,2.0,12.0,1.0,1.0,2.0,2.0,90.0,63.0,6.5,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433883,home,Fatih Karagümrük,Salih Dursun,salih-dursun,S. Dursun,D,188,33,M,179189,EUR,679276800,D,54,54,False,,32.0,24.0,1.0,,11.0,12.0,13.0,20.0,1.0,2.0,2.0,5.0,,,,,73.0,48.0,6.6,11.0,0,24,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10433883,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182,102,M,233252,EUR,773107200,D,4,4,False,,57.0,47.0,5.0,3.0,31.0,38.0,16.0,20.0,5.0,10.0,3.0,7.0,1.0,,,,90.0,73.0,7.1,16.0,0,4,1.0,4.0,4.0,,,,,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,
10433883,home,Fatih Karagümrük,Steven Caulker,steven-caulker,S. Caulker,D,190,140,M,73685,EUR,693964800,D,44,44,False,,46.0,38.0,1.0,1.0,31.0,34.0,7.0,12.0,2.0,5.0,1.0,4.0,,,,,90.0,59.0,6.8,9.0,1,,1.0,3.0,3.0,,,,,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,
10433883,home,Fatih Karagümrük,Caner Erkin,caner-erkin,C. Erkin,D,181,260,M,15680,EUR,591926400,D,88,88,False,,48.0,34.0,5.0,4.0,16.0,22.0,20.0,35.0,,1.0,2.0,10.0,,,,,90.0,74.0,6.7,24.0,0,88,2.0,5.0,1.0,1.0,,,,9.0,,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,
10433883,home,Fatih Karagümrük,Jimmy Durmaz,jimmy-durmaz,J. Durmaz,M,180,109,M,37504,EUR,606528000,M,21,21,False,,45.0,39.0,3.0,2.0,21.0,24.0,18.0,21.0,,1.0,,10.0,,,,,78.0,52.0,6.4,10.0,1,,1.0,7.0,1.0,2.0,,,,,1.0,1.0,,2.0,1.0,,,,,1.0,3.0,,,,,,,
10433883,home,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,186,210,M,817987,EUR,854064000,M,5,5,False,,53.0,46.0,4.0,3.0,32.0,37.0,14.0,17.0,2.0,3.0,1.0,10.0,,,,,90.0,68.0,6.7,10.0,0,5,3.0,8.0,1.0,,,,,1.0,2.0,1.0,1.0,3.0,,3.0,,,,1.0,,,,,,,,
10433883,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,184,813,M,121185,EUR,720921600,M,27,27,False,,49.0,42.0,3.0,3.0,21.0,21.0,21.0,29.0,1.0,5.0,1.0,4.0,1.0,,,,90.0,60.0,7.5,9.0,1,27,,1.0,3.0,1.0,,,,1.0,,,3.0,1.0,,,,,,2.0,,1.0,1.0,1.0,,,,
10433883,home,Fatih Karagümrük,Ebrima Colley,colley-ebrima,E. Colley,F,179,640,M,928106,EUR,949363200,F,19,19,False,,16.0,9.0,1.0,,4.0,4.0,5.0,14.0,1.0,3.0,,2.0,,,,,60.0,30.0,6.7,15.0,1,11,,4.0,1.0,3.0,1.0,,,2.0,1.0,,,2.0,,,,2.0,,,,,,,1.0,1.0,,
10433883,home,Fatih Karagümrük,Mbaye Diagne,mbaye-diagne,M. Diagne,F,191,1430,M,346790,EUR,688608000,F,9,9,False,,23.0,13.0,1.0,,8.0,11.0,5.0,12.0,,3.0,,1.0,2.0,,,,90.0,30.0,7.2,13.0,1,45,1.0,2.0,,2.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,
