match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_interceptionWon,captain,stat_wasFouled,stat_goalAssist,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_aerialLost,stat_blockedScoringAttempt,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAGoal,stat_totalOffside
11368730,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,25.0,12.0,19.0,6.0,8.0,11.0,4.0,14.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,90.0,31.0,6.8,13.0,0.0004997,0,0.3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368730,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,False,29.0,25.0,3.0,1.0,9.0,10.0,17.0,23.0,,3.0,3.0,6.0,,,,90.0,54.0,6.6,10.0,0.0339775,0,,,,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368730,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,False,26.0,22.0,2.0,,15.0,18.0,7.0,8.0,,2.0,5.0,5.0,,,,90.0,35.0,6.5,4.0,0.00303768,0,,Cristhian Mosquera,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11368730,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,4,4,False,24.0,20.0,3.0,1.0,15.0,16.0,5.0,8.0,,1.0,1.0,2.0,,,,89.0,31.0,6.4,4.0,0.00399602,0,,,,,,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
11368730,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,23.0,17.0,4.0,1.0,5.0,7.0,12.0,18.0,1.0,4.0,2.0,4.0,,,,90.0,43.0,6.8,11.0,0.0847499,0,,,,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,True,1.0,,,,,,,,,,,,,,,,,,,
11368730,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,23.0,22.0,,,6.0,6.0,17.0,19.0,,2.0,,4.0,,,,73.0,34.0,7.3,6.0,0.112629,1,,,,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,0.0728,,,,,,,,,,,,,,
11368730,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,44.0,36.0,5.0,4.0,14.0,17.0,22.0,32.0,,6.0,2.0,7.0,,,,90.0,63.0,7.2,14.0,0.0304658,2,,,,5.0,,4.0,4.0,3.0,1.0,3.0,,,3.0,,2.0,,,,1.0,0.0549,1.0,1.0,,,,,,,,,,,,
11368730,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,M,8,8,False,31.0,24.0,3.0,2.0,13.0,16.0,11.0,15.0,,5.0,1.0,4.0,,,,73.0,49.0,6.3,13.0,0.0225037,3,,,,,,10.0,3.0,,1.0,4.0,,,,,1.0,,1.0,,1.0,0.0518,1.0,2.0,5.0,1.0,,,,,,,,,,
11368730,home,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,,790833,EUR,854841600,M,7,7,False,12.0,6.0,2.0,,2.0,3.0,4.0,11.0,1.0,2.0,1.0,1.0,,,,57.0,19.0,6.2,11.0,0.00238033,0,,,,2.0,,4.0,1.0,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
11368730,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,19.0,15.0,1.0,1.0,5.0,7.0,10.0,12.0,1.0,2.0,2.0,,,,,90.0,31.0,7.3,7.0,0.00677048,2,,,,,,5.0,,,,1.0,,,,,1.0,,,,,0.208,2.0,,3.0,,2.0,1.0,1.054,,,,,,,
