match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_outfielderBlock,stat_errorLeadToAGoal,stat_errorLeadToAShot
11453150,home,Al-Nassr,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188,1512,M,1014518,EUR,957916800,G,44,44,False,25.0,23.0,5.0,3.0,22.0,23.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,90.0,30.0,6.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453150,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,830126,EUR,768182400,D,2,2,False,66.0,56.0,3.0,2.0,29.0,32.0,28.0,39.0,1.0,7.0,,,,,,90.0,85.0,7.1,18.0,0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453150,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175,1281,M,818667,EUR,830390400,D,78,78,False,69.0,66.0,3.0,1.0,55.0,55.0,11.0,14.0,2.0,4.0,,,,,,90.0,82.0,6.7,3.0,1,,,2.0,9.0,7.0,,,,2.0,,,4.0,2.0,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,
11453150,home,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191,10350,M,149734,EUR,769996800,D,27,27,False,85.0,78.0,15.0,10.0,53.0,57.0,25.0,28.0,,7.0,,,,,,90.0,96.0,7.0,8.0,0,,,1.0,4.0,5.0,,,,3.0,,,3.0,,,1.0,,3.0,1.0,laporte27,,,,,,,,,,,,,,
11453150,home,Al-Nassr,Alex Telles,,,alex-telles,A. Telles,D,13,181,7625,M,312110,EUR,724377600,D,15,15,False,60.0,53.0,3.0,1.0,16.0,19.0,39.0,49.0,1.0,3.0,,,,,,90.0,84.0,8.5,15.0,1,8.0,2.0,,1.0,6.0,1.0,1.0,,2.0,1.0,2.0,,,,4.0,4.0,1.0,,alextelles13,1.0,1.0,1.0,,,,,,,,,,,
11453150,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13081,M,108800,EUR,721872000,M,77,77,False,93.0,85.0,10.0,9.0,45.0,46.0,41.0,49.0,,7.0,,,,,,89.0,104.0,8.3,10.0,1,2.0,1.0,,2.0,3.0,1.0,1.0,,3.0,,2.0,1.0,,,2.0,2.0,,1.0,marcelo_brozovic,,1.0,1.0,,,,,,,,,,,
11453150,home,Al-Nassr,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184,12170,M,191188,EUR,799804800,M,6,6,False,47.0,43.0,1.0,1.0,21.0,22.0,23.0,27.0,,5.0,,,,,,79.0,56.0,7.0,7.0,1,2.0,1.0,,,2.0,,,,1.0,2.0,,,,,1.0,1.0,1.0,,sekofofana,,1.0,,,,,,,,,,,,
11453150,home,Al-Nassr,Anderson Talisca,,,anderson-talisca,A. Talisca,M,94,191,20484,M,329245,EUR,760060800,M,94,94,False,37.0,30.0,4.0,4.0,11.0,12.0,20.0,27.0,,6.0,,,,,,79.0,53.0,8.1,10.0,4,2.0,1.0,1.0,4.0,5.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,AndersonTalisca,,2.0,,,,,,,,,,,,
11453150,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171,6951,M,244801,EUR,792288000,M,25,25,False,67.0,65.0,7.0,7.0,19.0,20.0,47.0,49.0,,7.0,,,,,,88.0,90.0,7.3,11.0,0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,,1.0,,1.0,1.0,3.0,2.0,otavio,3.0,,,1.0,,,,,,,,,,
11453150,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175,169227,M,217704,EUR,702864000,M,10,10,False,42.0,38.0,,,5.0,5.0,33.0,41.0,,4.0,,,,,,90.0,64.0,7.4,14.0,1,4.0,,,8.0,5.0,9.0,4.0,2.0,1.0,,3.0,,1.0,1.0,,,1.0,2.0,SadioMané,,,,1.0,1.0,,,,,,,,,
