match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,stat_goals,captain,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAGoal,stat_bigChanceMissed
12116993,home,Juventude,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193,501,M,147467,EUR,717552000,G,1,1,False,29.0,25.0,7.0,3.0,0.0,25.0,26.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,90.0,37.0,7.5,4.0,8.933e-05,0,0.9709,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116993,home,Juventude,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,2,2,False,40.0,26.0,6.0,2.0,0.0,18.0,25.0,17.0,,1.0,3.0,12.0,1.0,9.0,1.0,,,,,,,90.0,75.0,7.8,23.0,0.00843344,2,,8.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,3.0,2.0,0.0525,1.0,,,,,,,,,,,,,
12116993,home,Juventude,Danilo Boza,danilo-boza,D. Boza,D,3,184,230,M,924226,EUR,894412800,D,4,4,False,52.0,49.0,1.0,1.0,0.0,39.0,41.0,11.0,,1.0,1.0,2.0,4.0,2.0,,,,,,,,90.0,66.0,7.4,3.0,0.00891177,1,,10.0,,1.0,,,,1.0,2.0,,1.0,,,0.014,,,,,,,,,,,,,,
12116993,home,Juventude,Zé Marcos,ze-marcos,Z. Marcos,D,3,188,355,M,901700,EUR,886291200,D,3,3,False,38.0,32.0,3.0,1.0,0.0,22.0,26.0,12.0,,3.0,,3.0,6.0,3.0,,,,,,,,79.0,49.0,7.2,6.0,0.00326505,2,,10.0,,,,,,,,3.0,,,,0.1748,,,,2.0,,,,,,,,,,
12116993,home,Juventude,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,False,36.0,28.0,3.0,2.0,0.0,17.0,20.0,19.0,2.0,,7.0,5.0,7.0,6.0,,,,,,,,90.0,64.0,7.2,19.0,0.0308201,0,,12.0,3.0,1.0,,,,,,,5.0,3.0,3.0,,1.0,Gabriel Inocêncio,,,1.0,1.0,3.0,,,,,,,
12116993,home,Juventude,Jádson,jadson,Jádson,M,16,171,454,M,243651,EUR,746668800,M,16,16,False,43.0,36.0,3.0,1.0,1.0,16.0,20.0,23.0,,1.0,5.0,9.0,,5.0,2.0,,,,,,,90.0,59.0,7.4,11.0,0.00717504,1,,20.0,,,1.0,1.0,1.0,,,1.0,5.0,2.0,3.0,0.0169,3.0,,,,,2.0,2.0,,,,,,,
12116993,home,Juventude,Caique Gonçalves,caique-goncalves,Caique,M,95,178,364,M,871032,EUR,813283200,M,95,95,False,48.0,43.0,,,0.0,28.0,31.0,17.0,2.0,1.0,3.0,6.0,,6.0,2.0,,,,,,,90.0,60.0,7.2,6.0,0.0138743,0,,15.0,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,
12116993,home,Juventude,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,23.0,17.0,2.0,1.0,0.0,5.0,8.0,18.0,2.0,2.0,9.0,7.0,,1.0,2.0,,,,,,,87.0,50.0,7.8,13.0,0.0706052,4,,12.0,3.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,1.0674,1.0,Lucas Barbosa,,,,2.0,1.0,1.0,,,,,,
12116993,home,Juventude,Nenê,nene,Nenê,M,10,181,1562,M,5672,EUR,364348800,M,10,10,False,30.0,23.0,2.0,2.0,0.0,7.0,9.0,28.0,,,2.0,1.0,,6.0,1.0,,,,,,,86.0,44.0,7.0,16.0,0.0813765,1,,18.0,7.0,2.0,,,,,,,,,,0.0154,3.0,,,1.0,2.0,,4.0,,True,1.0,,,,
12116993,home,Juventude,Jean Carlos,jean-carlos,J. Carlos,M,20,178,459,M,850475,EUR,698112000,M,20,20,False,30.0,19.0,3.0,,1.0,8.0,11.0,21.0,,,,,,7.0,,,,,,,,70.0,39.0,8.3,14.0,0.620251,3,,11.0,2.0,,,,2.0,,,1.0,,,,0.1507,1.0,,,1.0,,,1.0,1.0,,,1.0,,,
