match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_aerialWon,stat_aerialLost,stat_blockedScoringAttempt,stat_accurateCross,stat_clearanceOffLine,stat_keyPass,stat_fouls,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_penaltyMiss,captain,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyConceded,stat_hitWoodwork
10389918,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,30.0,18.0,27.0,15.0,8.0,9.0,10.0,21.0,8.0,1.0,4.0,5.0,90.0,38.0,7.1,13.0,0.0,0.0,0.00155385,0,0.1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,45.0,36.0,9.0,3.0,13.0,16.0,23.0,30.0,9.0,,,,90.0,69.0,6.7,14.0,0.0,0.0,0.0304669,0,,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,38.0,32.0,6.0,4.0,18.0,20.0,14.0,18.0,6.0,,,,90.0,48.0,7.0,7.0,0.0,0.0,0.00682324,0,,,,5.0,,,,,6.0,,1.0,2.0,2.0,1.0,,axel_disasi,3.0,,,,,,,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,36.0,30.0,4.0,4.0,23.0,25.0,7.0,11.0,7.0,,,,90.0,48.0,6.9,7.0,0.1144,0.0,0.00255833,1,,,6.0,5.0,2.0,,1.0,,2.0,2.0,2.0,3.0,1.0,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,43.0,29.0,7.0,1.0,11.0,16.0,19.0,32.0,7.0,,,,90.0,63.0,7.6,20.0,0.0,0.0,0.142428,0,,5.0,2.0,5.0,1.0,,1.0,1.0,2.0,1.0,,2.0,,,2.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,9.0,8.0,,,3.0,4.0,6.0,6.0,,,,,21.0,11.0,6.6,2.0,0.0,0.0,0.0144526,0,,1.0,,,,,,,,,,,,1.0,,Minamino,,,,1.0,,,,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,9.0,8.0,3.0,3.0,6.0,6.0,2.0,3.0,2.0,,,,17.0,10.0,3.5,1.0,0.0,0.0,0.00250255,0,,,1.0,1.0,,,,,,,,1.0,1.0,,,camara_mohamed6,,,,,,,1.0,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,35.0,24.0,5.0,1.0,8.0,11.0,16.0,24.0,6.0,,,,90.0,46.0,7.0,13.0,0.0,0.0,0.0186396,0,,,4.0,8.0,,,4.0,3.0,,,1.0,3.0,1.0,1.0,2.0,YFofana19_,,,,,,1.0,3.0,,,,,,,,,,,,,,,
10389918,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,17,17,False,20.0,13.0,4.0,4.0,3.0,5.0,10.0,16.0,2.0,,,,61.0,30.0,6.7,11.0,0.0318,0.0,0.0181524,1,,1.0,6.0,5.0,,2.0,2.0,1.0,,,1.0,2.0,1.0,,,alex_golovin17,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10389918,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,False,14.0,12.0,,,3.0,3.0,9.0,11.0,1.0,,,,90.0,35.0,7.1,10.0,0.9025,1.1218,0.0166321,2,,,6.0,9.0,,4.0,1.0,1.0,,,,1.0,1.0,3.0,5.0,breelembolo97,2.0,,,,,,2.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,
