match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_fouls,captain,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_challengeLost,stat_goalAssist
10438156,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,42.0,33.0,12.0,5.0,29.0,33.0,4.0,9.0,1.0,1.0,1.0,13.0,3.0,6.0,90.0,57.0,8.3,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438156,home,Sporting Braga,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,70,70,False,35.0,31.0,2.0,1.0,13.0,16.0,19.0,23.0,8.0,,,8.0,,,90.0,70.0,8.0,11.0,2,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,
10438156,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,66.0,52.0,10.0,4.0,36.0,42.0,17.0,25.0,5.0,,,8.0,,,90.0,80.0,7.1,17.0,0,1.0,1.0,2.0,,,,4.0,3.0,,,,1.0,,2.0,4.0,,,,,,,,,,,,,,
10438156,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,64.0,54.0,10.0,4.0,39.0,41.0,15.0,23.0,1.0,,,4.0,,,90.0,77.0,7.3,11.0,0,,,1.0,,,,3.0,5.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
10438156,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,56.0,46.0,7.0,4.0,18.0,20.0,31.0,45.0,2.0,1.0,,5.0,,,90.0,82.0,7.6,18.0,0,9.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,
10438156,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,22.0,20.0,6.0,5.0,3.0,3.0,19.0,25.0,1.0,1.0,1.0,3.0,,,60.0,37.0,7.4,8.0,3,6.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,
10438156,home,Sporting Braga,Uroš Račić,uros-racic,U. Račić,M,10,193,669,M,839909,EUR,890092800,M,19,19,False,46.0,44.0,1.0,1.0,18.0,19.0,26.0,28.0,4.0,2.0,2.0,4.0,,,61.0,60.0,6.6,5.0,1,1.0,,4.0,1.0,,,1.0,,,,1.0,2.0,,2.0,,,,1.0,,,1.0,,,,,,,,
10438156,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,55.0,50.0,4.0,2.0,13.0,13.0,38.0,44.0,3.0,2.0,1.0,1.0,,,71.0,69.0,6.8,7.0,2,2.0,1.0,4.0,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,2.0,,,2.0,,,,,,,,
10438156,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,41.0,36.0,1.0,1.0,7.0,10.0,29.0,33.0,5.0,,,4.0,,,90.0,61.0,8.3,10.0,6,2.0,,3.0,,3.0,2.0,,,2.0,,3.0,3.0,4.0,1.0,,,,1.0,,,2.0,True,1.0,,,,,,
10438156,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,False,17.0,10.0,,,1.0,1.0,9.0,16.0,4.0,,,2.0,,,84.0,28.0,7.5,9.0,4,,,7.0,,1.0,3.0,1.0,,1.0,,2.0,1.0,3.0,3.0,2.0,,1.0,,,,4.0,,,simbnz,1.0,1.0,1.0,,
