match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_wonTackle,stat_penaltyConceded,stat_goals,player_sofascoreId,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_errorLeadToAGoal,stat_shotOffTarget,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist
10406611,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187.0,164,M,5920,EUR,589248000,G,1,1,False,42.0,26.0,25.0,9.0,24.0,34.0,2.0,8.0,13.0,2.0,3.0,1.0,6.0,90.0,58.0,6.8,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406611,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,43.0,36.0,3.0,1.0,20.0,23.0,16.0,22.0,9.0,,,,,88.0,63.0,6.1,16.0,1,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10406611,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190.0,122,M,38471,EUR,572140800,D,33,33,False,44.0,37.0,7.0,4.0,29.0,34.0,8.0,10.0,8.0,,,,,90.0,57.0,6.7,8.0,0,,2.0,6.0,,1.0,,,,,3.0,3.0,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10406611,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185.0,250,M,992551,EUR,1052179200,D,24,24,False,15.0,10.0,1.0,,10.0,14.0,,1.0,3.0,,,,,45.0,22.0,5.8,6.0,0,,3.0,1.0,1.0,,,,,,2.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10406611,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183.0,4477,M,997152,EUR,977443200,D,11,11,False,49.0,38.0,6.0,2.0,24.0,26.0,14.0,27.0,9.0,,,,,90.0,84.0,6.8,22.0,1,4.0,7.0,3.0,,4.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,
10406611,home,KVC Westerlo,Dorgeles Nene,Nene Dorgeles,,nene-dorgeles,D. Nene,F,45,174.0,10370,M,1102788,EUR,1040601600,M,45,45,False,29.0,22.0,5.0,2.0,9.0,12.0,13.0,18.0,3.0,,,,,78.0,43.0,6.4,13.0,0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,,,,1.0,2.0,1.0,1.0,,,,,,1.0,,,d.nene10,2.0,,,,,,,,,,
10406611,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174.0,39,M,876447,EUR,839721600,M,4,4,False,53.0,38.0,6.0,4.0,19.0,23.0,20.0,34.0,13.0,,,,,90.0,72.0,7.0,22.0,1,4.0,5.0,6.0,1.0,1.0,,,,,,3.0,2.0,2.0,1.0,1.0,,1.0,3.0,,3.0,,,,,1.0,1.0,1.0,,,,,,,
10406611,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175.0,44,M,45880,EUR,665798400,M,7,7,False,53.0,41.0,8.0,4.0,24.0,28.0,17.0,25.0,7.0,,,,,90.0,66.0,7.2,15.0,2,,4.0,4.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,,,2.0,,1.0,,2.0,1.0,,1.0,,,,,1.0,True,,,,,,
10406611,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,False,26.0,17.0,3.0,,8.0,11.0,9.0,17.0,5.0,,,,,90.0,42.0,6.5,14.0,0,2.0,2.0,4.0,1.0,,4.0,3.0,,,1.0,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
10406611,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190.0,139,M,997827,EUR,987120000,F,14,14,False,22.0,15.0,1.0,1.0,9.0,13.0,6.0,9.0,,,,,,88.0,32.0,6.6,10.0,1,,3.0,3.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,2.0,,,,,,,,,,
10406611,home,KVC Westerlo,Nacer Chadli,,,nacer-chadli,N. Chadli,M,,187.0,414,M,32492,EUR,618019200,F,5,5,False,29.0,25.0,1.0,1.0,12.0,13.0,13.0,16.0,1.0,,,,,68.0,36.0,7.1,8.0,1,,4.0,2.0,,3.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,
10406611,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187.0,36,M,794983,EUR,884476800,D,23,23,True,18.0,13.0,3.0,2.0,10.0,14.0,3.0,4.0,5.0,,,,,45.0,23.0,6.0,5.0,0,,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,
