match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_ownGoals,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed
12451012,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,25.0,20.0,10.0,5.0,0.0,18.0,19.0,2.0,6.0,3.0,90.0,27.0,6.1,5.0,0.00033345,0,-1.7387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,D,19,19,False,64.0,49.0,6.0,3.0,0.0,31.0,40.0,19.0,25.0,5.0,90.0,86.0,7.3,19.0,0.216185,0,,1.0,1.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,43.0,38.0,3.0,2.0,0.0,30.0,31.0,8.0,12.0,3.0,90.0,50.0,6.3,6.0,0.00880633,0,,,,6.0,4.0,6.0,2.0,,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,30.0,25.0,2.0,1.0,0.0,17.0,19.0,8.0,11.0,8.0,90.0,44.0,6.6,7.0,0.00619691,0,,,,,5.0,4.0,,,2.0,1.0,2.0,1.0,3.0,2.0,,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,M,12,12,False,32.0,25.0,2.0,1.0,0.0,12.0,14.0,13.0,21.0,6.0,90.0,54.0,7.0,13.0,0.0604636,0,,3.0,,,3.0,6.0,,,5.0,2.0,3.0,,3.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,53.0,47.0,3.0,2.0,0.0,29.0,32.0,18.0,21.0,8.0,90.0,68.0,7.1,7.0,0.0274904,2,,,,1.0,4.0,9.0,2.0,,1.0,1.0,2.0,,6.0,3.0,1.0,,,,,,2.0,,1.0,1.0,0.0568,0.0772,,,,,,,,,,,,
12451012,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,50.0,39.0,5.0,3.0,1.0,21.0,26.0,19.0,30.0,6.0,89.0,73.0,7.4,20.0,0.288889,0,,6.0,1.0,2.0,3.0,6.0,1.0,2.0,,,3.0,,3.0,1.0,1.0,3.0,,,,1.0,,,,,,,True,,,,,,,,,,,
12451012,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,23.0,18.0,2.0,,0.0,7.0,7.0,11.0,19.0,6.0,67.0,41.0,6.5,15.0,0.00861646,0,,3.0,,,3.0,3.0,,,4.0,2.0,1.0,,1.0,,,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180,1188,M,1136280,EUR,959817600,F,80,80,False,24.0,15.0,1.0,,0.0,7.0,9.0,8.0,16.0,5.0,65.0,33.0,6.7,14.0,0.00933227,0,,1.0,,,1.0,4.0,,,2.0,1.0,,,,,3.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,
12451012,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,16.0,10.0,,,0.0,3.0,3.0,7.0,13.0,1.0,89.0,32.0,7.6,11.0,0.0399523,3,,,,,6.0,6.0,1.0,3.0,2.0,1.0,,,1.0,1.0,4.0,,1.0,,,1.0,,,2.0,,0.5063,0.6654,,1.0,1.0,,,,,,,,,
