match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalClearance,stat_outfielderBlock,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_bigChanceCreated,stat_goalAssist,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,captain,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded,stat_errorLeadToAGoal,stat_ownGoals,stat_blockedScoringAttempt
11897410,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,22.0,22.0,1.0,1.0,22.0,22.0,1.0,1.0,8.0,2.0,1.0,1.0,90.0,28.0,6.5,5.83e-05,0,-0.5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11897410,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,,836683,EUR,923097600,D,16,16,False,55.0,44.0,1.0,,20.0,23.0,2.0,5.0,5.0,,,,90.0,85.0,7.3,0.0328746,1,,24.0,36.0,4.0,7.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,24.0,0.3405,0.2652,1.0,,,,,,,,,,,,,,,,,,,,,
11897410,home,Fenerbahçe,Serdar Aziz,serdar-aziz,S. Aziz,D,,183,609,M,,43528,EUR,656640000,D,4,4,False,74.0,70.0,4.0,2.0,45.0,46.0,4.0,5.0,4.0,,,,90.0,81.0,7.0,0.00956247,0,,25.0,28.0,,1.0,,,,,,1.0,1.0,1.0,2.0,,1.0,6.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11897410,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,False,73.0,66.0,3.0,1.0,48.0,50.0,,1.0,4.0,,,,90.0,79.0,6.7,0.0100423,0,,18.0,23.0,,2.0,,,1.0,,,2.0,1.0,1.0,,,,8.0,,,,,1.0,Jayden Oosterwolde,,1.0,,,,,,,,,,,,,,,,
11897410,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,20994,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,50.0,45.0,6.0,3.0,17.0,20.0,,2.0,4.0,,,,90.0,64.0,6.8,0.0374994,1,,28.0,30.0,,3.0,,,3.0,1.0,,,2.0,1.0,,,,10.0,0.028,0.0459,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11897410,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,False,55.0,53.0,1.0,1.0,29.0,31.0,2.0,5.0,8.0,,,,80.0,66.0,7.3,0.0239065,1,,24.0,25.0,1.0,2.0,,,1.0,,,3.0,2.0,2.0,1.0,,2.0,4.0,0.0375,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
11897410,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,35,35,False,72.0,61.0,7.0,4.0,28.0,28.0,,8.0,6.0,,,,90.0,89.0,8.2,0.443061,2,,33.0,46.0,2.0,3.0,,,,1.0,,1.0,5.0,3.0,1.0,3.0,2.0,14.0,0.1267,0.5817,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
11897410,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,irfankahveci,226986,EUR,805766400,M,17,17,False,37.0,31.0,2.0,2.0,11.0,13.0,,3.0,7.0,,,,65.0,51.0,8.5,0.519036,1,,21.0,26.0,2.0,4.0,1.0,1.0,1.0,,,1.0,2.0,1.0,3.0,,2.0,12.0,0.0573,,5.0,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
11897410,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,23.0,17.0,,,9.0,11.0,,3.0,2.0,,,,45.0,31.0,8.6,0.482879,1,,8.0,12.0,,3.0,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,,,9.0,0.6672,0.8141,2.0,1.0,,,,,2.0,,2.0,2.0,,,,,,,,,,,,
11897410,home,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180,2230,M,,100621,EUR,695433600,M,15,15,False,28.0,23.0,,,11.0,12.0,1.0,6.0,5.0,,,,66.0,46.0,7.5,0.450854,3,,12.0,16.0,,5.0,,1.0,2.0,1.0,,,3.0,2.0,2.0,1.0,3.0,11.0,0.5149,0.3771,2.0,,,,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,
