match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,player_sofascoreId,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAGoal
12421196,home,KV Mechelen,Ortwin De Wolf,,,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,1,1,False,41.0,33.0,13.0,6.0,0.0,28.0,31.0,5.0,10.0,1.0,12.0,1.0,6.0,8.0,90.0,59.0,7.8,9.0,0.00215643,0,-1.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421196,home,KV Mechelen,Toon Raemaekers,,,toon-raemaekers,T. Raemaekers,D,28,195,180,M,1006483,EUR,968457600,D,4,4,False,71.0,67.0,6.0,4.0,0.0,52.0,53.0,15.0,18.0,5.0,8.0,,,,90.0,88.0,6.9,6.0,0.0134414,0,,4.0,4.0,8.0,2.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12421196,home,KV Mechelen,Stephen Welsh,,,welsh-stephen,S. Welsh,D,57,180,174,M,862953,EUR,948240000,D,21,21,False,38.0,36.0,3.0,2.0,0.0,33.0,33.0,3.0,5.0,1.0,1.0,,,,45.0,42.0,6.4,2.0,0.00126625,1,,1.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0648,,,,,,,,,,,,,,,,,
12421196,home,KV Mechelen,Ahmed Touba,,,ahmed-touba,A. Touba,D,5,190,4979,M,856216,EUR,889747200,D,6,6,False,65.0,62.0,4.0,2.0,0.0,53.0,53.0,9.0,12.0,2.0,3.0,,,,90.0,71.0,6.6,4.0,0.0076007,0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,Toubaahmed59,1.0,,,,,,,,,,,,,,,
12421196,home,KV Mechelen,Rafik Belghali,,,belghali-rafik,R. Belghali,M,7,177,6622,M,1103488,EUR,1023408000,M,17,17,False,38.0,34.0,1.0,,0.0,15.0,16.0,19.0,23.0,,2.0,,,,68.0,51.0,6.5,8.0,0.0213356,1,,,3.0,2.0,,,,,,,1.0,,,0.0305,,,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,
12421196,home,KV Mechelen,Rob Schoofs,,,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,56.0,46.0,6.0,5.0,0.0,25.0,26.0,21.0,32.0,,2.0,,,,90.0,64.0,6.7,13.0,0.0289627,0,,,4.0,4.0,1.0,,3.0,2.0,1.0,2.0,,1.0,,,,,2.0,,,,,True,,,,,,,,,
12421196,home,KV Mechelen,Aziz Ouattara Mohammed,,,aziz-ouattara-mohammed,A. O. Mohammed,M,32,189,170,M,989070,EUR,978566400,M,32,32,False,40.0,38.0,4.0,3.0,0.0,22.0,23.0,16.0,20.0,1.0,7.0,,,,90.0,59.0,6.7,10.0,0.023814,0,,,6.0,5.0,3.0,1.0,1.0,,1.0,2.0,1.0,,,,,,3.0,3.0,3.0,,1.0,,,,,,,,,,
12421196,home,KV Mechelen,José Marsà,,,jose-marsa,J. Martinez,D,3,181,217,M,962625,EUR,1015200000,M,3,3,False,36.0,25.0,9.0,3.0,1.0,15.0,18.0,10.0,18.0,,1.0,,,,73.0,58.0,6.9,16.0,0.0231702,0,,,2.0,4.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,
12421196,home,KV Mechelen,Geoffry Hairemans,,,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,F,7,7,False,30.0,22.0,2.0,1.0,0.0,8.0,8.0,15.0,24.0,2.0,4.0,,,,68.0,46.0,6.8,14.0,0.0618399,1,,2.0,6.0,5.0,2.0,,2.0,,,2.0,1.0,1.0,1.0,0.1444,,,2.0,1.0,1.0,,2.0,,,2.0,1.0,,,,,,
12421196,home,KV Mechelen,Bilal Bafdili,,,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,F,35,35,False,23.0,21.0,,,0.0,8.0,8.0,13.0,15.0,,3.0,,,,90.0,34.0,7.0,6.0,0.0272727,0,,,2.0,4.0,,,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,4.0,,,,,,,,,,
