match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside
12764471,home,ŠK Slovan Bratislava,Dominik Takáč,dominik-takac,D. Takáč,G,71,195,239,M,886365,EUR,916099200,G,71,71,False,32.0,13.0,24.0,5.0,0.0,10.0,12.0,3.0,20.0,1.0,1.0,8.0,2.0,1.0,2.0,90.0,39.0,6.4,19.0,0.00073564,0,-1.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Kenan Bajrić,kenan-bajric,K. Bajrić,D,12,190,155,M,230932,EUR,787881600,D,12,12,False,17.0,15.0,2.0,1.0,0.0,10.0,10.0,5.0,7.0,1.0,4.0,4.0,,,,90.0,36.0,6.9,3.0,0.00144217,0,,1.0,1.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Guram Kashia,guram-kashia,G. Kashia,D,4,185,888,M,43136,EUR,552355200,D,4,4,False,25.0,17.0,8.0,2.0,0.0,14.0,19.0,3.0,6.0,3.0,9.0,2.0,,,,90.0,45.0,7.1,9.0,0.00192619,1,,1.0,4.0,6.0,,5.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0448,,,,,,,,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Siemen Voet,siemen-voet,S. Voet,D,3,190,124,M,997344,EUR,952300800,D,2,2,False,29.0,26.0,3.0,2.0,0.0,21.0,24.0,5.0,5.0,1.0,1.0,1.0,,,,76.0,34.0,6.2,3.0,0.0061544,0,,1.0,2.0,3.0,,,,1.0,,,,,,,,Siemen,Voet,,,,,,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,César Blackman,cesar-blackman,C. Blackman,D,28,174,601,M,841793,EUR,891475200,M,28,28,False,29.0,18.0,4.0,2.0,0.0,8.0,14.0,10.0,15.0,1.0,3.0,6.0,,,,90.0,46.0,6.3,15.0,0.0258326,0,,1.0,5.0,3.0,1.0,1.0,,,,,,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Juraj Kucka,juraj-kucka,J. Kucka,M,,186,605,M,48563,EUR,541296000,M,33,33,False,25.0,13.0,2.0,,0.0,7.0,14.0,6.0,11.0,1.0,2.0,3.0,,,,76.0,37.0,5.8,14.0,0.0069437,0,,,6.0,3.0,2.0,,,3.0,,2.0,,,1.0,2.0,,,,1.0,1.0,1.0,True,1.0,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Kyriakos Savvidis,kyriakos-savvidis,K. Savvidis,M,88,181,101,M,551338,EUR,803606400,M,88,88,False,34.0,29.0,4.0,1.0,1.0,22.0,24.0,8.0,11.0,1.0,6.0,8.0,,,,89.0,44.0,7.0,6.0,0.0366619,0,,,7.0,,3.0,3.0,1.0,3.0,,,,1.0,,3.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Jurij Medveděv,jurij-medvedev,J. Medveděv,D,17,180,52,M,802156,EUR,835056000,M,17,17,False,25.0,21.0,2.0,2.0,0.0,16.0,19.0,5.0,6.0,,2.0,2.0,,,,90.0,37.0,6.0,8.0,0.0711595,0,,2.0,9.0,,,1.0,,4.0,,,,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12764471,home,ŠK Slovan Bratislava,Tigran Barseghyan,tigran-barseghyan,T. Barseghyan,M,11,179,950,M,95494,EUR,748656000,F,11,11,False,41.0,31.0,3.0,1.0,1.0,14.0,16.0,17.0,26.0,,5.0,10.0,,,,90.0,54.0,8.3,14.0,0.26118,3,,2.0,5.0,,,,4.0,2.0,1.0,,,,3.0,1.0,0.6337,,,,1.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,0.2504,,,,,,
12764471,home,ŠK Slovan Bratislava,David Strelec,david-strelec,D. Strelec,F,13,185,2213,M,918482,EUR,986342400,F,13,13,False,23.0,20.0,,,0.0,13.0,15.0,7.0,8.0,2.0,4.0,2.0,,,,90.0,33.0,6.1,4.0,0.00193751,1,,,1.0,2.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,0.765,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,
