match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_accurateCross,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalOffside,player_sofascoreId
12499783,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,1,1,False,35.0,26.0,13.0,4.0,0.0,24.0,26.0,2.0,9.0,1.0,9.0,1.0,3.0,4.0,90.0,45.0,6.9,9.0,0.00098585,0,-0.5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499783,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,75.0,64.0,12.0,6.0,0.0,37.0,37.0,27.0,39.0,3.0,5.0,1.0,,,90.0,83.0,6.9,12.0,0.0221987,0,,1.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499783,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,87.0,75.0,14.0,8.0,0.0,50.0,51.0,25.0,36.0,4.0,9.0,1.0,,,78.0,99.0,6.8,13.0,0.0076336,0,,,3.0,1.0,6.0,,2.0,,1.0,2.0,True,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12499783,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,72.0,64.0,5.0,4.0,0.0,37.0,38.0,28.0,35.0,6.0,6.0,,,,90.0,81.0,7.0,8.0,0.0190081,0,,1.0,4.0,5.0,5.0,,2.0,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499783,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,38.0,33.0,2.0,1.0,0.0,16.0,17.0,18.0,22.0,12.0,2.0,6.0,,,90.0,69.0,7.5,10.0,0.176168,0,,1.0,6.0,3.0,8.0,1.0,1.0,,2.0,,,,2.0,1.0,2.0,1.0,1.0,,,2.0,3.0,,,,,,,,,,,,,,
12499783,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,16.0,14.0,1.0,1.0,0.0,3.0,3.0,12.0,14.0,2.0,2.0,1.0,,,45.0,25.0,7.5,3.0,0.499368,2,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,0.2099,0.2284,,,,,,,,,
12499783,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,39.0,31.0,2.0,,0.0,13.0,14.0,18.0,25.0,5.0,3.0,1.0,,,90.0,52.0,7.0,11.0,0.0246845,1,,,1.0,1.0,4.0,,1.0,,3.0,2.0,,,1.0,,3.0,3.0,,,,2.0,1.0,1.0,,,0.0365,,,,,,,,,,
12499783,home,SV Werder Bremen,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,19,19,False,45.0,42.0,,,0.0,21.0,24.0,22.0,25.0,3.0,5.0,1.0,,,88.0,68.0,7.0,15.0,0.537664,0,,4.0,,1.0,3.0,,1.0,2.0,,1.0,,1.0,2.0,1.0,,,1.0,,,5.0,1.0,,,,,,1.0,,,,,,,,
12499783,home,SV Werder Bremen,Justin Njinmah,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,F,11,11,False,7.0,2.0,1.0,1.0,0.0,,,2.0,8.0,2.0,1.0,1.0,,,66.0,17.0,6.7,8.0,0.00203648,3,,1.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,0.201,,,2.0,,,,,,,
12499783,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,F,20,20,False,49.0,37.0,9.0,5.0,0.0,8.0,9.0,31.0,43.0,3.0,6.0,1.0,,,90.0,71.0,7.1,19.0,0.271005,3,,3.0,2.0,1.0,6.0,1.0,,,3.0,1.0,,2.0,1.0,,1.0,,2.0,,,3.0,1.0,1.0,1.0,,0.545,0.2588,,1.0,1.0,1.0,,,,,
