match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,captain,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_wonTackle,stat_keyPass,stat_goalAssist,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_punches,stat_challengeLost
10411485,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,1,1,False,20.0,9.0,14.0,3.0,7.0,11.0,2.0,9.0,5.0,1.0,1.0,90.0,25.0,7.1,11.0,0.0,0.0,0.00047546,0,0.0231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411485,home,Juventus,Danilo,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,False,47.0,36.0,2.0,,21.0,23.0,15.0,26.0,4.0,,,90.0,67.0,6.9,15.0,0.0676,0.0,0.0205435,1,,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411485,home,Juventus,Bremer,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,55.0,50.0,3.0,,37.0,40.0,13.0,15.0,14.0,,,90.0,69.0,7.0,10.0,0.0,0.0,0.00396063,0,,,1.0,4.0,3.0,,2.0,3.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411485,home,Juventus,Leonardo Bonucci,leonardo-bonucci,L. Bonucci,D,19,190,2816,M,bonuccileo,15444,EUR,546825600,D,19,19,False,60.0,50.0,11.0,6.0,24.0,29.0,26.0,31.0,14.0,,,90.0,69.0,7.0,12.0,0.0,0.0,0.0254316,0,,,1.0,3.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,,True,1.0,1.0,,,,,,,,,,,,,
10411485,home,Juventus,Alex Sandro,alex-sandro,A. Sandro,D,26,181,13242,M,alxsndro12,84854,EUR,664848000,D,12,12,False,41.0,37.0,1.0,1.0,16.0,17.0,22.0,26.0,7.0,,,90.0,63.0,7.7,8.0,0.0886,0.0,0.108706,1,,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,
10411485,home,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,8,8,False,25.0,19.0,1.0,1.0,4.0,4.0,16.0,23.0,4.0,,,60.0,37.0,7.4,10.0,0.1985,0.0204,0.10952,2,,2.0,1.0,2.0,3.0,,1.0,2.0,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
10411485,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,50.0,43.0,2.0,2.0,12.0,13.0,31.0,37.0,4.0,,,77.0,62.0,7.5,7.0,0.0473,0.0,0.143026,1,,,,,7.0,1.0,,,4.0,,,,1.0,,1.0,,2.0,,,,,,,2.0,2.0,,,,,,,,
10411485,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,30.0,24.0,3.0,2.0,8.0,8.0,16.0,22.0,3.0,,,77.0,49.0,6.5,13.0,0.1242,0.1849,0.0112903,3,,,,6.0,4.0,,,3.0,3.0,2.0,,,1.0,3.0,,,,,1.0,,,,,,,,1.0,2.0,,,,,
10411485,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,17,17,False,27.0,21.0,2.0,1.0,2.0,3.0,20.0,33.0,2.0,,,60.0,45.0,7.7,15.0,0.2621,0.6291,0.109967,1,,9.0,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,2.0,,1.0,,1.0,,,,
10411485,home,Juventus,Arkadiusz Milik,arkadiusz-milik,A. Milik,F,14,186,14230,M,arekmilik,161325,EUR,762393600,F,14,14,False,22.0,20.0,1.0,1.0,6.0,6.0,14.0,17.0,1.0,,,81.0,33.0,7.9,5.0,0.4566,0.3717,0.157473,4,,1.0,,2.0,5.0,2.0,,2.0,2.0,2.0,,,1.0,,,,2.0,,,,,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,,,
