match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,description,reason,player_id,player_name
11373433,FT,1.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
11373433,,,,,90,0.0,,1,,,injuryTime,6.0,,,,,,,,
11373433,,,,,78,,,13,,,substitution,,121928679.0,False,True,regular,,,,
11373433,,,,,78,,,13,,,substitution,,121928678.0,False,True,regular,,,,
11373433,,,,,76,,,15,,,inGamePenalty,,118429789.0,,False,missed,Off target,offTarget,911887.0,Ryan Edmondson
11373433,,,,,71,,,20,,,substitution,,121928608.0,False,False,regular,,,,
11373433,,,,,69,,,22,,,substitution,,121928595.0,False,True,regular,,,,
11373433,,,,,69,,,22,,,substitution,,121928594.0,False,True,regular,,,,
11373433,,,,,46,,,45,,,substitution,,121928495.0,False,False,regular,,,,
11373433,,,,,46,,,45,,,substitution,,121928471.0,False,False,regular,,,,
11373433,,,,,46,,,45,,,substitution,,121928470.0,False,False,regular,,,,
11373433,,,,,46,,,45,,,substitution,,121928469.0,False,False,regular,,,,
11373433,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
11373433,,,,,45,0.0,,1,,,injuryTime,3.0,,,,,,,,
11373433,,1.0,0.0,,23,,,23,,,goal,,171102431.0,,True,regular,,,1007057.0,Sam Folarin
