match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_accurateCross,captain,stat_keyPass,stat_bigChanceCreated,stat_goalAssist,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goodHighClaim,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss
11373433,home,Harrogate Town,Mark Oxley,mark-oxley,M. Oxley,G,1,180.0,10,M,32017,EUR,644284800.0,G,1,1,False,31.0,11.0,30.0,10.0,1.0,2.0,10.0,29.0,1.0,2.0,2.0,2.0,4.0,8.0,1.0,1.0,4.0,1.0,7.0,4.0,90.0,44.0,8.5,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373433,home,Harrogate Town,Kayne Ramsay,kayne-ramsay,K. Ramsay,D,2,179.0,81,M,967457,EUR,971136000.0,D,20,20,False,41.0,24.0,10.0,2.0,17.0,26.0,7.0,16.0,4.0,5.0,6.0,10.0,3.0,4.0,,,,,,,90.0,78.0,7.1,25.0,0,,,1.0,1.0,2.0,1.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
11373433,home,Harrogate Town,Warren Burrell,warren-burrell,W. Burrell,D,6,185.0,7,M,36776,EUR,644371200.0,D,6,6,False,52.0,28.0,15.0,2.0,25.0,34.0,3.0,18.0,5.0,8.0,6.0,11.0,3.0,8.0,,,,,,,90.0,65.0,7.1,25.0,2,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11373433,home,Harrogate Town,Joe Mattock,joe-mattock,J. Mattock,D,,181.0,5,M,22588,EUR,642729600.0,D,3,3,False,39.0,27.0,7.0,3.0,15.0,20.0,12.0,19.0,3.0,6.0,3.0,11.0,3.0,8.0,,,,,,,90.0,52.0,7.4,13.0,0,,,,,1.0,1.0,3.0,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
11373433,home,Harrogate Town,Matthew Foulds,matthew-foulds,M. Foulds,D,14,178.0,11,M,808710,EUR,887673600.0,D,23,23,False,36.0,21.0,9.0,4.0,9.0,10.0,13.0,32.0,1.0,2.0,2.0,7.0,4.0,8.0,,,,,,,90.0,64.0,7.4,25.0,1,,,6.0,,,,,5.0,3.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,
11373433,home,Harrogate Town,Josh Falkingham,josh-falkingham,J. Falkingham,M,44,176.0,2,M,73619,EUR,651542400.0,M,4,4,False,53.0,39.0,7.0,1.0,19.0,20.0,20.0,33.0,1.0,1.0,4.0,3.0,,13.0,,3.0,,,,,78.0,64.0,6.9,16.0,0,,,,,,,2.0,2.0,2.0,,,,,,2.0,,,,True,,,,,,,,,,
11373433,home,Harrogate Town,Levi Sutton,levi-sutton,L. Sutton,M,17,180.0,10,M,603928,EUR,827625600.0,M,17,17,False,39.0,26.0,2.0,2.0,12.0,18.0,15.0,22.0,1.0,3.0,3.0,7.0,2.0,11.0,,,,,,,78.0,52.0,7.5,14.0,1,,,1.0,,2.0,1.0,1.0,3.0,3.0,1.0,,1.0,,,,,,1.0,,3.0,,,,,,,,,
11373433,home,Harrogate Town,George Thomson,george-thomson,G. Thomson,M,7,175.0,16,M,245479,EUR,706233600.0,M,7,7,False,63.0,49.0,9.0,4.0,23.0,25.0,27.0,42.0,3.0,9.0,4.0,12.0,,9.0,,,,,,,90.0,81.0,7.6,20.0,1,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,
11373433,home,Harrogate Town,Matty Daly,matty-daly,M. Daly,M,28,176.0,32,M,978180,EUR,984182400.0,M,10,10,False,40.0,32.0,4.0,2.0,9.0,12.0,23.0,28.0,3.0,2.0,9.0,4.0,,7.0,,1.0,,,,,90.0,54.0,7.2,15.0,2,,,,3.0,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,,3.0,,1.0,,,1.0,,1.0,,,,,,,
11373433,home,Harrogate Town,Abraham Odoh,abraham-odoh,A. Odoh,M,10,168.0,75,M,988739,EUR,961891200.0,M,9,9,False,31.0,25.0,,,9.0,10.0,16.0,21.0,1.0,,6.0,5.0,,7.0,,,,,,,69.0,48.0,6.7,15.0,0,,,,4.0,4.0,3.0,,1.0,1.0,,,,,,4.0,1.0,1.0,,,1.0,,,,,,,,,
