match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_clearanceOffLine
14572721,home,Olympique Lyonnais,Rémy Descamps,remy-descamps,R. Descamps,G,40,194.0,488,M,788180,EUR,835660800,G,40,40,False,40.0,37.0,9.0,6.0,0.0,35.0,35.0,2.0,5.0,9.0,2.0,90.0,48.0,6.8,3.0,0.00068766,132.31628116455,24.0,61.53,8.61,0.0697,0,-0.6676,0.18,0.06,-0.04,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Clinton Mata,clinton-mata,C. Mata,D,22,180.0,1322,M,152813,EUR,721094400,D,22,22,False,92.0,85.0,5.0,1.0,0.0,50.0,53.0,35.0,39.0,6.0,,90.0,110.0,6.7,10.0,0.0540512,304.73638484646,43.0,97.335,25.62,,0,,0.3,0.23,-0.14,,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190.0,8276,M,758168,EUR,826243200,D,19,19,False,93.0,76.0,7.0,2.0,0.0,46.0,51.0,30.0,42.0,6.0,,90.0,106.0,6.4,18.0,0.0654375,260.77412827905,35.0,1.575,13.86,,1,,0.27,0.36,-0.2,,,,3.0,2.0,4.0,3.0,,,,2.0,4.0,1.0,1.0,1.0,,1.0,,niakhate,1.0,0.3804,-0.48,,,,,,,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Nicolás Tagliafico,nicolas-tagliafico,N. Tagliafico,D,3,172.0,10913,M,158243,EUR,715219200,D,3,3,False,84.0,73.0,4.0,1.0,0.0,31.0,33.0,42.0,51.0,8.0,,90.0,99.0,7.1,15.0,0.0548213,327.69322620159,35.0,130.725,31.815,,0,,0.27,0.36,-0.23,,3.0,,,3.0,3.0,6.0,,,,2.0,,1.0,,1.0,2.0,1.0,,tagliafico3,,,,2.0,,,,,,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,98,178.0,1581,M,352768,EUR,872812800,M,98,98,False,58.0,53.0,1.0,1.0,0.0,22.0,22.0,31.0,36.0,4.0,,90.0,75.0,7.8,8.0,0.667529,155.0408730623,21.0,65.835,15.96,,2,,0.57,0.58,0.0,,3.0,,1.0,,1.0,2.0,,,,1.0,1.0,2.0,1.0,,,,2.0,,1.0,0.3443,-0.55,,,,1.0,0.0132,,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Khalis Merah,khalis-merah,K. Merah,M,44,178.0,3651,,2127096,EUR,1172188800,M,44,44,False,58.0,54.0,2.0,2.0,0.0,21.0,22.0,33.0,36.0,2.0,,76.0,66.0,7.0,5.0,0.0922683,189.5632652736,22.0,53.97,12.81,,0,,0.15,0.27,0.13,,,,1.0,,2.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,Khalis,Merah,,,,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Tyler Morton,tyler-morton,T. Morton,M,23,185.0,6716,M,979118,EUR,1036022400,M,23,23,False,55.0,52.0,2.0,2.0,1.0,15.0,17.0,37.0,38.0,2.0,,90.0,63.0,8.3,5.0,0.743729,271.05672558679,21.0,165.48,29.4,,1,,0.85,0.5,-0.02,,,,,,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,2.0,,,0.1961,-0.11,,,,1.0,,1.0,,,,,,,,,,,
14572721,home,Olympique Lyonnais,Corentin Tolisso,corentin-tolisso,C. Tolisso,M,8,181.0,3276,M,343067,EUR,775872000,M,8,8,False,66.0,58.0,9.0,8.0,0.0,23.0,26.0,35.0,40.0,1.0,,89.0,83.0,6.9,14.0,0.196358,209.70900101174,23.0,33.81,26.88,,3,,0.37,0.26,-0.36,,1.0,,1.0,1.0,5.0,6.0,2.0,2.0,2.0,,,3.0,2.0,3.0,,1.0,3.0,,1.0,0.1774,-0.52,1.0,,,1.0,0.046,,True,1.0,1.0,1.0,,,,,,,
14572721,home,Olympique Lyonnais,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175.0,2527,M,1215906,EUR,1111190400,M,17,17,False,37.0,35.0,2.0,,0.0,14.0,16.0,21.0,21.0,5.0,,89.0,61.0,7.2,7.0,0.030288,208.92915220997,17.0,110.355,49.035,,4,,-0.29,0.44,-0.08,,4.0,1.0,,,2.0,3.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,,2.0,0.7979,0.27,1.0,,,2.0,1.1707,,,,,,1.0,1.0,,,,,
14572721,home,Olympique Lyonnais,Pavel Šulc,pavel-sulc,P. Šulc,M,10,177.0,3263,M,957604,EUR,978048000,F,10,10,False,32.0,25.0,,,0.0,3.0,5.0,22.0,27.0,,,90.0,49.0,6.3,15.0,0.179293,80.788178314078,9.0,34.86,19.11,,3,,-0.34,0.28,-0.05,,3.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,5.0,,,1.0,,1.0,0.8403,-0.24,,,,1.0,0.4735,,,1.0,,,1.0,,,,,,
