match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,player_sofascoreId,stat_goodHighClaim,stat_outfielderBlock,stat_penaltyMiss
14062008,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,31.0,24.0,9.0,2.0,0.0,23.0,26.0,1.0,5.0,1.0,3.0,1.0,1.0,4.0,90.0,36.0,7.5,7.0,0.00135123,1.2065,0,-0.281,0.02,0.0,-0.29,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,72.0,61.0,6.0,1.0,0.0,31.0,34.0,30.0,38.0,5.0,,,,,90.0,84.0,6.0,13.0,0.0207447,,0,,0.11,0.14,-0.55,,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Eric Smith,,,eric-smith,E. Smith,D,8,191,412,M,542038,EUR,852681600,D,8,8,False,68.0,61.0,10.0,4.0,0.0,41.0,42.0,20.0,26.0,6.0,,,,,90.0,82.0,7.1,10.0,0.0168317,,1,,0.11,0.22,-0.91,,2.0,1.0,1.0,3.0,6.0,1.0,2.0,2.0,,,,1.0,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0248,0.3036,0.54,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Adam Dźwigała,,,adam-dzwigala,A. Dźwigała,D,25,185,440,M,252343,EUR,811987200,D,25,25,False,46.0,37.0,4.0,2.0,0.0,22.0,27.0,15.0,19.0,2.0,,,,,77.0,51.0,5.6,9.0,0.0102156,,0,,0.02,0.05,-0.55,,,2.0,,3.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Arkadiusz Pyrka,,,arkadiusz-pyrka,A. Pyrka,D,11,177,950,M,971481,EUR,1032480000,M,11,11,False,35.0,31.0,4.0,2.0,0.0,11.0,11.0,20.0,24.0,4.0,,,,,77.0,54.0,6.8,4.0,0.0639557,,1,,0.32,0.06,-0.14,,1.0,1.0,,1.0,3.0,,2.0,1.0,,,,,,2.0,2.0,,,1.0,,,0.0377,,-0.13,1.0,1.0,1.0,,,,,,,,,,
14062008,home,FC St. Pauli,James Sands,,,james-sands,J. Sands,M,6,186,445,M,885892,EUR,962841600,M,6,6,False,35.0,27.0,2.0,,0.0,13.0,15.0,14.0,20.0,2.0,,,,,87.0,49.0,6.6,14.0,0.0406304,,0,,0.16,-0.2,-0.21,,1.0,1.0,,3.0,6.0,1.0,,3.0,1.0,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,16,16,False,47.0,38.0,2.0,2.0,0.0,16.0,17.0,22.0,30.0,10.0,,,,,90.0,60.0,6.3,18.0,0.219462,,0,,0.31,0.17,-0.16,,1.0,1.0,,8.0,2.0,,,2.0,1.0,,4.0,,,1.0,,,,1.0,,4.0,,,,,,1.0,2.0,,,,,,,,,
14062008,home,FC St. Pauli,Louis Oppie,,,louis-oppie,L. Oppie,D,23,184,183,M,1137900,EUR,1021593600,M,23,23,False,41.0,33.0,2.0,1.0,0.0,14.0,17.0,19.0,24.0,1.0,,,,,90.0,66.0,6.7,13.0,0.0552712,,2,,0.06,0.0,-0.16,,4.0,,,1.0,5.0,,1.0,2.0,2.0,,1.0,2.0,,2.0,1.0,1.0,,,,,0.0938,0.0433,-0.18,1.0,,1.0,,1.0,1.0,,,,,,,
14062008,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,40.0,30.0,12.0,6.0,1.0,11.0,11.0,19.0,29.0,5.0,,,,,90.0,62.0,8.5,17.0,0.535198,,2,,0.52,0.03,0.19,,8.0,3.0,,7.0,6.0,,,2.0,2.0,,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,,3.0,0.858,1.0226,0.3,4.0,,3.0,1.0,,,1.0,,,,,,
14062008,home,FC St. Pauli,Andreas Hountondji,,,hountondji-andreas,A. Hountondji,F,27,190,3805,M,1112796,EUR,1026345600,F,27,27,False,10.0,8.0,,,0.0,1.0,2.0,7.0,8.0,,,,,,68.0,19.0,7.4,9.0,0.0601698,,2,,-0.1,0.23,-0.01,,3.0,2.0,2.0,4.0,2.0,,,,,,3.0,,,,,2.0,1.0,,,1.0,0.141,0.7738,0.49,,,1.0,1.0,,2.0,,1.0,,,,,
14062008,home,FC St. Pauli,Mathias Pereira Lage,,,mathias-pereira-lage,M. P. Lage,M,28,180,340,M,831400,EUR,849312000,F,28,28,False,20.0,13.0,2.0,1.0,0.0,5.0,8.0,8.0,12.0,3.0,,,,,90.0,41.0,6.6,15.0,0.00843739,,2,,-0.15,-0.15,0.17,,1.0,3.0,,5.0,5.0,,,4.0,1.0,,4.0,1.0,,,,1.0,,1.0,,,0.1215,0.1184,-0.5,,,,2.0,1.0,1.0,,,,,,,
14062008,home,FC St. Pauli,Abdoulie Ceesay,Abdoulie Ceesay,,abdoulie-ceesay,A. Ceesay,F,9,185,615,M,1888501,EUR,1073260800,F,9,9,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,22.0,10.0,6.9,4.0,0.0008711,,1,,-0.08,,0.13,,,1.0,2.0,3.0,3.0,,,,,,3.0,1.0,,,,,,,,2.0,0.0108,,-0.1,,,,,1.0,,,,1.0,,,,
14062008,home,FC St. Pauli,Connor Metcalfe,,,connor-metcalfe,C. Metcalfe,M,24,178,230,M,888854,EUR,941760000,M,24,24,True,9.0,8.0,1.0,,0.0,,,8.0,9.0,,,,,,13.0,12.0,6.7,1.0,0.0088794,,0,,-0.01,,0.14,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,D,2,2,True,25.0,22.0,5.0,4.0,1.0,3.0,4.0,19.0,21.0,1.0,,,,,13.0,33.0,7.1,8.0,0.0176554,,0,,0.27,0.01,0.0,,4.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14062008,home,FC St. Pauli,Oladapo Afolayan,,,oladapo-afolayan,O. Afolayan,F,21,180,303,M,871621,EUR,873936000,F,17,17,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,14.0,6.0,6.2,5.0,0.00045867,,0,,-0.18,-0.09,0.13,,2.0,,,2.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Ben Voll,,,ben-voll,B. Voll,G,1,195,91,M,987437,EUR,976320000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Jannik Thomas Robatsch,Jannik Thomas Robatsch,,jannik-thomas-robatsch,J. T. Robatsch,D,34,190,97,M,1401055,EUR,1104192000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Lars Ritzka,,,lars-ritzka,L. Ritzka,D,21,185,86,M,873347,EUR,894499200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Scott Banks,,,scott-banks,S. Banks,M,18,183,120,M,944027,EUR,978307200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062008,home,FC St. Pauli,Erik Ahlstrand,,,erik-ahlstrand,E. Ahlstrand,M,14,182,128,M,980742,EUR,1003017600,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062008,away,Borussia Dortmund,Gregor Kobel,,,gregor-kobel,G. Kobel,G,1,193,6864,M,556866,EUR,881366400,G,1,1,False,34.0,26.0,11.0,4.0,0.0,22.0,23.0,4.0,11.0,12.0,3.0,,1.0,4.0,90.0,46.0,7.1,9.0,0.00462497,0.4221,0,-0.7384,0.1,0.02,-0.25,0.37,,,,,1.0,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,gregorkobel,1.0,,
14062008,away,Borussia Dortmund,Filippo Mané,,,filippo-calixte-mane,F. Mané,D,39,188,2258,M,1137131,EUR,1110240000,D,39,39,False,66.0,60.0,4.0,2.0,0.0,41.0,44.0,19.0,22.0,5.0,,,,,85.0,80.0,5.4,10.0,0.00780766,,0,,0.18,0.02,-0.51,,,2.0,,6.0,,,5.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,
14062008,away,Borussia Dortmund,Waldemar Anton,,,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,3,3,False,93.0,86.0,8.0,3.0,0.0,69.0,69.0,17.0,24.0,1.0,,,,,90.0,116.0,7.7,9.0,0.00857978,,1,,0.17,0.16,-0.48,,,2.0,2.0,4.0,7.0,,10.0,3.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,0.0317,0.3422,0.54,,,,,,,,,,,,,
14062008,away,Borussia Dortmund,Ramy Bensebaini,,,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,5,5,False,90.0,84.0,6.0,5.0,0.0,55.0,56.0,29.0,34.0,5.0,,,,,90.0,111.0,6.6,7.0,0.0104192,,1,,0.27,0.15,-0.4,,,1.0,5.0,4.0,6.0,1.0,12.0,,,,1.0,1.0,,,,,,,,2.0,0.026,,-0.22,,,,,1.0,,,,,rbens,,,
14062008,away,Borussia Dortmund,Yan Couto,,,couto-yan,Y. Couto,D,2,169,7173,M,1002813,EUR,1023062400,M,2,2,False,16.0,12.0,3.0,2.0,0.0,6.0,6.0,6.0,10.0,2.0,,,,,90.0,37.0,6.2,10.0,0.0112944,,0,,0.03,-0.3,-0.15,,3.0,,,3.0,3.0,,1.0,1.0,1.0,,1.0,2.0,,2.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,yan.couto,,,
14062008,away,Borussia Dortmund,Pascal Groß,,,pascal-gross,P. Groß,M,30,181,4705,M,48480,EUR,676944000,M,13,13,False,44.0,34.0,5.0,2.0,1.0,20.0,22.0,14.0,22.0,4.0,,,,,87.0,61.0,6.0,16.0,0.221987,,1,,0.3,0.01,-0.13,,,,,6.0,3.0,1.0,,2.0,1.0,,4.0,1.0,,1.0,,1.0,,,,3.0,0.2276,0.383,-0.76,,,2.0,1.0,,,1.0,1.0,,pascalgross65,,,
14062008,away,Borussia Dortmund,Marcel Sabitzer,,,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,133908,EUR,763862400,M,20,20,False,27.0,23.0,,,1.0,13.0,15.0,10.0,12.0,2.0,,,,,90.0,42.0,6.7,6.0,0.131503,,0,,0.15,0.02,-0.1,,1.0,,1.0,2.0,2.0,1.0,5.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,marcel7sabitzer,,,
14062008,away,Borussia Dortmund,Daniel Svensson,,,daniel-svensson,D. Svensson,M,24,183,3298,M,1021272,EUR,1013472000,M,24,24,False,45.0,41.0,2.0,1.0,0.0,21.0,24.0,20.0,21.0,1.0,,,,,90.0,66.0,6.7,8.0,0.109049,,0,,0.11,-0.1,-0.01,,4.0,,1.0,1.0,2.0,,6.0,,,,,,,1.0,1.0,,,1.0,,,,,,3.0,,2.0,1.0,,,,,,,,1.0,
