match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_shotOffTarget,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_fouls,captain,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_wonContest,stat_onTargetScoringAttempt,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
10411593,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,45.0,36.0,17.0,8.0,35.0,40.0,1.0,5.0,2.0,3.0,2.0,15.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,66.0,7.4,10.0,0.0,0.0,0.00024794,0,0.1236,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411593,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,34.0,27.0,2.0,1.0,19.0,22.0,8.0,13.0,1.0,4.0,2.0,6.0,3.0,1.0,,,,,,90.0,51.0,6.9,9.0,0.021,0.0,0.0188609,1,,22,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10411593,home,Sassuolo,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,185,4066,M,138152,EUR,784425600,D,5,5,False,31.0,24.0,5.0,3.0,17.0,21.0,7.0,10.0,,1.0,4.0,3.0,1.0,,,,,,,90.0,36.0,6.5,7.0,0.0,0.0,0.00491793,0,,23,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411593,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,False,40.0,32.0,8.0,4.0,18.0,22.0,14.0,18.0,1.0,3.0,1.0,5.0,1.0,,,,,,,90.0,52.0,6.8,9.0,0.0,0.0,0.013131,0,,,,,1.0,1.0,3.0,1.0,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10411593,home,Sassuolo,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,186,878,M,377302,EUR,823478400,D,77,77,False,68.0,56.0,13.0,8.0,32.0,37.0,26.0,34.0,1.0,4.0,1.0,6.0,3.0,1.0,,,,,,88.0,95.0,6.8,21.0,0.0405,0.0,0.0719625,1,,77,3.0,1.0,2.0,1.0,7.0,2.0,,1.0,,1.0,,2.0,4.0,3.0,,,,,,,,,,,,
10411593,home,Sassuolo,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,23.0,21.0,1.0,1.0,10.0,10.0,11.0,14.0,1.0,7.0,1.0,6.0,1.0,1.0,,,,,,90.0,43.0,6.7,9.0,0.1819,0.091,0.0653569,2,,16,1.0,1.0,1.0,,6.0,1.0,,2.0,,,4.0,,4.0,1.0,,,davidefrrattesi_22,1.0,1.0,,,,,,,
10411593,home,Sassuolo,Maxime López,maxime-lopez,M. López,M,167,1284,M,352802,EUR,881193600,M,27,27,False,41.0,36.0,8.0,4.0,17.0,19.0,19.0,22.0,1.0,7.0,,6.0,4.0,,,,,,,75.0,52.0,7.0,6.0,0.0699,0.0,0.0120718,1,,21,,,3.0,,4.0,2.0,,1.0,,1.0,2.0,,,1.0,,,,,,1.0,1.0,,,,,
10411593,home,Sassuolo,Abdou Harroui,abdou-harroui,A. Harroui,M,181,1064,M,915812,EUR,884649600,M,8,8,False,21.0,19.0,,,7.0,8.0,12.0,13.0,,1.0,,6.0,1.0,,,,,,,66.0,30.0,6.8,4.0,0.1099,0.1235,0.0119269,3,,21,,1.0,,1.0,3.0,1.0,,2.0,1.0,,,,,,,,,,1.0,,1.0,,,,,
10411593,home,Sassuolo,Luca D'Andrea,luca-dandrea,L. D'Andrea,F,173,238,M,1122910,EUR,1094428800,F,35,35,False,11.0,10.0,1.0,1.0,4.0,5.0,6.0,7.0,,2.0,,1.0,,3.0,,,,,,66.0,22.0,6.9,7.0,0.0804,0.0325,0.00776306,2,,11,1.0,1.0,,1.0,5.0,1.0,,2.0,,,1.0,,1.0,2.0,Luca,D'Andrea,,1.0,1.0,1.0,,,,,,
10411593,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,21.0,15.0,1.0,,2.0,2.0,13.0,20.0,,2.0,,,1.0,,,,,,,90.0,32.0,7.1,12.0,0.2594,0.825,0.0197132,2,,99,1.0,,1.0,2.0,8.0,1.0,,5.0,,,,,1.0,,,,,1.0,2.0,,,1.0,,,,
