match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalContest,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14083104,home,Real Oviedo,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188,1011,M,368922,EUR,812160000,G,13,13,False,28.0,20.0,13.0,5.0,0.0,18.0,21.0,2.0,7.0,1.0,8.0,1.0,5.0,5.0,1.0,90.0,40.0,8.2,8.0,0.0002928,0.7614,0,1.218,0.0,0.01,0.24,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083104,home,Real Oviedo,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,22,22,False,40.0,32.0,6.0,4.0,0.0,25.0,28.0,7.0,12.0,1.0,6.0,,,,,90.0,62.0,7.0,15.0,0.0893297,,0,,0.1,0.06,0.2,,3.0,1.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14083104,home,Real Oviedo,David Costas,david-costas,D. Costas,D,4,183,276,M,345333,EUR,796176000,D,4,4,False,71.0,63.0,7.0,4.0,0.0,54.0,57.0,9.0,14.0,2.0,3.0,,,,,90.0,77.0,7.0,10.0,0.00558854,,0,,0.08,0.06,0.16,,,2.0,2.0,3.0,3.0,,1.0,1.0,1.0,,True,1.0,,,,,,,,,,,,,,,,,,,,,
14083104,home,Real Oviedo,David Carmo,david-carmo,D. Carmo,D,16,196,2256,M,892235,EUR,932342400,D,16,16,False,62.0,53.0,11.0,7.0,0.0,38.0,39.0,15.0,23.0,6.0,,,,,,90.0,74.0,7.6,10.0,0.0155826,,0,,0.16,0.06,0.26,,,3.0,6.0,7.0,9.0,1.0,2.0,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14083104,home,Real Oviedo,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,25,25,False,32.0,24.0,8.0,3.0,0.0,15.0,19.0,9.0,13.0,2.0,5.0,,,,,86.0,61.0,7.3,17.0,0.0837469,,0,,0.19,-0.25,0.26,,4.0,1.0,2.0,6.0,8.0,1.0,3.0,1.0,2.0,1.0,,5.0,,,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
14083104,home,Real Oviedo,Santiago Colombatto,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,11,11,False,34.0,28.0,6.0,3.0,0.0,22.0,23.0,6.0,11.0,2.0,2.0,,,,,90.0,52.0,6.8,14.0,0.221825,,1,,0.25,0.0,0.17,,5.0,1.0,2.0,6.0,7.0,,2.0,2.0,3.0,4.0,,,,,3.0,1.0,,1.0,2.0,1.0,1.0,0.0327,-0.21,,,,,,,,,,
14083104,home,Real Oviedo,Leander Dendoncker,leander-dendoncker,L. Dendoncker,M,20,188,1679,M,190405,EUR,797904000,M,20,20,False,41.0,35.0,,,0.0,20.0,21.0,15.0,20.0,2.0,2.0,,,,,90.0,54.0,7.1,8.0,0.0773712,,0,,0.12,0.12,0.15,,,2.0,2.0,4.0,7.0,,2.0,,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,
14083104,home,Real Oviedo,Federico Viñas,federico-vinas,F. Viñas,F,9,180,1135,M,976104,EUR,899164800,M,9,9,False,19.0,17.0,3.0,3.0,0.0,7.0,8.0,10.0,11.0,2.0,5.0,,,,,82.0,36.0,7.5,5.0,0.139738,,2,,0.35,-0.52,0.23,,,2.0,1.0,4.0,9.0,,4.0,2.0,1.0,1.0,,1.0,,,3.0,,1.0,,1.0,1.0,1.0,0.1985,-0.4,1.0,1.0,0.3026,,,,,,,
14083104,home,Real Oviedo,Alberto Reina,alberto-reina-campos,A. Reina,M,5,179,337,M,882475,EUR,873763200,M,5,5,False,29.0,24.0,2.0,1.0,0.0,12.0,13.0,12.0,16.0,,4.0,,,,,82.0,38.0,7.0,9.0,0.00991565,,0,,0.12,0.04,0.13,,3.0,,1.0,2.0,5.0,,2.0,2.0,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,
14083104,home,Real Oviedo,Ilyas Chaira,ilyas-chaira,I. Chaira,M,7,179,2481,M,1008037,EUR,981072000,M,7,7,False,22.0,21.0,1.0,1.0,0.0,8.0,8.0,13.0,14.0,,5.0,,,,,69.0,41.0,7.4,7.0,0.103154,,2,,0.29,0.6,0.15,,3.0,,,6.0,6.0,,2.0,2.0,,2.0,,7.0,,,,1.0,4.0,,1.0,1.0,1.0,0.6398,-0.56,1.0,1.0,0.3458,,,,,,,
