match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_firstName,player_lastName,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,captain
12117088,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,35.0,15.0,24.0,4.0,0.0,14.0,15.0,1.0,20.0,1.0,10.0,1.0,2.0,3.0,5.0,90.0,46.0,7.2,20.0,0.00130289,0,1.1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117088,home,Botafogo,Damián Suárez,damian-suarez,D. Suárez,D,,172,369,M,36982,EUR,578102400,D,22,22,False,26.0,21.0,2.0,1.0,0.0,7.0,8.0,15.0,27.0,4.0,1.0,,,,,90.0,51.0,6.8,16.0,0.0464251,2,,9.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0309,1.0,,,,,,,,,,,,,,,,,
12117088,home,Botafogo,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,53.0,47.0,9.0,4.0,0.0,30.0,30.0,17.0,23.0,5.0,4.0,,,,,90.0,63.0,6.8,7.0,0.00833394,1,,,,1.0,4.0,3.0,,1.0,3.0,2.0,2.0,2.0,1.0,0.0097,1.0,1.0,1.0,,,,,,,,,,,,,,,
12117088,home,Botafogo,Bastos,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,15,15,False,35.0,33.0,5.0,3.0,0.0,28.0,29.0,5.0,6.0,4.0,4.0,,,,,45.0,44.0,7.0,3.0,0.00195123,0,,,,2.0,2.0,,,,3.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12117088,home,Botafogo,Marçal,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,50.0,38.0,11.0,6.0,0.0,20.0,23.0,20.0,30.0,10.0,1.0,,,,,90.0,79.0,7.5,15.0,0.141146,2,,3.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0536,1.0,3.0,,2.0,,,1.0,1.0,1.0,0.0198,,,,,,,,
12117088,home,Botafogo,Danilo Barbosa,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,False,40.0,31.0,4.0,2.0,0.0,15.0,18.0,16.0,22.0,7.0,6.0,,,,,90.0,57.0,6.9,11.0,0.0212601,1,,,,4.0,4.0,,1.0,1.0,6.0,2.0,1.0,,,0.1543,,2.0,,2.0,2.0,1.0,,,,,1.0,,,,,,,
12117088,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,45.0,40.0,10.0,6.0,0.0,19.0,19.0,21.0,26.0,1.0,6.0,,,,,90.0,52.0,6.8,8.0,0.0458053,1,,,,,4.0,,1.0,1.0,,1.0,,,1.0,0.0104,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
12117088,home,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,M,7,7,False,18.0,15.0,,,0.0,5.0,6.0,10.0,17.0,5.0,3.0,,,,,82.0,36.0,6.3,12.0,0.065112,1,,5.0,,2.0,9.0,1.0,1.0,,,1.0,1.0,2.0,1.0,0.0186,,1.0,,3.0,3.0,,,,,,,Luiz Henrique,,luizhenrique_07,1.0,1.0,,
12117088,home,Botafogo,Eduardo,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,33.0,27.0,3.0,2.0,0.0,10.0,12.0,17.0,21.0,2.0,3.0,,,,,87.0,42.0,8.5,9.0,0.0157375,3,,,,1.0,4.0,,1.0,,,1.0,,,,0.2289,1.0,,1.0,3.0,,,,,3.0,0.727,,,,,,,2.0,
12117088,home,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,29.0,21.0,6.0,4.0,0.0,7.0,10.0,14.0,21.0,4.0,5.0,,,,,90.0,39.0,6.8,13.0,0.0115384,0,,2.0,,2.0,3.0,,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,True
