match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_goalAssist,stat_challengeLost,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside
10385387,home,Tottenham Hotspur,Hugo Lloris,hugo-lloris,H. Lloris,G,1,188,5077,M,LlorisH,9048,EUR,535939200,G,1,1,False,True,22.0,15.0,10.0,3.0,14.0,15.0,1.0,7.0,2.0,6.0,1.0,1.0,2.0,90.0,31.0,6.0,7.0,0.0,0.0,7.213e-05,0,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,ericdier,146101,EUR,758592000,D,15,15,False,,76.0,67.0,8.0,5.0,48.0,50.0,19.0,29.0,2.0,3.0,,,,90.0,85.0,6.6,12.0,0.0,0.0,0.00707197,0,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,34,34,False,,57.0,48.0,12.0,6.0,35.0,38.0,13.0,19.0,,1.0,,,,57.0,61.0,6.6,9.0,0.0,0.0,0.00437903,0,,,,3.0,,,,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,,71.0,63.0,6.0,3.0,44.0,47.0,19.0,25.0,,7.0,,,,90.0,88.0,7.4,12.0,0.0765,0.0528,0.227415,1,,1.0,3.0,6.0,3.0,1.0,2.0,2.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,emerson_royal,856123,EUR,916272000,M,12,12,False,,36.0,25.0,4.0,3.0,12.0,15.0,13.0,22.0,,4.0,,,,57.0,50.0,6.6,13.0,0.6018,0.216,0.0239669,2,,1.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,False,,68.0,58.0,12.0,9.0,33.0,35.0,25.0,34.0,1.0,6.0,,,,90.0,86.0,6.1,19.0,0.0,0.0,0.0296464,0,,1.0,1.0,1.0,1.0,,1.0,,,,,5.0,,,,,3.0,,,,,4.0,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,,49.0,35.0,4.0,2.0,17.0,22.0,18.0,28.0,1.0,12.0,,,,90.0,68.0,8.3,19.0,0.3451,0.655,0.0133061,2,,1.0,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,
10385387,home,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,ivanperisic444,38710,EUR,602380800,M,14,14,False,,41.0,31.0,4.0,2.0,18.0,20.0,14.0,34.0,1.0,5.0,,,,90.0,75.0,6.8,25.0,0.0,0.0,0.0263808,0,,13.0,4.0,7.0,1.0,1.0,2.0,2.0,2.0,,4.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
10385387,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,F,21,21,False,,29.0,25.0,,,3.0,4.0,22.0,29.0,,5.0,,,,89.0,54.0,7.1,17.0,0.1959,0.0335,0.87151,3,,4.0,1.0,7.0,11.0,5.0,,,,1.0,,9.0,,2.0,1.0,,1.0,4.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,,,,
10385387,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,HurriKane,108579,EUR,743817600,F,10,10,False,,25.0,19.0,4.0,3.0,4.0,4.0,15.0,22.0,,2.0,,,,90.0,37.0,7.4,7.0,0.4256,0.5861,0.0390396,3,,1.0,,2.0,,,1.0,,,2.0,2.0,2.0,,1.0,2.0,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,
