match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goalAssist,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_goals,stat_wonContest,player_sofascoreId
11369422,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,25.0,15.0,21.0,11.0,7.0,7.0,8.0,18.0,1.0,10.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,34.0,7.4,11.0,0.00362964,0,0.5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369422,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,15.0,8.0,4.0,1.0,4.0,8.0,5.0,10.0,3.0,3.0,,,,,,,90.0,39.0,7.2,13.0,0.0216185,1,,True,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0124,1.0,,,,,,,,,,,,,,,,,
11369422,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,31.0,16.0,15.0,5.0,12.0,18.0,4.0,13.0,5.0,3.0,,,,,,,90.0,43.0,6.7,17.0,0.00347259,0,,,,,2.0,,3.0,2.0,,,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11369422,home,Cádiz,Mamadou Mbaye,mamadou-mbaye,M. Mbaye,D,15,188,162,M,921621,EUR,898992000,D,14,14,False,36.0,19.0,16.0,6.0,13.0,19.0,6.0,17.0,6.0,3.0,,,,,,,90.0,53.0,7.0,20.0,0.0104111,2,,,,,2.0,6.0,3.0,8.0,,,3.0,,2.0,1.0,,,0.3444,,2.0,1.0,1.0,1.0,2.0,1.0,0.3587,,,,,,,,,,
11369422,home,Cádiz,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,15,15,False,17.0,11.0,5.0,2.0,3.0,6.0,9.0,14.0,1.0,3.0,,,,,,,75.0,45.0,6.6,12.0,0.0378268,0,,,3.0,1.0,3.0,2.0,5.0,4.0,,,,,1.0,,1.0,,,1.0,2.0,,,,2.0,,,,,,,,,,,,
11369422,home,Cádiz,Iván Alejo,ivan-alejo,I. Alejo,M,14,184,174,M,352486,EUR,792374400,M,11,11,False,11.0,4.0,1.0,,2.0,5.0,3.0,9.0,1.0,5.0,,,,,,,76.0,29.0,6.9,14.0,0.2783,2,,,3.0,1.0,,,8.0,3.0,,,,,,,3.0,1.0,0.13,1.0,1.0,,2.0,,1.0,,0.079,,,1.0,4.0,2.0,1.0,1.0,,,
11369422,home,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,False,32.0,31.0,3.0,2.0,15.0,16.0,18.0,20.0,3.0,3.0,,,,,,,90.0,47.0,7.0,5.0,0.424292,2,,,4.0,2.0,4.0,,5.0,,,,,,,,,,0.0229,1.0,,,1.0,1.0,1.0,,0.0195,,,,1.0,,,1.0,,,
11369422,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,35.0,28.0,5.0,2.0,9.0,11.0,19.0,24.0,1.0,7.0,,,,,,,90.0,46.0,6.8,9.0,0.0134126,0,,,,,4.0,4.0,9.0,9.0,,,,1.0,3.0,2.0,2.0,,,,3.0,,,,,,,,,,1.0,1.0,,,,,
11369422,home,Cádiz,Darwin Machís,darwin-machis,D. Machís,F,11,174,1580,M,252863,EUR,729043200,M,18,18,False,15.0,7.0,3.0,1.0,3.0,6.0,5.0,12.0,,5.0,,,,,,,58.0,24.0,6.7,11.0,0.0433328,0,,,3.0,1.0,,1.0,1.0,4.0,,,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,
11369422,home,Cádiz,Chris Ramos,chris-ramos,C. Ramos,F,9,193,1666,M,914819,EUR,853545600,F,16,16,False,17.0,6.0,,,3.0,4.0,3.0,13.0,3.0,3.0,,,,,,,76.0,34.0,6.3,19.0,0.00129749,1,,,,,3.0,4.0,10.0,5.0,1.0,,,,1.0,1.0,,2.0,0.0064,,,,,,2.0,,,,,,1.0,3.0,3.0,,,,
