match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_wasFouled,player_sofascoreId,stat_onTargetScoringAttempt,stat_totalOffside,stat_punches,stat_goals,stat_goalAssist,stat_bigChanceCreated
10995491,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,29.0,13.0,24.0,8.0,9.0,14.0,4.0,15.0,2.0,2.0,1.0,7.0,2.0,2.0,5.0,1.0,1.0,90.0,40.0,7.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995491,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,25.0,18.0,5.0,1.0,9.0,11.0,9.0,15.0,,1.0,4.0,6.0,,,,,,81.0,45.0,6.8,13.0,0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10995491,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,42.0,32.0,8.0,3.0,23.0,28.0,9.0,14.0,1.0,4.0,3.0,4.0,,,,,,90.0,52.0,6.7,11.0,0,,3.0,,,2.0,2.0,,1.0,,Max Bruns,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10995491,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,266,M,196082,EUR,748742400,D,3,3,False,44.0,30.0,14.0,3.0,20.0,23.0,10.0,21.0,3.0,5.0,3.0,6.0,,,,,,90.0,56.0,6.6,14.0,2,,5.0,,1.0,2.0,,,1.0,,,,3.0,1.0,,,1.0,True,1.0,1.0,,,,,,,,,
10995491,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,341,M,860160,EUR,872985600,D,5,5,False,34.0,23.0,3.0,1.0,12.0,15.0,14.0,24.0,3.0,7.0,2.0,5.0,,,,,,90.0,58.0,7.5,13.0,0,5.0,1.0,,4.0,2.0,,,,1.0,,,1.0,,,,1.0,,,,3.0,2.0,,,,,,,
10995491,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8075,M,989882,EUR,896140800,M,8,8,False,41.0,29.0,5.0,1.0,18.0,20.0,12.0,22.0,2.0,7.0,,9.0,,,,,,90.0,55.0,6.9,15.0,0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,,1.0,,,2.0,1.0,,,1.0,,,,1.0,,rramizz_,,,,,,
10995491,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3409,M,944467,EUR,1005523200,M,14,14,False,11.0,10.0,,,4.0,4.0,6.0,11.0,,3.0,,5.0,,,,,,81.0,22.0,6.7,6.0,0,4.0,2.0,,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,
10995491,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6700,M,961684,EUR,1011312000,M,17,17,False,23.0,20.0,4.0,2.0,9.0,10.0,11.0,13.0,1.0,8.0,1.0,9.0,,,,,,86.0,41.0,7.2,8.0,2,,6.0,3.0,1.0,4.0,2.0,,,,,,2.0,1.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,,,
10995491,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3503,M,280631,EUR,877046400,F,7,7,False,28.0,15.0,6.0,,6.0,12.0,11.0,25.0,,1.0,,6.0,,,,,,90.0,48.0,7.0,22.0,2,9.0,3.0,1.0,1.0,,,1.0,2.0,3.0,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,
10995491,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,790,M,35193,EUR,601862400,F,9,9,False,9.0,3.0,,,1.0,1.0,2.0,9.0,2.0,3.0,,1.0,,,,,,90.0,21.0,6.5,10.0,3,1.0,5.0,1.0,,,,2.0,1.0,,,,2.0,1.0,,,,,2.0,1.0,,1.0,,,,,,,
10995491,home,FC Twente,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173,281,M,148623,EUR,743472000,F,10,10,False,20.0,14.0,1.0,,6.0,7.0,10.0,18.0,1.0,6.0,,8.0,,,,,,90.0,46.0,6.5,20.0,3,5.0,11.0,4.0,,,,2.0,3.0,1.0,,,,,6.0,2.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,,,,
10995491,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180,197,M,842536,EUR,891820800,D,12,12,True,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,9.0,5.0,6.5,1.0,0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
10995491,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2753,M,993560,EUR,1022284800,F,27,27,True,2.0,1.0,,,,,1.0,2.0,2.0,3.0,,1.0,,,,,,9.0,4.0,6.8,1.0,1,,2.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,
10995491,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,422,M,798181,EUR,865209600,M,18,18,True,4.0,3.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,11.0,4.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995491,home,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187,444,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995491,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10995491,home,FC Twente,Michel Driezen,driezen-michel,M. Driezen,D,30,183,16,M,1150775,EUR,1077926400,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Michel Driezen,,,,,,,,,,,,,,,,,,
