match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_lastManTackle,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goals,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_totalOffside
12117330,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,23.0,12.0,13.0,2.0,0.0,12.0,12.0,11.0,1.0,1.0,1.0,10.0,1.0,2.0,4.0,1.0,90.0,37.0,6.9,11.0,0.00012563,0,-1.1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117330,home,Palmeiras,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,,82576,EUR,597801600,D,2,2,False,37.0,29.0,5.0,3.0,0.0,10.0,10.0,30.0,2.0,4.0,4.0,4.0,,,,,70.0,55.0,7.1,10.0,0.11048,1,,21.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0359,0.0262,4.0,,,,,,,,,,,,,,,,,,,
12117330,home,Palmeiras,Vitor Reis,reis-vitor,V. Reis,D,12,186,12928,M,vitorreiss_06,1485300,EUR,1137024000,D,44,44,False,42.0,32.0,7.0,1.0,0.0,21.0,22.0,20.0,4.0,6.0,3.0,2.0,,,,,90.0,55.0,6.7,11.0,0.00319039,2,,11.0,,,5.0,,,,,2.0,1.0,,2.0,0.1647,,1.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
12117330,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,43.0,36.0,3.0,,0.0,25.0,28.0,15.0,6.0,8.0,5.0,3.0,,,,,90.0,55.0,6.5,7.0,0.0030357,1,,11.0,,,3.0,,,,,2.0,1.0,,1.0,0.3346,,,2.0,1.0,,1.0,,,,True,1.0,1.0,,,,,,,,,
12117330,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,D,16,16,False,41.0,34.0,5.0,1.0,0.0,18.0,21.0,25.0,1.0,2.0,3.0,2.0,,,,,90.0,68.0,6.1,18.0,0.0063338,0,,16.0,5.0,,4.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,
12117330,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,27,27,False,48.0,42.0,6.0,3.0,0.0,17.0,17.0,32.0,1.0,12.0,1.0,9.0,,,,,90.0,76.0,7.9,14.0,0.0223045,2,,25.0,1.0,,4.0,,,1.0,,6.0,4.0,3.0,2.0,0.0606,0.1861,,,1.0,,1.0,3.0,,,,,,3.0,2.0,2.0,1.0,,,,,
12117330,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,35.0,27.0,4.0,2.0,0.0,16.0,19.0,17.0,,3.0,,3.0,,,,,62.0,43.0,6.8,10.0,0.0130021,0,,11.0,1.0,,1.0,1.0,,,,3.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12117330,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,18.0,16.0,1.0,1.0,0.0,2.0,3.0,20.0,,11.0,,3.0,,,,,81.0,52.0,6.9,15.0,0.303792,1,,17.0,5.0,3.0,11.0,1.0,,1.0,,2.0,2.0,4.0,,0.026,0.0203,2.0,1.0,,,,1.0,Estêvão,,,,,2.0,12.0,5.0,,,,,,
12117330,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,24.0,22.0,3.0,2.0,0.0,5.0,6.0,25.0,1.0,1.0,1.0,2.0,,,,,75.0,41.0,7.2,10.0,0.302405,5,,19.0,7.0,2.0,3.0,,1.0,1.0,,,,,,0.0946,0.0174,3.0,3.0,2.0,2.0,,3.0,,,,,,,,,,,,,,
12117330,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,F_Andersoon,152276,EUR,734832000,M,9,9,False,32.0,29.0,2.0,1.0,0.0,17.0,17.0,16.0,1.0,3.0,,2.0,,,,,45.0,45.0,6.8,8.0,0.0262802,0,,12.0,1.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,2.0,,,,,,1.0,1.0,,,,,,,
