match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_accurateCross,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed
11453058,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,False,22.0,14.0,13.0,5.0,11.0,12.0,3.0,10.0,1.0,5.0,3.0,4.0,90.0,32.0,7.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453058,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,28.0,20.0,7.0,1.0,9.0,11.0,11.0,18.0,9.0,7.0,,,90.0,49.0,6.9,12.0,0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11453058,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,25.0,23.0,6.0,4.0,14.0,15.0,9.0,10.0,5.0,5.0,,,90.0,39.0,7.4,3.0,0,,2.0,2.0,,2.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11453058,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,29.0,27.0,3.0,3.0,18.0,19.0,9.0,10.0,6.0,4.0,,,90.0,44.0,7.3,2.0,1,,2.0,6.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,1.0,4.0,1.0,,,,,,,,,,,,
11453058,home,Al Tai,Safwan Aljohani,safwan-aljohani,S. Aljohani,D,80,,20,M,1476792,EUR,1056758400,D,80,80,False,17.0,11.0,3.0,,8.0,9.0,3.0,10.0,3.0,3.0,,,83.0,36.0,6.4,11.0,0,2.0,2.0,2.0,2.0,,,1.0,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,
11453058,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,29.0,21.0,4.0,1.0,12.0,13.0,10.0,17.0,3.0,6.0,,,90.0,49.0,7.2,12.0,1,1.0,2.0,10.0,,,,1.0,2.0,,,,,6.0,5.0,3.0,,3.0,,,True,1.0,1.0,,,,,,,,
11453058,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,38.0,30.0,7.0,5.0,17.0,20.0,13.0,18.0,,7.0,,,90.0,54.0,7.3,11.0,2,,5.0,9.0,1.0,,,2.0,3.0,,,,1.0,5.0,2.0,2.0,,,1.0,,,,,2.0,2.0,1.0,,,,,
11453058,home,Al Tai,Andrei Cordea,andrei-cordea,A. Cordea,M,24,176.0,392,M,944628,EUR,930182400,M,11,11,False,19.0,14.0,2.0,,5.0,7.0,10.0,20.0,1.0,2.0,,,83.0,41.0,7.0,15.0,2,8.0,4.0,6.0,3.0,,1.0,2.0,1.0,,,,,2.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,
11453058,home,Al Tai,Rakan Shamlan,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400,M,70,70,False,15.0,13.0,,,5.0,6.0,8.0,9.0,,4.0,,,83.0,22.0,6.6,5.0,1,,6.0,2.0,,,,2.0,2.0,,,,4.0,,,2.0,2.0,,,1.0,,,,,,1.0,1.0,,,,
11453058,home,Al Tai,Salman Muwashar,al-muwashar-salman,S. Muwashar,M,79,173.0,25,M,791576,EUR,592012800,M,7,7,False,12.0,9.0,2.0,1.0,5.0,6.0,5.0,8.0,,,,,67.0,19.0,6.6,4.0,1,2.0,3.0,1.0,,,1.0,,3.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,
