match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
14723615,home,Sunderland,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2150,M,1012928,EUR,1042761600,G,22,22,False,43.0,28.0,19.0,4.0,0.0,26.0,27.0,2.0,16.0,1.0,12.0,1.0,3.0,1.0,90.0,52.0,6.3,15.0,0.00045338,0.0037,0,-0.264,0.03,0.01,-0.04,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14723615,home,Sunderland,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,780014,EUR,878342400,D,20,20,False,44.0,37.0,2.0,2.0,0.0,18.0,20.0,19.0,24.0,7.0,2.0,2.0,,,90.0,72.0,7.3,21.0,0.17243,,2,,0.54,0.09,-0.15,,,,4.0,1.0,3.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0.2293,1.0,-0.52,,,,,,,,,,,,,,,,,
14723615,home,Sunderland,Daniel Ballard,ballard-daniel,D. Ballard,D,5,187,4682,M,958878,EUR,937958400,D,5,5,False,91.0,78.0,10.0,3.0,0.0,55.0,58.0,23.0,33.0,11.0,2.0,3.0,,,90.0,106.0,6.9,13.0,0.0317852,,2,,0.29,0.21,-0.14,,,,,,5.0,7.0,6.0,1.0,,,,1.0,1.0,7.0,1.0,0.297,1.0,-0.58,1.0,1.0,1.0,,,,,,,,,,,,,,
14723615,home,Sunderland,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2494,M,856739,EUR,963878400,D,6,6,False,74.0,71.0,5.0,4.0,0.0,43.0,45.0,28.0,29.0,3.0,6.0,,,,90.0,85.0,7.3,4.0,0.0211689,,1,,0.28,0.24,-0.03,,,,,,1.0,,2.0,1.0,,1.0,,1.0,,3.0,1.0,0.0274,,-0.03,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
14723615,home,Sunderland,Trai Hume,hume-trai,T. Hume,D,32,180,1062,M,989034,EUR,1016409600,M,32,32,False,32.0,26.0,2.0,1.0,0.0,11.0,12.0,15.0,20.0,2.0,2.0,,,,90.0,40.0,6.4,11.0,0.111626,,1,,0.21,0.11,-0.07,,,,3.0,,2.0,2.0,5.0,,,,,,,,,0.0943,2.0,-0.23,,,,,,2.0,1.0,3.0,0.6715,,,,,,,,
14723615,home,Sunderland,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15717,M,117777,EUR,717552000,M,34,34,False,69.0,61.0,12.0,9.0,0.0,24.0,25.0,37.0,44.0,6.0,6.0,2.0,,,90.0,88.0,9.2,14.0,0.36387,,1,,0.8,0.16,-0.14,,,,6.0,3.0,,1.0,2.0,1.0,,,,,,,1.0,0.0428,5.0,0.54,3.0,3.0,,,,3.0,1.0,1.0,0.4552,Granit_Xhaka,True,1.0,1.0,,,,
14723615,home,Sunderland,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,43.0,38.0,1.0,1.0,0.0,13.0,14.0,25.0,29.0,4.0,9.0,2.0,,,90.0,63.0,6.9,13.0,0.186559,,0,,0.28,0.27,-0.04,,,,2.0,1.0,1.0,,3.0,,,1.0,,,,2.0,,0.0413,1.0,,2.0,1.0,,,,5.0,,1.0,,,,,,,,,
14723615,home,Sunderland,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,831424,EUR,759110400,M,17,17,False,52.0,46.0,6.0,3.0,0.0,22.0,23.0,24.0,29.0,5.0,4.0,1.0,,,90.0,74.0,6.8,12.0,0.0143143,,1,,-0.13,0.08,0.4,,,,1.0,,2.0,1.0,6.0,,1.0,2.0,,,1.0,3.0,1.0,0.0619,,-0.02,2.0,1.0,1.0,1.0,1.0,3.0,,2.0,,ReinildoMandava,,,,,,,
14723615,home,Sunderland,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34194,M,218160,EUR,810345600,F,25,25,False,25.0,20.0,,,0.0,7.0,7.0,13.0,18.0,7.0,3.0,1.0,,,82.0,46.0,6.9,14.0,0.0151134,,4,,-0.07,0.16,0.19,,,,2.0,,1.0,1.0,5.0,,1.0,6.0,,2.0,2.0,,,0.0949,1.0,-0.3,1.0,,,4.0,1.0,3.0,,1.0,,bertrandtraore10,,,,,,,
14723615,home,Sunderland,Wilson Isidor,wilson-isidor,W. Isidor,F,18,184,16825,M,877980,EUR,967248000,F,18,18,False,9.0,5.0,,,0.0,,,5.0,9.0,3.0,3.0,,,,83.0,19.0,6.2,7.0,0.00528283,,3,,-0.11,-0.57,0.0,,,,,,1.0,2.0,3.0,,,3.0,,1.0,1.0,,,0.2877,,-0.54,,,,1.0,,1.0,1.0,,0.2466,,,,,,,,
