match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,captain,stat_penaltyConceded,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss
12530791,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,39.0,19.0,28.0,8.0,0.0,11.0,14.0,8.0,25.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,46.0,7.8,20.0,0.00512738,0,0.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192,199,M,1562294,EUR,1144627200,D,15,15,False,17.0,14.0,1.0,1.0,0.0,10.0,11.0,4.0,7.0,2.0,2.0,1.0,1.0,,,,,,,,,,42.0,26.0,6.5,8.0,0.00176224,0,,Hamza Güreler,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,42.0,38.0,1.0,1.0,0.0,35.0,36.0,3.0,6.0,8.0,11.0,6.0,3.0,,,,,,,,,,90.0,63.0,8.0,6.0,0.00389747,0,,,,1.0,6.0,,5.0,3.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,37.0,29.0,6.0,5.0,0.0,15.0,18.0,14.0,20.0,1.0,5.0,2.0,2.0,,,,,,,,,,90.0,54.0,7.5,14.0,0.0146249,0,,,1.0,,1.0,,,,5.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,False,25.0,20.0,5.0,4.0,0.0,12.0,15.0,8.0,11.0,,4.0,1.0,1.0,,,,,,,,,,72.0,33.0,6.8,6.0,0.0045074,0,,,1.0,,3.0,,3.0,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,31.0,18.0,10.0,4.0,0.0,7.0,10.0,11.0,26.0,2.0,6.0,2.0,9.0,,,,,,,,,,89.0,51.0,6.7,22.0,0.0172626,0,,,5.0,1.0,4.0,2.0,1.0,,,1.0,,3.0,1.0,3.0,2.0,True,1.0,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,13,13,False,36.0,28.0,3.0,3.0,0.0,12.0,14.0,16.0,22.0,3.0,12.0,1.0,8.0,,,,,,,,,,90.0,57.0,7.2,11.0,0.0130995,2,,,,2.0,10.0,,6.0,,2.0,3.0,3.0,1.0,4.0,4.0,2.0,,,,1.0,1.0,0.1165,0.199,,,,,,,,,,
12530791,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,8,8,False,23.0,20.0,3.0,3.0,1.0,9.0,11.0,11.0,13.0,1.0,5.0,3.0,2.0,,,,,,,,,,90.0,45.0,7.1,11.0,0.276948,0,,,1.0,5.0,11.0,2.0,4.0,,,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,2.0,1.0,2.0,,,,,,,
12530791,home,Başakşehir FK,Davidson,davidson,Davidson,M,,177,353,M,814334,EUR,668131200,M,91,91,False,23.0,15.0,2.0,1.0,0.0,6.0,8.0,9.0,15.0,1.0,5.0,5.0,6.0,,,,,,,,,,89.0,42.0,6.9,11.0,0.163648,0,,,,1.0,6.0,1.0,2.0,,1.0,4.0,,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,,,,
12530791,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,False,12.0,8.0,3.0,3.0,0.0,2.0,2.0,6.0,11.0,,1.0,2.0,1.0,,,,,,,,,,90.0,29.0,7.0,11.0,0.120102,4,,,1.0,5.0,12.0,3.0,3.0,1.0,,,,4.0,1.0,2.0,,,,,,2.0,1.0075,0.857,,,,2.0,1.0,,,,,
12530791,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,11,11,False,17.0,13.0,2.0,1.0,0.0,5.0,5.0,8.0,13.0,4.0,10.0,3.0,6.0,,,,,,,,,,90.0,39.0,7.2,11.0,0.0086875,0,,,1.0,3.0,9.0,1.0,1.0,,,,,2.0,4.0,5.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,
12530791,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,True,19.0,14.0,4.0,2.0,0.0,7.0,8.0,7.0,12.0,3.0,3.0,3.0,2.0,,,,,,,,,,48.0,32.0,6.6,10.0,0.00330605,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12530791,home,Başakşehir FK,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,2,2,True,6.0,4.0,3.0,1.0,0.0,2.0,3.0,2.0,3.0,,,3.0,2.0,,,,,,,,,,18.0,9.0,6.5,2.0,0.00065112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,M,42,42,True,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,11.0,4.0,7.4,1.0,0.0546024,1,,,,,,,,,,,,,,,,,,,,1.0,0.3716,0.729,,,,,1.0,,,,,
12530791,home,Başakşehir FK,Matchoi Djaló,matchoi-djalo,M. Djaló,M,17,175,190,M,989599,EUR,1049932800,F,22,22,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,11.0,5.0,6.7,2.0,0.00017312,0,,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12530791,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
