match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_hitWoodwork
14288950,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,21.0,18.0,8.0,5.0,0.0,17.0,18.0,1.0,3.0,11.0,1.0,1.0,5.0,90.0,35.0,7.4,3.0,0.00035872,43.297540491694,7.0,7.77,3.885,0.4865,0,0.6347,0.04,0.0,0.25,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288950,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,,1142585,EUR,1137542400,D,52,52,False,,30.0,23.0,4.0,2.0,0.0,17.0,20.0,6.0,10.0,3.0,,,,90.0,49.0,8.3,11.0,0.0288983,83.438526567359,12.0,56.28,17.115,,1,,0.05,0.2,0.2,,,,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0184,0.0545,17.252773719028,1.0,0.55,,,,,,,,,,,,,,,,,
14288950,home,FC Porto,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,3,3,False,,72.0,67.0,3.0,,0.0,52.0,53.0,15.0,19.0,5.0,,,,90.0,75.0,6.9,6.0,0.009668,211.34768283221,26.0,139.755,23.31,,0,,0.04,0.2,0.14,,,,,1.0,2.0,2.0,,,,,,,1.0,,,1.0,,,26.110300572762,1.0,,2.0,,,,,,,,,,,,,,,,
14288950,home,FC Porto,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,5,5,False,,94.0,88.0,6.0,2.0,0.0,70.0,73.0,18.0,21.0,6.0,,,,90.0,109.0,7.3,6.0,0.0097981,224.91138243484,35.0,82.95,10.185,,1,,0.11,0.13,0.25,,,,,5.0,1.0,5.0,,,,,,,7.0,,,,0.0572,,,,-0.18,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
14288950,home,FC Porto,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,4,4,False,,52.0,39.0,5.0,2.0,0.0,28.0,31.0,11.0,21.0,6.0,,,,90.0,77.0,7.1,18.0,0.0227446,87.025366646387,13.0,0.42000000000001,7.455,,1,,0.14,0.06,0.15,,,,,2.0,4.0,7.0,1.0,,1.0,,,,,5.0,1.0,,0.0264,,,,-0.1,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
14288950,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187,3948,M,,1406639,EUR,1140825600,M,8,8,False,,19.0,12.0,3.0,1.0,0.0,8.0,12.0,4.0,7.0,7.0,,,,82.0,31.0,6.1,12.0,0.00088033,50.285831895199,9.0,27.51,9.555,,2,,-0.16,-0.51,-0.06,,,,1.0,3.0,6.0,3.0,1.0,1.0,,,,,,,,,0.0565,,,,-0.46,1.0,3.0,1.0,,1.0,1.0,3.0,,,,,,,,,,
14288950,home,FC Porto,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,M,13,13,False,,41.0,31.0,2.0,,1.0,18.0,22.0,13.0,19.0,3.0,,,,90.0,53.0,6.7,11.0,0.0290184,100.95941924577,11.0,63.525,16.485,,2,,0.13,0.17,0.0,,,,,3.0,7.0,5.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.2056,,29.902080881387,2.0,-0.27,5.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,
14288950,home,FC Porto,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,,1010505,EUR,1022457600,M,10,10,False,,21.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,12.0,,,,,61.0,36.0,6.6,12.0,0.0857958,80.554549695893,9.0,51.135,21.21,,1,,0.2,0.46,-0.07,,,,6.0,,6.0,,1.0,1.0,2.0,,,,,,,,0.1268,,42.441796080107,2.0,-0.51,,2.0,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,
14288950,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,F,11,11,False,,23.0,17.0,,,1.0,4.0,6.0,13.0,17.0,5.0,,,,76.0,41.0,7.3,12.0,0.086715,72.560289556254,9.0,23.31,21.105,,0,,0.29,0.14,0.16,,,,2.0,1.0,3.0,5.0,,1.0,2.0,1.0,,,2.0,2.0,1.0,1.0,,,26.595918502657,1.0,,,1.0,,,1.0,,3.0,,,2.0,1.0,,,,,,
14288950,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,20.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,16.0,2.0,,,,77.0,37.0,6.9,14.0,0.00822142,43.795713585106,7.0,-2.52,8.715,,2,,-0.36,-0.57,-0.02,,Samuel,Aghehowa,,,4.0,2.0,,1.0,2.0,,2.0,1.0,,,,2.0,0.8116,0.9784,6.8568745795734,1.0,0.31,1.0,1.0,,,,,5.0,1.0,,1.0,,,1.0,,,,
