match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_goals,stat_totalOffside,captain,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11451041,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,False,25.0,17.0,10.0,2.0,16.0,16.0,1.0,9.0,1.0,9.0,1.0,1.0,3.0,1.0,90.0,34.0,5.8,9.0,0.00101819,0,-0.2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451041,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183,1033,M,1110708,EUR,951523200,D,27,27,False,62.0,53.0,5.0,2.0,17.0,19.0,36.0,44.0,2.0,5.0,,,,,90.0,92.0,6.9,16.0,0.0994277,3,,1.0,1.0,4.0,6.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0531,,,,,,,,,,,,,,,,,,,
11451041,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,2,2,False,67.0,56.0,13.0,8.0,34.0,38.0,22.0,29.0,1.0,4.0,,,,,90.0,73.0,7.1,11.0,0.0191582,1,,,4.0,3.0,5.0,1.0,1.0,,1.0,,,,1.0,0.0713,2.0,1.0,1.0,0.0374,,,,,,,,,,,,,,,
11451041,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,38.0,31.0,3.0,,23.0,26.0,8.0,12.0,2.0,3.0,,,,,90.0,42.0,6.1,8.0,0.00221733,1,,,,3.0,,,,,,,,,1.0,0.0235,1.0,,,,1.0,1.0,,,,,,,,,,,,,
11451041,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,D,88,88,False,33.0,29.0,5.0,2.0,10.0,10.0,20.0,26.0,2.0,2.0,,1.0,,,90.0,59.0,7.2,9.0,0.0225379,2,,3.0,,2.0,5.0,2.0,1.0,1.0,,3.0,2.0,1.0,,0.0802,,1.0,1.0,0.0222,1.0,,1.0,1.0,,,,,,,,,,,
11451041,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,36.0,33.0,4.0,3.0,19.0,21.0,14.0,15.0,3.0,8.0,,1.0,,,76.0,57.0,7.7,5.0,0.0172889,1,,,2.0,3.0,8.0,,,1.0,2.0,4.0,4.0,3.0,1.0,0.0149,,,2.0,,1.0,,,2.0,1.0,,,,,,,,,,
11451041,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,10,10,False,52.0,47.0,12.0,10.0,16.0,17.0,31.0,39.0,2.0,6.0,,3.0,,,90.0,73.0,8.3,12.0,0.215515,5,,4.0,1.0,3.0,6.0,3.0,3.0,3.0,1.0,1.0,,1.0,1.0,0.8842,,2.0,,1.3157,2.0,,,3.0,,1.0,,,,,,,,,
11451041,home,Alanyaspor,Oğuz Aydın,,,oguz-aydin,O. Aydın,M,70,183,3374,M,999396,EUR,972604800,M,11,11,False,47.0,36.0,4.0,1.0,10.0,12.0,28.0,39.0,,4.0,,5.0,,,90.0,73.0,6.8,22.0,0.599872,0,,4.0,,8.0,4.0,7.0,3.0,,,,,1.0,,,2.0,,,,2.0,,2.0,5.0,,,1.0,,,,,,,,
11451041,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,False,33.0,31.0,2.0,2.0,14.0,15.0,18.0,20.0,,2.0,,,,,84.0,47.0,7.0,5.0,0.107311,1,,2.0,,4.0,7.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,0.0191,,,,,1.0,,1.0,1.0,2.0,,,True,,,,,,,
11451041,home,Alanyaspor,Pione Sisto,,,pione-sisto,P. Sisto,M,77,171,409,M,287943,EUR,791856000,M,18,18,False,49.0,44.0,3.0,2.0,14.0,16.0,30.0,34.0,,4.0,,1.0,,,90.0,68.0,7.5,10.0,0.286575,2,,1.0,1.0,4.0,10.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0995,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,
