match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_punches,stat_bigChanceMissed
12528269,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,22.0,12.0,12.0,2.0,0.0,12.0,16.0,6.0,8.0,1.0,2.0,4.0,90.0,34.0,7.1,12.0,0.00022921,0,-0.0744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528269,home,Konyaspor,Nikola Boranijašević,nikola-boranijasevic,N. Boranijašević,D,28,180,43,M,150667,EUR,706233600,D,24,24,False,32.0,25.0,8.0,4.0,0.0,18.0,19.0,16.0,5.0,,,,90.0,61.0,7.0,12.0,0.0237415,0,,,,7.0,3.0,1.0,4.0,6.0,2.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12528269,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,23.0,18.0,8.0,4.0,0.0,15.0,15.0,8.0,1.0,,,,90.0,39.0,7.0,5.0,0.00047007,1,,,,3.0,,3.0,3.0,4.0,,,9.0,1.0,1.0,1.0,,3.0,,1.0,1.0,0.242,,,,,,,,,,,,,,
12528269,home,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,20.0,18.0,5.0,5.0,0.0,13.0,14.0,6.0,2.0,,,,90.0,34.0,7.0,3.0,0.00099898,1,,,,5.0,,,1.0,4.0,,,6.0,2.0,1.0,,3.0,1.0,,1.0,,0.0263,1.0,,,,,,,,,,,,,
12528269,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,19.0,12.0,4.0,3.0,1.0,2.0,4.0,20.0,2.0,,,,90.0,48.0,7.7,14.0,0.474006,0,,,,13.0,5.0,,2.0,3.0,,,2.0,2.0,2.0,2.0,,,3.0,,,,2.0,True,3.0,1.0,2.0,1.0,,,,,,,,
12528269,home,Konyaspor,Hamidou Keyta,hamidou-keyta,H. Keyta,F,7,186,642,M,829610,EUR,787622400,M,28,28,False,9.0,6.0,1.0,,0.0,4.0,4.0,7.0,,,,,69.0,29.0,6.5,11.0,0.0329766,2,,,,2.0,2.0,,5.0,4.0,1.0,,1.0,,2.0,,1.0,1.0,,,,0.1406,3.0,,,1.0,3.0,1.0,1.0,1.0,0.1533,,,,,
12528269,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,M,20,20,False,27.0,17.0,6.0,4.0,1.0,12.0,16.0,11.0,6.0,,,,87.0,33.0,7.3,12.0,0.0412636,1,,,,5.0,,1.0,1.0,3.0,,,,,2.0,1.0,,1.0,2.0,1.0,,0.0099,,,,,,,,,,1.0,,,,
12528269,home,Konyaspor,Melih İbrahimoğlu,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,False,4.0,3.0,,,0.0,2.0,3.0,2.0,2.0,,,,69.0,21.0,6.0,9.0,0.00025174,1,,,,1.0,1.0,,7.0,3.0,,4.0,,1.0,2.0,2.0,1.0,2.0,,,1.0,0.0149,2.0,,,,1.0,,,1.0,,,,,,
12528269,home,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,16.0,9.0,1.0,,0.0,3.0,6.0,12.0,4.0,,,,69.0,23.0,6.7,9.0,0.025356,0,,,,7.0,2.0,,3.0,3.0,1.0,1.0,,,,,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
12528269,home,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,F,35,35,False,12.0,11.0,1.0,1.0,0.0,4.0,4.0,9.0,,,,,59.0,14.0,6.8,2.0,0.051295,0,,Ogulcan Ülgün,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,2.0,,,
12528269,home,Konyaspor,Blaž Kramer,blaz-kramer,B. Kramer,F,99,191,607,M,804405,EUR,833587200,F,99,99,False,13.0,6.0,3.0,1.0,0.0,3.0,3.0,11.0,3.0,,,,90.0,20.0,6.9,9.0,0.0790701,1,,,,3.0,1.0,1.0,4.0,4.0,,,,,2.0,1.0,1.0,2.0,,,,0.0157,1.0,,,3.0,1.0,1.0,1.0,,0.0342,,1.0,,,
12528269,home,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,F,10,10,True,4.0,1.0,2.0,,0.0,,,5.0,,,,,31.0,11.0,7.0,7.0,0.00058859,3,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.6377,2.0,,,,1.0,,1.0,2.0,0.7398,,,1.0,,
12528269,home,Konyaspor,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,9,9,True,9.0,7.0,3.0,2.0,0.0,2.0,2.0,7.0,1.0,,,,21.0,13.0,7.5,2.0,0.0189395,2,,,,5.0,,,3.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,,0.2686,,,,1.0,,,1.0,,0.8679,,,1.0,,
