match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_goalAssist,stat_blockedScoringAttempt,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,player_sofascoreId,captain,stat_errorLeadToAGoal,stat_totalOffside
11453122,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,False,25.0,14.0,13.0,3.0,13.0,16.0,1.0,9.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,90.0,37.0,6.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453122,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,27.0,17.0,6.0,1.0,10.0,14.0,7.0,13.0,,6.0,6.0,3.0,2.0,,,,,81.0,54.0,6.8,13.0,0,3.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11453122,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,39.0,35.0,4.0,2.0,28.0,31.0,7.0,8.0,2.0,3.0,6.0,5.0,1.0,,,,,90.0,47.0,6.7,4.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11453122,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187.0,201,M,174377,EUR,620611200,D,4,4,False,43.0,41.0,8.0,6.0,29.0,30.0,12.0,13.0,2.0,3.0,7.0,5.0,,,,,,90.0,55.0,7.1,3.0,0,,2.0,1.0,,,2.0,1.0,1.0,1.0,Lisandro,López,,,,,,,,,,,,,,,
11453122,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,50.0,45.0,5.0,4.0,25.0,28.0,21.0,29.0,,6.0,1.0,5.0,1.0,,,,,90.0,73.0,7.2,14.0,0,,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,,,7.0,1.0,1.0,,,,,,,,,,,,
11453122,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,23.0,17.0,,,9.0,10.0,8.0,21.0,,2.0,,5.0,,,,,,89.0,43.0,7.0,19.0,1,,4.0,,3.0,2.0,,,,3.0,,,8.0,,2.0,1.0,1.0,1.0,,,,,,,,,
11453122,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186.0,181,M,147128,EUR,629596800,M,55,55,False,41.0,34.0,4.0,4.0,21.0,23.0,13.0,18.0,,4.0,,4.0,2.0,,,,,90.0,51.0,7.0,10.0,0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,,,,,1.0,,,,1.0,,,,,,,,
11453122,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182.0,204,M,190171,EUR,796521600,M,8,8,False,40.0,29.0,6.0,3.0,8.0,12.0,21.0,30.0,,3.0,3.0,7.0,2.0,,,,,89.0,60.0,8.0,18.0,2,2.0,8.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
11453122,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,F,15,15,False,31.0,22.0,4.0,2.0,14.0,15.0,8.0,18.0,,4.0,2.0,4.0,1.0,,,,,89.0,46.0,6.7,15.0,1,3.0,6.0,1.0,2.0,1.0,,2.0,1.0,2.0,,,2.0,,2.0,,,,,1.0,,,,,,,
11453122,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000,F,9,9,False,16.0,14.0,1.0,,4.0,6.0,10.0,10.0,,1.0,,4.0,,,,,,81.0,21.0,7.2,5.0,1,4.0,8.0,,3.0,1.0,,,,1.0,,,,,1.0,,,2.0,1.0,,1.0,1.0,,mohamed_shereif19,,,
