match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_penaltyConceded,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_wasFouled,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_penaltyMiss
12499501,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,37.0,20.0,25.0,8.0,0.0,13.0,16.0,7.0,21.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,90.0,50.0,8.2,17.0,0.0513061,1.0,0,-0.1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499501,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,41.0,31.0,3.0,1.0,0.0,16.0,18.0,15.0,23.0,10.0,,,2.0,6.0,,6.0,4.0,,,,,,,90.0,61.0,6.7,14.0,0.00737556,,0,,Arthur Chaves,,1.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
12499501,home,TSG Hoffenheim,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1855,M,879746,EUR,943747200,D,4,4,False,,41.0,33.0,3.0,1.0,0.0,23.0,27.0,10.0,14.0,8.0,,,8.0,8.0,,,,,,,,,,90.0,53.0,6.4,8.0,0.00496346,,0,,,,1.0,8.0,4.0,,,1.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,
12499501,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,7.0,5.0,1.0,,0.0,3.0,3.0,2.0,4.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,30.0,13.0,6.4,3.0,0.00119557,,0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12499501,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,29.0,22.0,4.0,1.0,0.0,7.0,10.0,15.0,24.0,6.0,,,1.0,1.0,,3.0,1.0,,,,,,,90.0,54.0,7.3,12.0,0.0226262,,2,,,,4.0,3.0,5.0,,,,1.0,,,1.0,,5.0,1.0,1.0,1.0,2.0,0.162,0.6881,,,,,,,,,,,
12499501,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,False,,37.0,33.0,,,0.0,23.0,23.0,10.0,14.0,8.0,,,,4.0,,6.0,,,,,,,,77.0,58.0,5.8,12.0,0.00649686,1.0,1,,,,1.0,,10.0,2.0,4.0,,,,3.0,4.0,,,1.0,,,,0.0445,,1.0,2.0,,,,,,,,,
12499501,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,44.0,32.0,6.0,3.0,1.0,14.0,18.0,19.0,27.0,2.0,1.0,,6.0,3.0,,2.0,1.0,,,,,,,90.0,60.0,7.1,13.0,0.366498,2.0,1,,,,1.0,,3.0,,,,3.0,,,1.0,,1.0,,,,,0.0291,,,,1.0,1.0,,,,,,,
12499501,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,17.0,16.0,2.0,2.0,0.0,7.0,7.0,9.0,11.0,2.0,2.0,1.0,2.0,2.0,,1.0,,,,,,,,71.0,34.0,6.9,4.0,0.00642645,1.0,0,,,,,,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12499501,home,TSG Hoffenheim,Bazoumana Touré,bazoumana-toure,B. Touré,M,29,175,3686,M,1568123,EUR,1141257600,F,29,29,False,,18.0,11.0,1.0,1.0,0.0,3.0,5.0,10.0,16.0,5.0,3.0,2.0,,5.0,,2.0,2.0,,,,,,,90.0,35.0,7.2,13.0,0.0943023,,3,,Bazoumana Touré,,2.0,,6.0,1.0,1.0,,,,3.0,1.0,,3.0,2.0,1.0,,2.0,0.2173,0.0663,,1.0,2.0,,,,,,,,
12499501,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,34.0,31.0,,,0.0,12.0,14.0,19.0,20.0,3.0,1.0,1.0,2.0,4.0,,1.0,,,,,,,,90.0,48.0,6.7,8.0,0.0549041,,1,,,,,,4.0,1.0,2.0,,1.0,,2.0,1.0,,,,,,1.0,0.1439,,,1.0,,1.0,andrejkramaric,,,,,,
