match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_shotOffTarget,captain,player_sofascoreId,stat_dispossessed,stat_interceptionWon,stat_goals,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside,stat_outfielderBlock
14025178,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,30.0,21.0,15.0,6.0,0.0,16.0,16.0,5.0,14.0,7.0,1.0,90.0,33.0,5.6,9.0,0.00241849,0.0165,0,-1.4555,0.06,0.01,-0.31,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025178,home,Wolverhampton,Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,12,12,False,87.0,71.0,12.0,5.0,0.0,29.0,30.0,42.0,57.0,9.0,,90.0,118.0,7.5,24.0,0.113687,,3,,0.48,0.13,-0.45,,,,6.0,2.0,1.0,6.0,5.0,15.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,0.1343,0.2029,1.0,-0.19,,,,,,,,,,,,
14025178,home,Wolverhampton,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,1014835,EUR,988761600,D,15,15,False,46.0,43.0,2.0,,0.0,35.0,35.0,8.0,11.0,7.0,,72.0,58.0,6.1,3.0,0.00169369,,2,,0.02,0.07,-0.48,,,,,,2.0,1.0,4.0,7.0,,,,1.0,,1.0,,2.0,,,,4.0,2.0,0.053,0.1818,,-0.34,1.0,,,,,,,,,,,
14025178,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,53.0,49.0,5.0,5.0,0.0,28.0,30.0,21.0,23.0,2.0,,72.0,63.0,6.6,5.0,0.0075862,,0,,0.04,0.11,-0.51,,,,1.0,,,1.0,,5.0,,2.0,2.0,,,2.0,,,,,,2.0,,,,,,,True,,,,,,,,,,
14025178,home,Wolverhampton,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,35.0,27.0,2.0,1.0,0.0,12.0,13.0,15.0,22.0,5.0,,90.0,58.0,6.8,15.0,0.0139315,,0,,-0.29,0.25,-0.07,,,,7.0,2.0,1.0,3.0,2.0,8.0,,2.0,1.0,,,2.0,,4.0,3.0,,1.0,,,,,2.0,,,,,,,,,,,,,
14025178,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,57.0,52.0,3.0,2.0,0.0,22.0,22.0,30.0,35.0,6.0,,90.0,80.0,6.8,10.0,0.107981,,2,,0.33,0.1,-0.19,,,,2.0,2.0,,1.0,7.0,5.0,3.0,1.0,,,2.0,3.0,,4.0,2.0,,2.0,,1.0,0.2294,,,-0.14,,,joaogomes.01,2.0,1.0,,,,,,,
14025178,home,Wolverhampton,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,M,37,37,False,58.0,52.0,5.0,4.0,0.0,28.0,30.0,24.0,28.0,4.0,,90.0,72.0,7.6,9.0,0.0353585,,1,,0.31,0.07,-0.3,,,,,,,1.0,9.0,6.0,2.0,1.0,,1.0,,2.0,,5.0,,,1.0,,5.0,0.6848,0.6072,1.0,0.51,,,,1.0,1.0,1.0,,,,,,
14025178,home,Wolverhampton,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,M,21,21,False,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,,,45.0,20.0,6.6,5.0,0.134225,,1,,0.12,0.09,-0.16,,,,1.0,1.0,,1.0,1.0,4.0,,,,,,1.0,,2.0,2.0,,1.0,1.0,,0.0327,,1.0,-0.18,1.0,,,1.0,,,,,,,,
14025178,home,Wolverhampton,Fer López,fer-lopez,F. López,M,8,186,973,M,1526628,EUR,1085356800,F,28,28,False,23.0,18.0,,,1.0,7.0,9.0,11.0,14.0,2.0,,45.0,37.0,6.9,14.0,0.398766,,0,,0.39,0.13,0.17,,,,2.0,1.0,,,5.0,2.0,,2.0,1.0,,,,,1.0,1.0,,4.0,,1.0,,,2.0,,,,,3.0,,,1.0,,,,,
14025178,home,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,F,27,27,False,13.0,10.0,,,0.0,2.0,3.0,8.0,10.0,2.0,,45.0,22.0,6.3,7.0,0.0378664,,0,,-0.01,0.12,0.0,,,,,,3.0,,6.0,2.0,,3.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,
