match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
11401891,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,44.0,22.0,35.0,13.0,9.0,12.0,13.0,32.0,1.0,15.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,90.0,54.0,8.1,22.0,0.0,0.0,0.00653895,0,1.5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,21.0,17.0,4.0,1.0,13.0,16.0,4.0,5.0,1.0,7.0,,,,,,,,90.0,41.0,6.2,7.0,0.0,0.0,0.00289222,0,,2.0,6.0,7.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188,217,M,41495,EUR,673747200,D,3,3,False,19.0,16.0,5.0,3.0,10.0,11.0,6.0,8.0,4.0,3.0,,,,,,,,90.0,34.0,6.5,4.0,0.0,0.0,0.00280099,0,,4.0,6.0,1.0,,,,1.0,1.0,,,,3.0,True,3.0,,,,,,,,,,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Tijs Velthuis,tijs-velthuis,T. Velthuis,D,5,190,110,M,961674,EUR,1010793600,D,4,4,False,28.0,22.0,4.0,1.0,17.0,20.0,6.0,9.0,7.0,3.0,,,,,,,,90.0,45.0,6.4,8.0,0.0,0.0,0.0150553,0,,2.0,3.0,5.0,,,,2.0,2.0,1.0,,1.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,16.0,13.0,4.0,2.0,10.0,12.0,4.0,6.0,6.0,7.0,,,,,,,,90.0,42.0,6.3,11.0,0.0,0.0,0.0322232,0,,,6.0,6.0,2.0,,,,4.0,3.0,,1.0,2.0,,1.0,,,2.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,13028,EUR,558489600,M,6,6,False,21.0,12.0,2.0,,6.0,9.0,6.0,12.0,1.0,6.0,,,,,,,,64.0,29.0,6.2,10.0,0.0207,0.0,0.0999933,1,,,5.0,4.0,1.0,2.0,1.0,,,,,2.0,3.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,20.0,17.0,,,8.0,8.0,9.0,13.0,2.0,6.0,,,,,,,,90.0,37.0,7.0,6.0,0.0,0.0,0.12122,0,,,1.0,3.0,,,,2.0,2.0,1.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,7,7,False,16.0,11.0,1.0,1.0,7.0,10.0,6.0,8.0,1.0,4.0,,,,,,,,73.0,29.0,6.9,7.0,0.0267,0.0,0.176427,1,,2.0,3.0,3.0,1.0,,,1.0,,,,3.0,,,,,,2.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,,
11401891,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,21.0,17.0,4.0,3.0,7.0,8.0,10.0,14.0,,6.0,,,,,,,,87.0,32.0,6.7,7.0,0.1231,0.0,0.047338,2,,1.0,4.0,5.0,,,,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
11401891,home,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,M,11,11,False,16.0,11.0,6.0,3.0,5.0,7.0,6.0,13.0,,5.0,,,,,,,,73.0,31.0,6.6,16.0,0.096,0.0,0.0130001,1,,1.0,4.0,1.0,1.0,,,,1.0,,,,1.0,,,Camiel Neghli,,4.0,,,1.0,5.0,,,1.0,,,,,,,,,,
