match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_totalOffside
12624384,home,Damac FC,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,1,1,False,39.0,18.0,33.0,12.0,0.0,11.0,15.0,7.0,24.0,1.0,1.0,4.0,11.0,4.0,4.0,1.0,2.0,2.0,90.0,52.0,7.2,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624384,home,Damac FC,Alhwsawi Sanousi Mohammed,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,172.0,20,M,1085415,EUR,902707200,D,12,12,False,21.0,16.0,3.0,1.0,0.0,8.0,8.0,9.0,16.0,1.0,3.0,4.0,3.0,,,,,,90.0,50.0,7.1,14.0,1,Alhwsawi Sanousi Mohammed,,12,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
12624384,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,182.0,329,M,880083,EUR,646099200,D,15,15,False,28.0,24.0,8.0,5.0,0.0,20.0,21.0,4.0,7.0,,1.0,4.0,2.0,,,,,,90.0,37.0,6.7,5.0,1,,,5,,,2.0,5.0,,,,1.0,,,1.0,3.0,,True,1.0,1.0,1.0,,,,,,,,,
12624384,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,185.0,1163,M,906407,EUR,702172800,D,3,3,False,24.0,19.0,7.0,3.0,0.0,15.0,16.0,4.0,8.0,2.0,5.0,6.0,7.0,,,,,,89.0,39.0,6.9,6.0,0,,,3,,,2.0,3.0,,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
12624384,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,170.0,42,M,1214301,EUR,957571200,D,20,20,False,17.0,13.0,1.0,,0.0,5.0,5.0,8.0,12.0,,2.0,1.0,,,,,,,51.0,28.0,5.9,5.0,0,Dhari Al-Enezi,,20,,,,4.0,1.0,,,1.0,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,
12624384,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,165.0,561,M,560168,EUR,593654400,M,8,8,False,31.0,27.0,8.0,7.0,0.0,14.0,15.0,13.0,16.0,,2.0,2.0,1.0,,,,,,89.0,39.0,6.5,6.0,0,,,8,,,1.0,6.0,1.0,,,,,,,3.0,,,,,1.0,,2.0,1.0,,,,,,
12624384,home,Damac FC,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,172.0,54,M,1217924,EUR,1057536000,M,6,6,False,23.0,19.0,1.0,,0.0,7.0,9.0,12.0,15.0,,3.0,,3.0,,,,,,69.0,32.0,6.7,7.0,1,,,6,1.0,,,4.0,1.0,,,,2.0,,,2.0,2.0,,,,,,2.0,1.0,1.0,,,,,
12624384,home,Damac FC,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,174.0,33,M,1095802,EUR,979171200,M,90,90,False,17.0,10.0,1.0,1.0,0.0,4.0,8.0,6.0,10.0,2.0,5.0,,2.0,,,,,,69.0,25.0,6.9,8.0,1,Hazzaa Ahmed Al-Ghamdi,,90,1.0,,2.0,2.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,2.0,,,,,,
12624384,home,Damac FC,François Kamano,francois-kamano,F. Kamano,M,182.0,1456,M,580800,EUR,830995200,M,11,11,False,13.0,11.0,1.0,,0.0,5.0,5.0,6.0,8.0,,,,1.0,,,,,,54.0,20.0,6.9,5.0,4,,,45,,,,3.0,,3.0,,,,,1.0,1.0,1.0,,,,,,2.0,,1.0,1.0,1.0,,,
12624384,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,172.0,2369,M,342909,EUR,792633600,M,10,10,False,30.0,28.0,5.0,5.0,0.0,7.0,7.0,22.0,31.0,2.0,10.0,,3.0,,,,,,90.0,65.0,7.7,19.0,3,,,11,8.0,1.0,,5.0,5.0,1.0,,,,,3.0,,2.0,,,1.0,5.0,,3.0,3.0,2.0,,,,,
