match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12448364,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,True,31.0,28.0,7.0,4.0,0.0,25.0,25.0,3.0,6.0,1.0,13.0,1.0,3.0,4.0,1.0,90.0,44.0,7.4,3.0,0.00255114,0,-0.0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Boyd Reith,boyd-reith,B. Reith,D,2,175,53,M,825836,EUR,925862400,D,2,2,False,,58.0,45.0,7.0,5.0,0.0,21.0,29.0,27.0,39.0,4.0,4.0,,,,,90.0,99.0,7.6,28.0,0.0692898,0,,,,10.0,3.0,1.0,3.0,5.0,10.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Teo Quintero,teo-quintero,T. Q. León,D,5,188,438,M,966299,EUR,920332800,D,3,3,False,,54.0,50.0,5.0,3.0,0.0,34.0,34.0,16.0,20.0,4.0,2.0,,,,,90.0,68.0,7.7,5.0,0.011824,2,,,,,,2.0,4.0,6.0,5.0,1.0,,,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,2.0,0.1364,0.0429,,,,,,,,,
12448364,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,,67.0,60.0,15.0,12.0,0.0,42.0,45.0,18.0,22.0,2.0,4.0,,,,,90.0,75.0,7.2,7.0,0.00978275,2,,,,,,1.0,2.0,1.0,4.0,,,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,,,0.3217,,1.0,,,,,,,,
12448364,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,,46.0,35.0,7.0,5.0,0.0,21.0,25.0,15.0,25.0,3.0,4.0,,,,,90.0,67.0,6.8,18.0,0.0511312,0,,,,4.0,1.0,,2.0,2.0,4.0,,,,,,2.0,1.0,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,
12448364,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,6,6,False,,55.0,47.0,3.0,1.0,1.0,14.0,14.0,36.0,48.0,3.0,6.0,,,,,89.0,75.0,7.8,14.0,0.204744,0,,,,7.0,3.0,1.0,,2.0,4.0,,,,2.0,,4.0,2.0,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,,43.0,37.0,1.0,,0.0,19.0,21.0,18.0,22.0,,5.0,,,,,61.0,54.0,7.0,7.0,0.0503421,1,,,,,,,1.0,3.0,7.0,2.0,2.0,,,,4.0,3.0,1.0,,1.0,1.0,1.0,,,,0.0717,,,2.0,,,,,,,
12448364,home,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,M,7,7,False,,54.0,37.0,5.0,,0.0,12.0,14.0,27.0,46.0,1.0,7.0,,,,,90.0,78.0,7.1,28.0,0.213937,2,,Camiel Neghli,,6.0,2.0,,,5.0,3.0,3.0,2.0,,1.0,,1.0,1.0,2.0,,1.0,2.0,2.0,,,,0.0454,,,1.0,2.0,,,,,,
12448364,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,,18.0,14.0,3.0,2.0,0.0,4.0,5.0,10.0,16.0,2.0,5.0,,,,,90.0,37.0,7.4,10.0,0.0644976,3,,,,3.0,,1.0,3.0,3.0,6.0,1.0,,,,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,,,0.3662,,,,,1.0,,,,,
12448364,home,Sparta Rotterdam,Mohamed Nassoh,mohamed-nassoh,M. Nassoh,M,10,186,724,M,1088895,EUR,1043539200,M,11,11,False,,25.0,21.0,,,0.0,8.0,8.0,16.0,22.0,1.0,4.0,,,,,77.0,43.0,7.3,12.0,0.337047,4,,Mohamed Nassoh,,5.0,3.0,,1.0,2.0,3.0,1.0,,,,,1.0,1.0,4.0,1.0,1.0,,1.0,2.0,,,0.1592,0.18,,,,1.0,,,,,
12448364,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,,18.0,12.0,,,0.0,3.0,4.0,9.0,14.0,2.0,1.0,,,,,90.0,27.0,7.3,8.0,0.441394,2,,,,,,6.0,4.0,7.0,6.0,,,,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,0.0771,0.0415,,,1.0,,1.0,1.0,,,
12448364,home,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,14,14,True,,15.0,13.0,,,0.0,2.0,2.0,11.0,13.0,1.0,,,,,,29.0,21.0,6.9,3.0,0.0114867,1,,Metinho,,,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,0.1378,0.0669,,,1.0,,,,,,
12448364,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,F,17,17,True,,6.0,3.0,2.0,,0.0,2.0,3.0,1.0,4.0,,,,,,,13.0,13.0,6.6,6.0,0.00029686,2,,,,1.0,,,,3.0,2.0,3.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,0.1181,0.0391,,,,,,,,,
12448364,home,Sparta Rotterdam,Julian Baas,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,16,16,True,,6.0,5.0,,,0.0,1.0,1.0,5.0,6.0,,,,,,,1.0,12.0,,1.0,0.0523646,0,,,,1.0,1.0,,,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Kaylen Reitmaier,kaylen-reitmaier,K. Reitmaier,G,,197,12,M,1508529,EUR,1081123200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,Kaylen Reitmaier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Mike Kleijn,kleijn-mike,M. Kleijn,D,15,175,123,M,1193084,EUR,1107907200,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Marvin Young,marvin-young,M. Young,D,3,182,187,M,1648759,EUR,1128211200,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,Marvin,Young ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,Rick Meijssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,13028,EUR,558489600,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,Charles-Andreas,Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448364,away,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,False,,40.0,19.0,32.0,12.0,0.0,12.0,14.0,7.0,26.0,4.0,9.0,3.0,1.0,5.0,1.0,90.0,59.0,7.6,22.0,0.00225648,0,-0.6296,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
12448364,away,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,True,40.0,27.0,9.0,3.0,1.0,13.0,15.0,15.0,29.0,2.0,6.0,,,,,90.0,60.0,7.3,20.0,0.890316,1,,,,4.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,0.0154,,,,1.0,,1.0,,,,
