match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,confirmed,injury
13472668,FT,8.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
13472668,,8.0,0.0,,81,,,10,,,goal,penalty,321287083.0,True,penalty,795291.0,Bruno Henrique,,
13472668,,,,,78,,,13,,,varDecision,,35684.0,True,penaltyNotAwarded,840451.0,Luiz Araújo,False,
13472668,,,,,70,,,21,,,substitution,,124340145.0,True,regular,,,,False
13472668,,,,,67,,,24,,,substitution,,124340133.0,False,regular,,,,False
13472668,,,,,67,,,24,,,substitution,,124340129.0,False,regular,,,,False
13472668,,,,,63,,,28,,,substitution,,124340105.0,True,regular,,,,False
13472668,,,,,63,,,28,,,substitution,,124340104.0,True,regular,,,,False
13472668,,,,,60,,,31,,,substitution,,124340098.0,False,regular,,,,False
13472668,,,,,60,,,31,,,substitution,,124340099.0,False,regular,,,,False
13472668,,7.0,0.0,,59,,,32,,,goal,,321286693.0,True,regular,840219.0,Pedro,,
13472668,,6.0,0.0,,54,,,37,,,goal,,321286465.0,True,regular,840451.0,Luiz Araújo,,
13472668,,5.0,0.0,,50,,,41,,,goal,,321286446.0,True,regular,874705.0,Samuel Lino,,
13472668,,4.0,0.0,,47,,,44,,,goal,,321286427.0,True,regular,840219.0,Pedro,,
13472668,,,,,46,,,45,,,substitution,,124340086.0,True,regular,,,,False
13472668,HT,3.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
13472668,,3.0,0.0,,34,,,12,,,goal,,321285490.0,True,regular,333587.0,Giorgian De Arrascaeta,,
13472668,,,,,24,,,22,,,substitution,,124340024.0,True,injury,,,,True
13472668,,2.0,0.0,,3,,,43,,,goal,,321284523.0,True,regular,840219.0,Pedro,,
13472668,,1.0,0.0,,2,,,44,,,goal,,321284517.0,True,regular,874705.0,Samuel Lino,,
