match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_totalClearance,stat_fouls,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_aerialLost,captain,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded,stat_errorLeadToAShot,stat_totalOffside
13472668,home,Flamengo,Pedro,pedro,Pedro,F,9,186,57455,M,pedroguilherme,840219,EUR,866764800,F,9,9,False,19.0,16.0,,,1.0,4.0,4.0,1.0,,,,,90.0,45.0,10.0,0.122364,7,,,,12.0,15.0,1.0,,8.0,2.0,3.0,4.0,1.0,,,,13.0,4.0,,2.0,,,2.0,1.5485,2.0,1.0,4.0,4.0,2.1315,1.0,,1.0,3.0,,,,,,,,,,
13472668,home,Flamengo,Matías Viña,matias-vina,M. Viña,D,17,180,7057,M,matiasv17,875295,EUR,879033600,D,17,17,True,55.0,53.0,1.0,1.0,0.0,16.0,17.0,2.0,,,,,66.0,68.0,6.8,0.0589786,0,,,,37.0,38.0,1.0,1.0,5.0,3.0,2.0,1.0,,2.0,1.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Luiz Araújo,luiz-araujo,L. Araújo,M,7,175,16511,M,l_araujo11ofi,840451,EUR,833673600,F,7,7,True,17.0,15.0,1.0,1.0,0.0,3.0,3.0,1.0,,,,,45.0,20.0,7.5,0.015545,2,,,,12.0,14.0,1.0,,1.0,,,,,,,,3.0,,,,,,,0.4815,,1.0,1.0,,0.4585,1.0,,,1.0,,1.0,,,,,,,,
13472668,home,Flamengo,Jorge Carrascal,jorge-carrascal,J. Carrascal,M,15,179,14876,M,,590392,EUR,896054400,M,15,15,True,22.0,20.0,,,0.0,5.0,5.0,2.0,,,,,27.0,31.0,6.7,0.0381943,0,,,,15.0,17.0,2.0,1.0,3.0,2.0,1.0,1.0,,2.0,2.0,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Bruno Henrique,bruno-henrique,B. Henrique,F,27,184,33811,M,B.henrique,795291,EUR,662515200,F,27,27,True,18.0,16.0,,,0.0,3.0,3.0,1.0,,,,,27.0,30.0,7.0,0.0539838,1,,,,13.0,15.0,,,5.0,2.0,4.0,,,1.0,1.0,1.0,8.0,,,1.0,,,,0.7884,,,1.0,2.0,0.7997,,,,1.0,,,,,,,,,,
13472668,home,Flamengo,Nicolás de la Cruz,nicolas-de-la-cruz,N. de la Cruz,M,18,167,16989,M,nicodelacruz10,877513,EUR,865123200,M,18,18,True,42.0,40.0,2.0,2.0,0.0,15.0,16.0,,,,,,20.0,42.0,6.8,0.0116167,0,,,,25.0,26.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Matheus Cunha,matheus-cunha,M. Cunha,G,25,193,4946,M,,1105835,EUR,990662400,G,25,25,True,,,,,,,,,,,,,,,,,0,,Matheus Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Emerson Royal,emerson-royal,E. Royal,D,,183,10094,M,emerson_royal,856123,EUR,916272000,D,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Danilo,danilo,Danilo,D,13,184,15246,M,Danilo,124992,EUR,679536000,D,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Everton,everton,Everton,M,11,174,12386,M,Evertons,386198,EUR,827452800,F,11,11,True,,,,,,,,,,,,,,,,,0,,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Allan,allan,Allan,M,29,172,5267,M,,828839,EUR,857347200,M,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Evertton Araujo,evertton,E. Araujo,M,52,185,4689,M,,1145106,EUR,1046390400,M,52,52,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,home,Flamengo,Wallace Yan,wallace,Wallace,F,64,182,6393,M,,1466084,EUR,1107820800,F,64,64,True,,,,,,,,,,,,,,,,,0,,Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,,982558,EUR,902534400,G,1,1,False,23.0,12.0,14.0,4.0,0.0,9.0,12.0,5.0,1.0,2.0,,,90.0,27.0,4.2,0.00117593,0,-3.7497,,,3.0,11.0,,,,,,,,,,,11.0,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,
13472668,away,Vitória,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,,934801,EUR,847584000,D,22,22,False,23.0,22.0,2.0,2.0,0.0,14.0,15.0,1.0,,,,,90.0,44.0,5.5,0.00601586,0,,,,8.0,8.0,2.0,,3.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,7.0,,4.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
13472668,away,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,,905450,EUR,957225600,D,5,5,False,43.0,37.0,5.0,1.0,0.0,30.0,32.0,1.0,,,,,90.0,62.0,6.5,0.00214927,0,,,,7.0,11.0,,,3.0,4.0,,,,4.0,4.0,,6.0,,9.0,,,3.0,,,,,,,,,True,,,,,,,,1.0,3.0,,,
13472668,away,Vitória,Zé Marcos,ze-marcos,Z. Marcos,D,3,188,355,M,,901700,EUR,886291200,D,3,3,False,34.0,30.0,4.0,1.0,0.0,26.0,26.0,,,,,,90.0,43.0,5.8,0.00159118,1,,,,4.0,8.0,,,,2.0,,,1.0,1.0,1.0,,5.0,,3.0,,1.0,,,0.0727,,1.0,,,,,,,,,,,,,,2.0,,,
13472668,away,Vitória,Ramon,ramon,Ramon,D,13,176,862,M,,980761,EUR,984441600,D,13,13,False,30.0,24.0,2.0,1.0,0.0,19.0,23.0,4.0,,,,,90.0,45.0,5.5,0.0145501,0,,,,5.0,7.0,1.0,1.0,,5.0,,,3.0,3.0,2.0,1.0,8.0,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,
13472668,away,Vitória,Pepê,pepe,Pepê,M,6,183,730,M,,946945,EUR,884044800,M,6,6,False,29.0,25.0,2.0,2.0,0.0,14.0,17.0,7.0,,,,,90.0,41.0,6.9,0.0201738,0,,,,11.0,12.0,1.0,,1.0,9.0,,2.0,,5.0,4.0,2.0,6.0,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
13472668,away,Vitória,Wendell dos Santos Sacramento,wendell-sacramento,W. Sacramento,F,41,176,75,M,,1835894,EUR,1125446400,M,41,41,False,23.0,19.0,1.0,1.0,0.0,10.0,12.0,3.0,,,,,67.0,33.0,5.8,0.00650937,0,,Wendell Sacramento,,9.0,11.0,,,1.0,3.0,1.0,,3.0,1.0,1.0,2.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,
13472668,away,Vitória,Erick,erick,Erick,F,33,173,1390,M,,895650,EUR,881712000,M,33,33,False,21.0,15.0,3.0,,0.0,7.0,8.0,3.0,,,,,60.0,30.0,6.1,0.00840306,0,,,,8.0,13.0,,,2.0,4.0,1.0,1.0,1.0,,,3.0,8.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
13472668,away,Vitória,Ronald,ronald,Ronald,M,8,171,426,M,,931521,EUR,866592000,M,8,8,False,14.0,13.0,1.0,1.0,0.0,4.0,5.0,1.0,,,,,60.0,29.0,6.3,0.0107567,1,,,,9.0,9.0,,,3.0,6.0,2.0,1.0,1.0,,,5.0,4.0,,,1.0,,,,0.0587,1.0,,1.0,1.0,0.0576,,,,,,,,,,,,,,
13472668,away,Vitória,Aitor Cantalapiedra,aitor-cantalapiedra,A. Cantalapiedra,F,17,178,882,M,,823831,EUR,823910400,M,17,17,False,10.0,9.0,1.0,,0.0,4.0,4.0,3.0,,,,,67.0,19.0,6.1,0.10826,0,,,,5.0,6.0,4.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
13472668,away,Vitória,Renato Kayzer,renato-kayzer,R. Kayzer,F,79,178,1333,M,,814723,EUR,824515200,F,79,79,False,20.0,16.0,2.0,1.0,0.0,10.0,11.0,2.0,,,,,90.0,34.0,6.5,0.00174612,0,,,,6.0,9.0,1.0,,3.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,9.0,,3.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0
13472668,away,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170,559,M,,90468,EUR,545097600,F,11,11,True,6.0,6.0,,,0.0,3.0,3.0,,,,,,30.0,8.0,6.5,0.00675209,0,,,,3.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
13472668,away,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,,295167,EUR,737510400,M,29,29,True,6.0,5.0,,,0.0,4.0,5.0,1.0,,,,,30.0,8.0,6.5,0.00039363,0,,,,1.0,1.0,,,2.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
13472668,away,Vitória,Edu,edu,Edu,D,43,188,302,M,,989715,EUR,961113600,D,43,43,True,7.0,4.0,1.0,,0.0,3.0,5.0,1.0,,,,,23.0,21.0,6.7,0.00020671,0,,,,1.0,2.0,,,1.0,4.0,1.0,,1.0,3.0,2.0,1.0,6.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
13472668,away,Vitória,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176,231,M,,870943,EUR,762307200,M,28,28,True,5.0,4.0,,,0.0,3.0,3.0,,,,,,23.0,8.0,6.5,0.00185261,0,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Alexandre Fintelman,alexandre-fintelman,A. Fintelman,G,35,194,183,M,,1017274,EUR,995587200,G,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Thiago Couto,thiago-couto,T. Couto,G,12,188,418,M,,871291,EUR,922406400,G,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Andrei,andrei,Andrei,D,53,201,8,,,1972972,EUR,1114819200,D,53,53,True,,,,,,,,,,,,,,,,,0,,Andrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Felipe Cardoso,felipe-cardoso,F. Cardoso,M,76,178,250,M,,1652635,EUR,1046736000,F,76,76,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Rúben Rodrigues,ruben-rodrigues,R. Rodrigues,M,20,181,252,M,,946563,EUR,838857600,F,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Maykon Jesus,maykon,M. Jesus,M,66,181,193,M,,1836781,EUR,1133913600,D,66,66,True,,,,,,,,,,,,,,,,,0,,Maykon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Edenilson Santos Nascimento Filho,edenilson,Edenílson,M,26,180,81,M,,1652651,EUR,1118966400,M,26,26,True,,,,,,,,,,,,,,,,,0,,Edenilson,Santos Nascimento Filho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472668,away,Vitória,Fabrício Santos,fabricio-santos,F. Santos,F,23,186,460,M,,975351,EUR,970963200,F,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
