match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_lastName,stat_challengeLost,stat_lastManTackle,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_outfielderBlock,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,captain,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_errorLeadToAShot,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals
14773718,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193,807,M,79413,EUR,561945600,G,82,82,False,38.0,14.0,32.0,8.0,0.0,7.0,13.0,7.0,25.0,1.0,1.0,1.0,13.0,1.0,2.0,1.0,1.0,1.0,90.0,47.0,6.1,24.0,0.00536044,33.715431628073,6.0,5.4053332011142,0.0,-0.0012,0,-0.0496,0.07,-0.03,-0.01,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773718,home,Al-Riyadh,Osama Al-Boardi,osama-al-boardi,O. Al-Boardi,D,7,166,9,M,1914902,EUR,923616000,D,7,7,False,16.0,10.0,1.0,,0.0,5.0,7.0,5.0,9.0,,9.0,1.0,2.0,,,,,,87.0,33.0,7.2,6.0,0.00357117,69.770719816072,8.0,26.85246432197,0.0,,0,,0.04,0.09,0.17,,Osama Al-Boardi,1.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14773718,home,Al-Riyadh,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,23,184,21,M,1048753,EUR,1019088000,D,23,23,False,25.0,21.0,9.0,5.0,0.0,16.0,17.0,5.0,8.0,,3.0,2.0,2.0,,,,,,90.0,37.0,6.9,7.0,0.00725161,79.898883062418,10.0,25.868247969959,0.0,,0,,0.11,0.01,0.43,,Mohammed Alkhaibari,1.0,4.0,1.0,,,3.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14773718,home,Al-Riyadh,Sergio González,sergio-gonzalez,S. González,D,4,186,273,M,377234,EUR,703728000,D,4,4,False,26.0,25.0,1.0,1.0,0.0,21.0,21.0,4.0,5.0,1.0,1.0,3.0,4.0,,,,,,90.0,32.0,6.3,2.0,0.00962255,68.577108350415,11.0,27.186804495925,0.0,,2,,-0.04,0.0,-0.16,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,1.0,0.4036,-0.42,,,,,,,,,,,,,,,,
14773718,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190,128,M,369544,EUR,736992000,D,5,5,False,43.0,31.0,8.0,3.0,0.0,16.0,19.0,15.0,24.0,1.0,2.0,4.0,5.0,,,,,,90.0,57.0,6.7,16.0,0.0103809,210.06263384972,21.0,141.13477204702,3.0,,1,,-0.06,0.45,0.29,,,4.0,6.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,0.0854,0.01,1.0,26.402100296779,53.273615717009,,,,,,,,,,,,,
14773718,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174,142,M,1519328,EUR,864259200,D,80,80,False,20.0,16.0,3.0,2.0,0.0,9.0,12.0,7.0,8.0,,7.0,1.0,5.0,,,,,,65.0,41.0,6.9,8.0,0.0112556,126.82517216033,14.0,33.901460829685,2.0,,0,,-0.01,0.16,-0.16,,Abdulelah Al Khaibari,1.0,2.0,2.0,2.0,,2.0,,3.0,,1.0,,,,,,1.0,,,,22.708672763085,41.210713487059,True,1.0,,,,,,,,,,,
14773718,home,Al-Riyadh,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,162,M,892808,EUR,894499200,M,19,19,False,12.0,9.0,1.0,,0.0,3.0,3.0,6.0,9.0,,,1.0,4.0,,,,,,65.0,20.0,6.1,5.0,0.00554164,112.07784594916,7.0,88.853345918972,4.0,,1,,-0.06,0.16,-0.05,,,,5.0,1.0,,,,,,,1.0,,2.0,,,,,0.0168,-0.04,,27.926398213538,94.00970832122,,,1.0,1.0,,,,,,,,,
14773718,home,Al-Riyadh,Ahmed Al Siyahi,ahmed-al-siyahi,A. A. Siyahi,D,35,183,7,M,2449685,EUR,1108857600,M,35,35,False,10.0,9.0,,,0.0,7.0,8.0,2.0,2.0,,3.0,,2.0,,,,,,87.0,19.0,7.0,1.0,0.00041,25.219423241457,3.0,-5.5712687060815,0.0,,0,,-0.07,-0.03,0.38,,Ahmed Al Siyahi,,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,
14773718,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165,386,M,1089231,EUR,726969600,M,20,20,False,31.0,21.0,2.0,1.0,0.0,8.0,12.0,13.0,19.0,,3.0,,4.0,,,,,,90.0,50.0,6.1,24.0,0.244073,110.60133869736,15.0,-31.290571084707,0.0,,0,,0.13,0.0,-0.27,,,1.0,5.0,3.0,1.0,,,,2.0,,1.0,,1.0,2.0,,,4.0,,,,,,,9.0,,,1.0,1.0,2.0,,,,,,
14773718,home,Al-Riyadh,Teddy Okou,teddy-okou,T. Okou,M,10,165,622,M,878821,EUR,895190400,F,10,10,False,17.0,13.0,2.0,,0.0,4.0,4.0,9.0,13.0,,4.0,,5.0,,,,,,90.0,33.0,6.6,13.0,0.323646,131.66557426992,11.0,37.742357031757,1.0,,0,,0.19,-0.13,-0.01,,,1.0,5.0,2.0,1.0,,1.0,1.0,2.0,,,,1.0,2.0,,,3.0,,,,31.76566333298,32.638624741248,,4.0,2.0,,2.0,,2.0,,,,,,
