match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_goalAssist,stat_wasFouled,stat_totalContest,stat_wonContest,stat_totalOffside,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal
11406767,home,Genoa,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,1,1,False,45.0,32.0,24.0,11.0,25.0,28.0,7.0,17.0,4.0,5.0,1.0,3.0,1.0,1.0,90.0,50.0,7.1,13.0,0.00201371,0,0.2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406767,home,Genoa,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186,344,M,807295,EUR,905731200,D,14,14,False,51.0,43.0,8.0,5.0,25.0,27.0,19.0,26.0,3.0,4.0,,,,,90.0,65.0,7.4,10.0,0.098704,1,,2.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0289,2.0,,,,,,,,,,,,,,,,,,,,
11406767,home,Genoa,Koni De Winter,de-winter-koni,K. De Winter,D,5,191,3255,M,1001828,EUR,1023840000,D,4,4,False,81.0,75.0,2.0,2.0,52.0,56.0,23.0,25.0,3.0,3.0,,,,,90.0,87.0,7.2,7.0,0.0128057,2,,,,2.0,3.0,3.0,3.0,2.0,,,,1.0,,0.1075,,,,1.0,,,,,,,,,,,,,,,,,
11406767,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185,4788,M,889785,EUR,909014400,D,22,22,False,65.0,53.0,6.0,3.0,37.0,43.0,16.0,24.0,4.0,7.0,,,,,73.0,84.0,7.8,15.0,0.0558646,0,,2.0,,2.0,4.0,4.0,9.0,,2.0,3.0,2.0,1.0,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
11406767,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,M,20,20,False,17.0,13.0,2.0,,5.0,8.0,9.0,10.0,1.0,1.0,,,,,64.0,30.0,7.0,5.0,0.0817152,0,,1.0,1.0,,,,3.0,,,,,,,,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11406767,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,697,M,280991,EUR,831254400,M,2,2,False,34.0,17.0,2.0,,4.0,7.0,14.0,28.0,1.0,2.0,,,,,90.0,49.0,7.9,21.0,0.0559556,2,,1.0,1.0,6.0,11.0,7.0,13.0,,,2.0,2.0,3.0,1.0,0.1046,1.0,,,,,1.0,,,,1.0,2.0,1.0,0.3854,,,,,,,,
11406767,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186,902,M,39482,EUR,604368000,M,47,47,False,68.0,62.0,4.0,2.0,29.0,29.0,33.0,39.0,,8.0,,,,,73.0,82.0,6.9,12.0,0.0387195,1,,,,,,3.0,2.0,1.0,3.0,1.0,,3.0,,0.0116,,,,1.0,,1.0,2.0,,,,,,,True,,,,,,,
11406767,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,59.0,48.0,2.0,,22.0,25.0,26.0,34.0,,5.0,,,,,90.0,77.0,8.4,14.0,0.0342628,1,,,,2.0,,8.0,6.0,,2.0,6.0,4.0,,3.0,0.0569,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.5604,,1.0,,,,,,
11406767,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,M,3,3,False,35.0,31.0,3.0,2.0,16.0,18.0,16.0,22.0,,3.0,,,,,64.0,46.0,6.6,10.0,0.0607134,1,,5.0,1.0,1.0,,4.0,,,,,,2.0,1.0,0.0516,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,
11406767,home,Genoa,Albert Guðmundsson,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,804909,EUR,866332800,F,11,11,False,40.0,34.0,1.0,1.0,13.0,15.0,22.0,28.0,,5.0,,,,,78.0,50.0,7.3,11.0,0.114022,1,,3.0,1.0,,,4.0,,,1.0,,,1.0,,0.625,1.0,,,2.0,,,,,1.0,2.0,1.0,1.0,0.9055,,,,,,,,
