match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_hitWoodwork
11391453,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,True,37.0,30.0,20.0,13.0,23.0,23.0,7.0,14.0,1.0,3.0,2.0,2.0,1.0,90.0,42.0,7.2,8.0,0.0172706,0,-0.0699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,2,2,False,,28.0,20.0,5.0,3.0,12.0,17.0,9.0,14.0,1.0,8.0,,,,75.0,55.0,7.0,15.0,0.0489625,2,,,,3.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,0.2161,0.2828,1.0,,,,,,,,,,,,,,
11391453,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,,60.0,49.0,14.0,8.0,37.0,41.0,12.0,19.0,3.0,8.0,,,,90.0,71.0,7.2,12.0,0.00649264,1,,,,,,5.0,2.0,6.0,,,,,1.0,1.0,,1.0,1.0,0.0857,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11391453,home,RC Strasbourg,Abakar Sylla,abakar-sylla,A. Sylla,D,4,188,887,M,1170197,EUR,1040774400,D,24,24,False,,49.0,36.0,8.0,4.0,31.0,41.0,5.0,8.0,3.0,4.0,,,,90.0,60.0,7.2,14.0,0.00139156,1,,Abakar Sylla,,,,,5.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,3.0,0.2065,0.3185,,1.0,,,1.0,1.0,,,,,,,,,
11391453,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180,116,M,153218,EUR,701395200,D,3,3,False,,27.0,22.0,5.0,4.0,15.0,18.0,9.0,17.0,2.0,6.0,,,,90.0,47.0,7.8,12.0,0.110253,0,,,,8.0,2.0,2.0,3.0,3.0,,,,,3.0,1.0,,,2.0,,,3.0,1.0,,1.0,,,1.0,2.0,,,,,,,
11391453,home,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,False,,26.0,21.0,5.0,4.0,12.0,13.0,9.0,13.0,,6.0,,,,60.0,35.0,6.9,7.0,0.00866094,0,,,,,,1.0,5.0,4.0,,,,,2.0,3.0,3.0,,3.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,
11391453,home,RC Strasbourg,Junior Mwanga,junior-mwanga,J. Mwanga,M,18,184,472,M,1197153,EUR,1052611200,M,18,18,False,,40.0,28.0,6.0,2.0,18.0,23.0,10.0,17.0,3.0,5.0,,,,90.0,64.0,6.5,18.0,0.0202182,1,,,,,,2.0,8.0,8.0,2.0,3.0,,1.0,1.0,4.0,3.0,1.0,1.0,0.0189,,,,,,1.0,,,,3.0,1.0,,,,,
11391453,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,963298,EUR,1030320000,M,26,26,False,,13.0,10.0,,,6.0,7.0,5.0,12.0,1.0,5.0,,,,64.0,38.0,7.9,9.0,0.0577266,1,,,,6.0,1.0,1.0,2.0,14.0,,5.0,,1.0,1.0,5.0,3.0,4.0,,0.1385,,1.0,1.0,,,,,,,,4.0,1.0,,,,
11391453,home,RC Strasbourg,Dion Moise Sahi,dion-moise-sahi,D. M. Sahi,F,80,175,418,M,1113031,EUR,1008806400,M,11,11,False,,13.0,11.0,,,7.0,7.0,4.0,6.0,,1.0,,,,60.0,18.0,6.5,5.0,0.0872213,1,,Dion Moise Sahi,,,,,1.0,,,1.0,,,,,,,,0.3136,,,,1.0,,1.0,,,,,,1.0,,,,
11391453,home,RC Strasbourg,Jessy Deminguet,jessy-deminguet,J. Deminguet,M,20,178,128,M,902657,EUR,884131200,M,7,7,False,,10.0,8.0,1.0,,3.0,3.0,5.0,7.0,,3.0,,,,60.0,21.0,6.5,6.0,0.00480866,0,,,,,,,5.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,3.0,,,,,,
11391453,home,RC Strasbourg,Emmanuel Emegha,emanuel-emegha,E. Emegha,F,10,195,9578,M,1048333,EUR,1044230400,F,10,10,False,,10.0,6.0,,,2.0,3.0,4.0,7.0,,,,,,90.0,21.0,7.1,8.0,0.00616547,2,,,,,,2.0,4.0,5.0,,,1.0,,,,,3.0,,0.4901,0.6061,,3.0,1.0,,3.0,1.0,,,1.0,,1.0,1.0,,,
11391453,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,True,,22.0,19.0,,,6.0,9.0,13.0,14.0,,3.0,,,,30.0,30.0,6.9,6.0,0.0145295,0,,Habib,Diarra,1.0,,1.0,1.0,3.0,,,,,1.0,2.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,
11391453,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,True,,12.0,9.0,,,3.0,3.0,6.0,9.0,,1.0,,,,30.0,15.0,6.6,4.0,0.00785449,1,,,,,,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,0.025,,,1.0,,,1.0,,,,,,,,,,
11391453,home,RC Strasbourg,Lebo Mothiba,lebo-mothiba,L. Mothiba,F,35,182,464,M,845084,EUR,822787200,F,12,12,True,,10.0,4.0,,,1.0,1.0,3.0,9.0,1.0,,,,,30.0,17.0,6.9,8.0,0.00596869,1,,,,,,4.0,3.0,6.0,,1.0,,1.0,,,,1.0,,0.0877,,1.0,2.0,,,,,,,1.0,1.0,,,,,
11391453,home,RC Strasbourg,Ângelo,angelo,Ângelo,M,20,182,9953,M,1086455,EUR,1103587200,F,23,23,True,,13.0,9.0,2.0,1.0,1.0,2.0,10.0,14.0,,3.0,,,,26.0,23.0,6.6,8.0,0.108188,1,,Ângelo,,3.0,2.0,,4.0,1.0,,4.0,,,1.0,,,,,0.0144,,1.0,1.0,1.0,,,,,,,1.0,,,angelogabriel,,
11391453,home,RC Strasbourg,Marvin Senaya,marvin-senaya,M. Senaya,D,29,179,213,M,1087805,EUR,980640000,D,28,28,True,,8.0,7.0,1.0,1.0,4.0,4.0,5.0,8.0,3.0,2.0,,,,15.0,27.0,7.7,3.0,0.0913299,0,,Marvin Senaya,,4.0,2.0,1.0,,6.0,,,,,2.0,3.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,
11391453,home,RC Strasbourg,Alaa Bellaarouch,alaa-bellaarouch,A. Bellaarouch,G,36,188,1255,M,1000501,EUR,1009843200,G,36,36,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,home,RC Strasbourg,Saïdou Sow,saidou-sow,S. Sow,D,4,185,2742,M,1063237,EUR,1025740800,D,13,13,True,,,,,,,,,,,,,,,,,,,,0,,Saïdou,Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,home,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,D,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,home,RC Strasbourg,Jeremy Sebas,sebas-jeremy,J. Sebas,F,14,187,144,M,1498433,EUR,1050278400,F,33,33,True,,,,,,,,,,,,,,,,,,,,0,,Jeremy Sebas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,away,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,,22.0,18.0,7.0,3.0,16.0,18.0,2.0,4.0,,12.0,,1.0,,90.0,32.0,6.6,4.0,0.00048365,0,-0.7926,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
11391453,away,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189,741,M,1035988,EUR,1018569600,D,93,93,False,True,41.0,32.0,4.0,4.0,21.0,24.0,11.0,17.0,2.0,5.0,,,,90.0,66.0,7.0,12.0,0.101905,0,,,,,,3.0,4.0,8.0,,,,,3.0,3.0,1.0,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,,
11391453,away,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,,60.0,49.0,10.0,,44.0,46.0,5.0,14.0,5.0,2.0,,,,90.0,73.0,6.6,12.0,0.0557744,1,,,,,,1.0,4.0,2.0,1.0,,,1.0,3.0,1.0,1.0,,2.0,0.0147,,,1.0,,,1.0,,,,,,,,,,
11391453,away,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,22,22,False,,76.0,64.0,10.0,3.0,49.0,52.0,15.0,24.0,4.0,7.0,,,,90.0,90.0,7.1,14.0,0.0516069,1,,,,,,1.0,8.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,0.3349,0.568,1.0,6.0,,2.0,1.0,1.0,,,,,,,,,
11391453,away,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,D,27,27,False,,56.0,44.0,4.0,2.0,25.0,27.0,22.0,36.0,6.0,5.0,,,,90.0,96.0,7.8,21.0,0.356515,2,,,,7.0,3.0,1.0,5.0,5.0,1.0,1.0,,,1.0,3.0,3.0,1.0,2.0,0.1113,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,
11391453,away,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,,63.0,56.0,2.0,1.0,28.0,30.0,28.0,33.0,2.0,9.0,,,,90.0,73.0,7.1,7.0,0.0463618,1,,,,,,2.0,3.0,3.0,2.0,,,,3.0,,,1.0,1.0,0.0176,,1.0,,1.0,1.0,,,,,,,,,,,
11391453,away,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,23,23,False,,26.0,21.0,1.0,1.0,9.0,10.0,13.0,19.0,1.0,3.0,,,,78.0,45.0,6.9,12.0,0.123363,0,,,,3.0,1.0,2.0,5.0,6.0,,3.0,,,,1.0,,1.0,,,,2.0,2.0,,2.0,2.0,,,,2.0,2.0,,,,,
11391453,away,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,,24.0,21.0,,,8.0,9.0,13.0,17.0,1.0,6.0,,,,66.0,33.0,6.7,7.0,0.0436109,1,,,,2.0,,,3.0,2.0,1.0,1.0,,,,1.0,,1.0,,0.0672,,1.0,,1.0,,,,,,1.0,,,,,,
11391453,away,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166,2008,M,1000442,EUR,1014595200,M,8,8,False,,37.0,30.0,3.0,2.0,15.0,16.0,15.0,22.0,1.0,4.0,,,,78.0,54.0,6.2,14.0,0.0278425,2,,,,1.0,,,7.0,3.0,,5.0,1.0,1.0,,,,2.0,2.0,0.4299,0.2803,,1.0,,,1.0,,,,,1.0,,1.0,,,
11391453,away,Le Havre,Samuel Grandsir,samuel-grandsir,S. Grandsir,M,,168,123,M,839112,EUR,839980800,M,29,29,False,,24.0,16.0,,,1.0,2.0,15.0,22.0,1.0,2.0,,,,66.0,40.0,7.1,14.0,0.024986,1,,,,,,,6.0,6.0,,2.0,1.0,,1.0,5.0,5.0,1.0,1.0,0.0281,0.0818,,1.0,,,2.0,,,,2.0,,1.0,,,,
11391453,away,Le Havre,Mohamed Bayo,mohamed-bayo,M. Bayo,F,9,188,4444,M,909318,EUR,896918400,F,9,9,False,,25.0,14.0,,,5.0,6.0,10.0,20.0,,,,,,87.0,34.0,6.6,16.0,0.144626,2,,,,1.0,1.0,2.0,8.0,2.0,,1.0,,1.0,,,,,,0.2048,,2.0,5.0,1.0,,2.0,,,,2.0,,1.0,,mohamedbayo27,,
11391453,away,Le Havre,Oussama Targhalline,oussama-targhalline,O. Targhalline,M,28,186,7779,M,1095731,EUR,1021852800,M,5,5,True,,21.0,17.0,2.0,2.0,2.0,3.0,15.0,18.0,,3.0,,,,24.0,25.0,6.9,4.0,0.0106251,1,,Oussama Targhalline,,,,,1.0,2.0,1.0,1.0,,,,,,1.0,,0.0223,,1.0,,1.0,,,,,,,1.0,,,targhaoussama,,
11391453,away,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189,199,M,1463265,EUR,1047427200,F,21,21,True,,9.0,5.0,,,1.0,2.0,4.0,7.0,,2.0,,,,24.0,20.0,6.7,9.0,0.011706,2,,Antoine Joujou,,,,,7.0,4.0,,3.0,,1.0,,3.0,3.0,1.0,2.0,0.0983,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0
11391453,away,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179,819,M,54308,EUR,663897600,D,7,7,True,,5.0,4.0,,,2.0,2.0,2.0,3.0,,1.0,,,,12.0,10.0,6.5,1.0,0.00286896,0,,,,,,,,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,
11391453,away,Le Havre,André Ayew,andre-ayew,A. Ayew,F,24,176,5860,M,27035,EUR,629856000,F,28,28,True,,4.0,2.0,1.0,,2.0,2.0,,2.0,,1.0,,,,12.0,7.0,6.3,5.0,5.577e-05,0,,,,,,,3.0,,,,,,,,,,1.0,,,,2.0,,,2.0,,,,1.0,,,,andreayew10,,
11391453,away,Le Havre,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,375,M,873049,EUR,919296000,F,10,10,True,,4.0,1.0,,,1.0,1.0,,3.0,,1.0,,,,10.0,5.0,6.5,4.0,2.478e-05,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
11391453,away,Le Havre,Mohamed Koné,mohamed-kone,M. Koné,G,30,186,994,M,1131009,EUR,1015459200,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,Mohamed Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,away,Le Havre,Oualid El Hajjam,oualid-el-hajjam,O. E. Hajjam,D,2,180,439,M,363532,EUR,666921600,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,away,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391453,away,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
