match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_unsuccessfulTouch,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_challengeLost,captain,stat_goals
12504700,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,28.0,22.0,11.0,5.0,0.0,19.0,21.0,3.0,7.0,1.0,14.0,3.0,2.0,2.0,1.0,90.0,43.0,7.2,6.0,0.00135635,1.0,0,-0.7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504700,home,Torino,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,66.0,56.0,9.0,5.0,0.0,26.0,29.0,30.0,38.0,3.0,5.0,,,,,90.0,80.0,7.1,12.0,0.0518445,1.0,0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12504700,home,Torino,Guillermo Maripán,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,13,13,False,69.0,64.0,3.0,3.0,0.0,50.0,53.0,14.0,16.0,3.0,1.0,,,,,90.0,83.0,6.9,6.0,0.00534366,,0,,,2.0,5.0,5.0,,,,1.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12504700,home,Torino,Saúl Coco,saul-coco,S. Coco,D,23,188,1248,M,1089453,EUR,918518400,D,23,23,False,91.0,83.0,12.0,8.0,0.0,49.0,53.0,34.0,38.0,2.0,1.0,,,,,90.0,103.0,7.2,9.0,0.0287334,,2,,,1.0,2.0,4.0,,,,1.0,3.0,1.0,,1.0,,1.0,1.0,1.0,0.0422,,,,,,,,,,,,,,
12504700,home,Torino,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,644,M,934409,EUR,963705600,M,16,16,False,28.0,20.0,3.0,1.0,0.0,4.0,6.0,19.0,27.0,,3.0,,,,,90.0,47.0,6.4,14.0,0.105105,2.0,2,,5.0,3.0,8.0,1.0,1.0,,,,,,1.0,4.0,1.0,2.0,,,0.2331,3.0,1.0,1.0,1.0,2.0,,,,,,,,,
12504700,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,M,10,10,False,22.0,19.0,1.0,1.0,0.0,7.0,8.0,12.0,14.0,1.0,2.0,,,,,78.0,35.0,7.1,6.0,0.00942454,,2,,,,3.0,6.0,2.0,1.0,,2.0,2.0,,2.0,1.0,,1.0,,1.0,0.077,,1.0,,,1.0,,,niksivlasic_,1.0,2.0,0.0811,,,
12504700,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,27.0,26.0,2.0,1.0,0.0,20.0,20.0,6.0,7.0,,3.0,,,,,64.0,35.0,6.5,4.0,0.00270638,,1,,,,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,0.0359,,,,,3.0,,,,,,,1.0,,
12504700,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,42.0,38.0,3.0,,0.0,18.0,18.0,21.0,26.0,,2.0,,,,,78.0,53.0,6.3,9.0,0.0360462,1.0,0,,2.0,,5.0,,1.0,,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
12504700,home,Torino,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3741,M,357584,EUR,885340800,M,24,24,False,24.0,22.0,2.0,1.0,0.0,12.0,13.0,10.0,11.0,,,,,,,64.0,30.0,6.5,2.0,0.0308482,,0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,BornaSosa,,,,,,
12504700,home,Torino,Antonio Sanabria,antonio-sanabria,A. Sanabria,F,99,181,3538,M,333261,EUR,825897600,F,9,9,False,13.0,10.0,1.0,,0.0,3.0,3.0,7.0,10.0,,,,,,,90.0,17.0,6.6,4.0,0.0127968,,1,,,3.0,5.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,0.1102,,,,,,,,,,,,,True,
12504700,home,Torino,Che Adams,che-adams,C. Adams,F,19,175,2940,M,773409,EUR,837216000,F,18,18,False,4.0,3.0,,,0.0,,,3.0,4.0,,,,,,,17.0,7.0,6.6,2.0,0.0026524,1.0,1,,,,,1.0,,,,,,,1.0,,,,1.0,,0.0835,,,,,1.0,,,,,,,,,
