match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,captain,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goalAssist,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_bigChanceCreated
10390042,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,False,12.0,10.0,1.0,1.0,1.0,1.0,9.0,11.0,1.0,,,,90.0,28.0,6.7,10.0,0.0,0.0,0.0356576,0,,,,3.0,2.0,12.0,6.0,,,1.0,,5.0,1.0,6.0,2.0,breelembolo97,,2.0,,,1.0,,3.0,2.0,,,,,,,,
10390042,home,AS Monaco,Gelson Martins,,,gelson-martins,G. Martins,M,10,173,2048,M,364618,EUR,800150400,M,77,77,True,7.0,3.0,1.0,,3.0,4.0,,3.0,2.0,,,,20.0,11.0,7.0,4.0,0.0,0.0,8.78e-06,0,,,,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,
10390042,home,AS Monaco,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,True,8.0,7.0,,,6.0,7.0,1.0,1.0,2.0,,,,20.0,15.0,6.6,2.0,0.0,0.0,0.00037267,0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10390042,home,AS Monaco,Myron Boadu,,,myron-boadu,M. Boadu,F,21,183,1735,M,856744,EUR,979430400,F,9,9,True,,,,,,,,,,,,,12.0,3.0,6.2,2.0,0.0,0.0,0.0,0,,,,2.0,1.0,6.0,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,
10390042,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,D,14,14,True,5.0,2.0,,,,1.0,2.0,4.0,,,,,11.0,7.0,6.4,4.0,0.0,0.0,0.0017271,0,,,,,1.0,1.0,2.0,,,,,,1.0,,,ismaijakobs,,,,,,,1.0,,,,,,,,,
10390042,home,AS Monaco,Malang Sarr,,,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,23,23,True,,,,,,,,,,,,,8.0,,6.4,,0.0,0.0,0.0,0,,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10390042,home,AS Monaco,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,120,M,339809,EUR,817516800,G,30,30,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390042,home,AS Monaco,Eliot Matazo,,,eliot-matazo,E. Matazo,M,36,174,581,M,1046150,EUR,1013731200,M,15,15,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390042,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,Minamino,,,,,,,,,,,,,,,,
10390042,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,wisbenyedder,,,,,,,,,,,,,,,,
10390042,away,Stade Brestois,Marco Bizot,,,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,35.0,26.0,15.0,6.0,23.0,24.0,3.0,11.0,5.0,1.0,3.0,4.0,90.0,47.0,7.2,9.0,0.0,0.0,0.00042657,0,-0.1968,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,
10390042,away,Stade Brestois,Noah Fadiga,,,fadiga-noah,N. Fadiga,M,27,187,699,M,960437,EUR,944179200,D,99,99,False,34.0,26.0,1.0,,14.0,16.0,12.0,18.0,7.0,,,,90.0,62.0,6.8,12.0,0.0341,0.0151,0.0921697,1,,,,2.0,,6.0,7.0,1.0,,,,2.0,2.0,2.0,1.0,,,,,1.0,4.0,2.0,2.0,1.0,1.0,,,,,,,
10390042,away,Stade Brestois,Brendan Chardonnet,,,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,59.0,45.0,19.0,8.0,33.0,37.0,12.0,22.0,3.0,,,,90.0,74.0,7.1,15.0,0.0429,0.0356,0.0126739,2,,,,2.0,7.0,4.0,10.0,2.0,1.0,4.0,1.0,,2.0,,,,True,,,2.0,2.0,1.0,,,1.0,,,,,,,
10390042,away,Stade Brestois,Christophe Herelle,,,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,23,23,False,39.0,32.0,4.0,3.0,29.0,33.0,3.0,6.0,5.0,,,,90.0,50.0,6.6,9.0,0.0,0.0,0.00239267,0,,,,2.0,,4.0,2.0,,,2.0,1.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,
10390042,away,Stade Brestois,Jere Uronen,Jere,Uronen,jere-uronen,J. Uronen,D,21,177,226,M,138463,EUR,774057600,D,21,21,False,27.0,21.0,2.0,,16.0,21.0,6.0,8.0,2.0,,,,80.0,41.0,6.8,8.0,0.0,0.0,0.0461066,0,,2.0,1.0,3.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,
10390042,away,Stade Brestois,Mahdi Camara,,,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,30.0,23.0,,,14.0,17.0,9.0,13.0,7.0,,,,70.0,44.0,7.2,9.0,0.0711,0.0307,0.0459822,1,,,,,1.0,2.0,7.0,,,3.0,,,1.0,1.0,,,,,,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,
10390042,away,Stade Brestois,Pierre Lees Melou,,,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,48.0,43.0,8.0,5.0,28.0,29.0,15.0,21.0,16.0,,,,90.0,75.0,7.1,14.0,0.0355,0.18,0.00924711,2,,2.0,,,,9.0,9.0,2.0,1.0,1.0,,2.0,2.0,4.0,,,,1.0,,4.0,5.0,4.0,5.0,2.0,1.0,,,,,,,
10390042,away,Stade Brestois,Hugo Magnetti,,,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,39.0,33.0,3.0,2.0,17.0,19.0,17.0,22.0,8.0,,,,80.0,54.0,7.0,9.0,0.0,0.0,0.0354983,0,,2.0,1.0,2.0,1.0,5.0,7.0,1.0,,,,,2.0,,1.0,,,2.0,,2.0,1.0,1.0,3.0,3.0,,,,,,,,
10390042,away,Stade Brestois,Romain Del Castillo,,,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,F,10,10,False,2.0,,,,,1.0,,1.0,1.0,,,,12.0,7.0,6.5,4.0,0.0,0.0,0.0,0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10390042,away,Stade Brestois,Islam Slimani,,,islam-slimani,I. Slimani,F,19,188,7483,M,238708,EUR,582595200,F,13,13,False,26.0,17.0,1.0,,3.0,3.0,14.0,23.0,,,,,70.0,47.0,6.4,16.0,0.1059,0.0,0.0159884,2,,,,1.0,1.0,11.0,7.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,islamslimani09,,4.0,1.0,,2.0,1.0,3.0,1.0,,,,,,2.0,,
10390042,away,Stade Brestois,Franck Honorat,,,franck-honorat,F. Honorat,M,9,180,724,M,280453,EUR,839721600,F,9,9,False,30.0,22.0,,,8.0,9.0,19.0,29.0,4.0,,,,90.0,44.0,7.7,12.0,0.0945,0.0,0.135526,1,,8.0,5.0,1.0,,1.0,2.0,,,,,1.0,1.0,,6.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0
10390042,away,Stade Brestois,Jérémy Le Douaron,,,jeremy-le-douaron,J. Le Douaron,F,21,189,290,M,1047296,EUR,893116800,F,22,22,True,13.0,9.0,,,1.0,1.0,8.0,13.0,3.0,,,,78.0,32.0,6.0,13.0,0.1733,0.1061,0.00708765,3,,1.0,,2.0,2.0,11.0,4.0,1.0,,,,,2.0,,,,,5.0,1.0,,,,3.0,,2.0,,,,1.0,,,
10390042,away,Stade Brestois,Mathias Pereira Lage,,,mathias-pereira-lage,M. P. Lage,M,28,180,349,M,831400,EUR,849312000,M,29,29,True,6.0,3.0,1.0,,2.0,2.0,1.0,4.0,2.0,,,,20.0,7.0,6.5,3.0,0.0,0.0,0.0249822,0,,,,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
10390042,away,Stade Brestois,Steve Mounié,,,steve-mounie,S. Mounié,F,9,190,6052,M,345035,EUR,780796800,F,15,15,True,9.0,4.0,,,1.0,1.0,3.0,8.0,,,,,20.0,13.0,6.2,7.0,0.2918,0.0,0.00191943,1,,,,4.0,3.0,6.0,3.0,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,
10390042,away,Stade Brestois,Jean-Kévin Duverne,,,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,True,9.0,6.0,2.0,1.0,1.0,1.0,6.0,10.0,4.0,,,,10.0,19.0,6.7,9.0,0.0,0.0,0.174732,0,,2.0,1.0,2.0,1.0,5.0,2.0,,,,,,,,1.0,,,1.0,,,,,3.0,1.0,,,,,,,,1.0
10390042,away,Stade Brestois,Haris Belkebla,,,haris-belkebla,H. Belkebla,M,93,177,1877,M,580642,EUR,759715200,M,7,7,True,5.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,,,,,10.0,11.0,6.7,1.0,0.0,0.0,0.00147603,0,,1.0,,1.0,,2.0,2.0,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,
10390042,away,Stade Brestois,Joaquín Blázquez,,,joaquin-blazquez,J. Blázquez,G,1,193,178,M,940690,EUR,980640000,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390042,away,Stade Brestois,Lilian Brassier,,,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390042,away,Stade Brestois,Karamoko Dembélé,,,karamoko-dembele,K. Dembélé,M,7,167,2045,M,981046,EUR,1045872000,F,18,18,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390042,away,Stade Brestois,Tairyk Arconte,Tairyk Arconte,,tairyk-arconte,T. Arconte,F,11,181,133,M,1105698,EUR,1068595200,M,97,97,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
