match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalContest,stat_keyPass,stat_accurateCross,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAShot
12530884,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,30.0,14.0,22.0,6.0,0.0,11.0,15.0,3.0,15.0,1.0,10.0,3.0,2.0,2.0,2.0,2.0,90.0,41.0,6.7,16.0,0.00057426,0,-0.5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530884,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,44.0,33.0,4.0,,0.0,19.0,24.0,14.0,23.0,1.0,4.0,,,,,,70.0,60.0,6.2,17.0,0.0117343,0,,True,3.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12530884,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,65.0,57.0,6.0,2.0,0.0,41.0,42.0,16.0,23.0,4.0,4.0,,,,,,90.0,74.0,6.7,11.0,0.0154511,0,,,,1.0,2.0,,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12530884,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,61.0,50.0,8.0,1.0,0.0,26.0,30.0,24.0,33.0,6.0,2.0,,,,,,90.0,77.0,6.7,14.0,0.0160426,0,,,2.0,,2.0,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12530884,home,Samsunspor,Marc Bola,marc-bola,M. Bola,D,16,185,264,M,862083,EUR,881625600,D,16,16,False,47.0,34.0,4.0,3.0,0.0,19.0,25.0,17.0,32.0,5.0,4.0,,,,,,84.0,80.0,7.2,24.0,0.0535537,0,,,10.0,1.0,4.0,,2.0,,3.0,2.0,6.0,,,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,
12530884,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,70.0,60.0,4.0,3.0,0.0,27.0,30.0,33.0,40.0,,7.0,,,,,,90.0,76.0,6.8,11.0,0.120977,0,,,,,1.0,,1.0,,,3.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,
12530884,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,72.0,60.0,12.0,7.0,0.0,20.0,21.0,40.0,51.0,,6.0,,,,,,90.0,84.0,7.0,16.0,0.0413519,1,,,,,1.0,,,2.0,,,4.0,1.0,1.0,,,2.0,2.0,2.0,,1.0,0.0269,,,,,,,,,,,,
12530884,home,Samsunspor,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,520,M,890695,EUR,912297600,M,7,7,False,10.0,8.0,,,0.0,4.0,4.0,4.0,6.0,,1.0,,,,,,45.0,22.0,6.5,7.0,0.00137819,1,,,,1.0,3.0,1.0,,3.0,,2.0,4.0,,2.0,,,,,1.0,,1.0,0.0286,Arbnor,Muja,1.0,,,,,,,,,
12530884,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,34.0,29.0,1.0,,0.0,9.0,9.0,20.0,27.0,,2.0,,,,,,84.0,43.0,7.7,8.0,0.167285,2,,,2.0,,1.0,,,1.0,1.0,2.0,5.0,,,2.0,,2.0,2.0,1.0,,,0.2415,,,,2.0,1.0,0.7039,,,,,,
12530884,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,19.0,13.0,1.0,,1.0,5.0,5.0,8.0,16.0,2.0,4.0,,,,,,70.0,34.0,7.1,10.0,0.242569,2,,,2.0,1.0,3.0,,,1.0,1.0,1.0,5.0,,2.0,1.0,,,,2.0,1.0,1.0,0.0461,,,2.0,,,,1.0,1.0,,,,
12530884,home,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190,1399,M,943593,EUR,885427200,F,9,9,False,16.0,11.0,1.0,,0.0,2.0,3.0,9.0,13.0,1.0,3.0,,,,,,90.0,23.0,6.7,6.0,0.0562825,0,,,,5.0,8.0,1.0,,,1.0,3.0,3.0,,1.0,3.0,,,,,,,,,,,,,,,,4.0,,,
12530884,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,F,17,17,True,17.0,11.0,3.0,,0.0,,,12.0,20.0,2.0,2.0,,,,,,45.0,30.0,6.7,9.0,0.0129468,1,,,3.0,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,0.014,,,,,,,,,,,,
12530884,home,Samsunspor,Landry Dimata,landry-dimata,L. Dimata,F,10,185,506,M,826944,EUR,873072000,F,14,14,True,11.0,9.0,,,0.0,1.0,1.0,8.0,10.0,,,,,,,,20.0,15.0,6.8,3.0,0.0188639,2,,,,1.0,3.0,,,,1.0,,1.0,,,,,,,1.0,1.0,,0.2687,,,,,,,,2.0,,,,
