match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_fouls,captain,stat_blockedScoringAttempt,stat_penaltyMiss,stat_hitWoodwork,stat_penaltyWon,player_sofascoreId,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_totalOffside
11409128,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,30.0,22.0,14.0,7.0,18.0,18.0,4.0,12.0,7.0,1.0,2.0,90.0,36.0,7.3,8.0,0.00050633,0,0.0341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409128,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,46.0,39.0,3.0,1.0,22.0,23.0,18.0,26.0,9.0,,,90.0,69.0,7.5,12.0,0.548097,0,,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11409128,home,Vizela,Bruno Wilson,,,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,49.0,41.0,7.0,2.0,27.0,30.0,14.0,19.0,4.0,,,90.0,57.0,7.1,8.0,0.00689156,1,,,,,1.0,1.0,,,,,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.4742,0.7906,,,,,,,,,,,,,,,,,,,
11409128,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,36.0,28.0,8.0,3.0,23.0,24.0,5.0,12.0,1.0,,,90.0,42.0,6.9,8.0,0.00380691,0,,,,2.0,4.0,4.0,,,,,3.0,,,2.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11409128,home,Vizela,Rodrigo Escoval,,,rodrigo-escoval,R. Escoval,D,26,188,59,M,825675,EUR,863049600,D,25,25,False,41.0,32.0,6.0,3.0,15.0,19.0,17.0,23.0,6.0,,,90.0,71.0,7.5,16.0,0.00886861,1,,1.0,,2.0,2.0,6.0,,1.0,,,2.0,2.0,,1.0,,1.0,,,1.0,0.0299,,1.0,3.0,1.0,,,,,,,,,,,,,,,,
11409128,home,Vizela,Diogo Nascimento,,,diogo-nascimento,D. Nascimento,M,8,166,875,M,997022,EUR,1036195200,M,90,90,False,40.0,39.0,4.0,4.0,22.0,22.0,18.0,19.0,6.0,,,80.0,55.0,7.0,6.0,0.0871102,1,,1.0,1.0,,6.0,3.0,3.0,1.0,1.0,,2.0,2.0,4.0,1.0,1.0,,,,,0.0125,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
11409128,home,Vizela,Pedro Ortiz,,,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,34,34,False,34.0,28.0,2.0,2.0,15.0,18.0,13.0,16.0,10.0,,,90.0,41.0,6.8,8.0,0.0379098,0,,,,1.0,6.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,
11409128,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,54.0,40.0,4.0,2.0,16.0,16.0,25.0,45.0,7.0,,,90.0,78.0,6.8,22.0,0.570265,3,,7.0,1.0,,12.0,3.0,5.0,,,1.0,1.0,3.0,,1.0,2.0,3.0,1.0,1.0,,0.8269,0.9243,1.0,2.0,1.0,2.0,2.0,True,1.0,1.0,,,,,,,,,,,
11409128,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,F,79,79,False,27.0,24.0,1.0,1.0,6.0,8.0,18.0,20.0,5.0,,,71.0,49.0,7.8,10.0,0.0240245,1,,1.0,,,5.0,7.0,1.0,4.0,3.0,,1.0,3.0,2.0,3.0,1.0,,,,,0.0901,,1.0,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
11409128,home,Vizela,Samuel Essende,,,samuel-essende,S. Essende,F,9,192,6433,M,855808,EUR,885513600,F,99,99,False,11.0,8.0,,,3.0,3.0,5.0,8.0,,,,80.0,20.0,6.9,6.0,0.00579249,1,,,,5.0,7.0,9.0,,,,,,,1.0,4.0,,1.0,,,,0.0264,,1.0,,,2.0,4.0,,,,,,essende.s,,,,,,,,
