match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_clearanceOffLine,stat_errorLeadToAShot,stat_hitWoodwork
12437049,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,21.0,18.0,8.0,5.0,0.0,17.0,18.0,1.0,3.0,4.0,2.0,2.0,90.0,25.0,7.2,3.0,0.00017732,0,0.0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437049,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,42.0,41.0,1.0,1.0,0.0,13.0,13.0,28.0,29.0,,,,89.0,50.0,7.0,1.0,0.0466094,0,,Rico Lewis,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437049,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,85.0,79.0,3.0,1.0,0.0,17.0,18.0,63.0,69.0,,,,90.0,93.0,7.7,8.0,0.0872635,1,,,,,,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0353,0.0195,1.0,,,,,,,,,,,,,,,,,,
12437049,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,93.0,90.0,3.0,1.0,0.0,30.0,30.0,60.0,63.0,8.0,,,90.0,98.0,7.6,3.0,0.0568379,1,,,,1.0,3.0,2.0,,,,3.0,3.0,,1.0,,,0.0174,0.0107,1.0,True,2.0,1.0,,,,,,,,,,,,,,,
12437049,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,103.0,96.0,3.0,2.0,0.0,16.0,17.0,80.0,86.0,1.0,,,90.0,120.0,8.5,7.0,0.157982,2,,,,1.0,3.0,6.0,1.0,,,2.0,3.0,,,,2.0,0.0713,,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12437049,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,62.0,56.0,1.0,,0.0,9.0,9.0,47.0,53.0,4.0,,,90.0,80.0,7.5,8.0,0.128049,3,,,,,7.0,,1.0,,,,5.0,2.0,1.0,,2.0,0.1818,0.0314,,,6.0,3.0,,2.0,2.0,1.0,,,,,,,,,,,
12437049,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,M,26,26,False,48.0,41.0,1.0,,0.0,3.0,3.0,42.0,52.0,6.0,,,90.0,74.0,8.6,16.0,0.869018,2,,,,,7.0,,1.0,7.0,4.0,,6.0,3.0,1.0,,1.0,0.0683,0.1194,5.0,,,,,1.0,,2.0,7.0,6.0,2.0,2.0,,,,,,,
12437049,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,47.0,45.0,1.0,1.0,0.0,5.0,5.0,43.0,53.0,1.0,,,90.0,70.0,8.1,11.0,0.722906,3,,,,,3.0,,2.0,11.0,3.0,1.0,3.0,1.0,,,1.0,0.1769,,5.0,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,
12437049,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,49.0,44.0,,,0.0,8.0,9.0,36.0,43.0,6.0,,,90.0,59.0,7.4,8.0,0.0655956,0,,,,,3.0,1.0,1.0,3.0,,,3.0,,,,2.0,,,2.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,
12437049,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,M,27,27,False,58.0,53.0,1.0,1.0,1.0,3.0,3.0,52.0,61.0,3.0,,,86.0,79.0,8.1,14.0,0.559894,2,,,,1.0,4.0,1.0,1.0,6.0,2.0,,7.0,2.0,,,1.0,0.0603,,2.0,,1.0,1.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
