match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_possessionLostCtrl,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,stat_challengeLost,stat_wasFouled,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_wonTackle,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_outfielderBlock
12513687,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,23.0,23.0,2.0,2.0,0.0,23.0,23.0,2.0,8.0,2.0,2.0,2.0,2.0,90.0,30.0,7.4,0.00019009,0,0.5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513687,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,,54.0,50.0,4.0,2.0,0.0,22.0,23.0,,4.0,,,,,90.0,75.0,8.1,0.443291,0,,,,32.0,38.0,7.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,10.0,6.0,,,,,,,,,,,,,,,,,,
12513687,home,FC Porto,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,,913401,EUR,961804800,D,24,24,False,,100.0,95.0,8.0,7.0,0.0,54.0,55.0,2.0,7.0,,,,,90.0,106.0,7.4,0.0253446,0,,,,41.0,46.0,1.0,,3.0,5.0,3.0,,,,,1.0,6.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12513687,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,,88.0,81.0,8.0,6.0,0.0,47.0,49.0,2.0,4.0,,,,,90.0,95.0,7.2,0.0206003,0,,,,34.0,40.0,1.0,,2.0,3.0,3.0,,,,,1.0,8.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
12513687,home,FC Porto,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,,985138,EUR,934761600,D,74,74,False,,42.0,37.0,1.0,1.0,1.0,13.0,14.0,3.0,1.0,,,,,90.0,71.0,7.7,0.136096,0,,,,25.0,31.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,,,,13.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12513687,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,71.0,65.0,3.0,3.0,0.0,23.0,25.0,,3.0,,,,,77.0,78.0,6.8,0.044112,0,,Alan Varela,,43.0,48.0,2.0,1.0,,5.0,4.0,1.0,,,,1.0,9.0,,2.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
12513687,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,,92.0,87.0,6.0,5.0,0.0,38.0,39.0,2.0,3.0,,,,,87.0,99.0,7.2,0.299332,1,,,,49.0,53.0,,,2.0,5.0,2.0,,,,,1.0,7.0,1.0,1.0,,,4.0,,,2.0,1.0,1.0,0.1771,0.1229,,,,,,,
12513687,home,FC Porto,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6618,M,fabiodfvieira,904835,EUR,959644800,M,10,10,False,,55.0,51.0,,,0.0,16.0,16.0,1.0,2.0,,,,,77.0,75.0,8.4,0.65592,3,,,,38.0,47.0,8.0,3.0,,2.0,4.0,1.0,2.0,2.0,2.0,2.0,11.0,3.0,,,,1.0,,,1.0,,2.0,0.1355,1.094,1.0,1.0,1.0,,,,
12513687,home,FC Porto,Rodrigo Mora,mora-rodrigo,R. Mora,M,86,168,13996,M,,1410240,EUR,1178323200,M,86,86,False,,24.0,19.0,1.0,1.0,0.0,4.0,4.0,,2.0,,,,,66.0,39.0,7.4,0.0315044,3,,Rodrigo Mora,,15.0,20.0,,,1.0,8.0,3.0,1.0,4.0,,,2.0,11.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5005,0.8292,1.0,1.0,1.0,1.0,1.0,,
12513687,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,,35.0,27.0,2.0,1.0,0.0,8.0,8.0,,1.0,,,,,66.0,46.0,6.6,0.0133853,4,,,,19.0,27.0,,,,2.0,3.0,1.0,,,,1.0,9.0,,,,,1.0,,2.0,,1.0,2.0,0.3481,0.6454,,,,2.0,,,
12513687,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,14.0,12.0,1.0,1.0,0.0,3.0,3.0,1.0,4.0,,,,,90.0,37.0,7.1,0.101171,8,,Samuel,Aghehowa,9.0,13.0,2.0,,1.0,3.0,3.0,,1.0,,1.0,,8.0,1.0,1.0,1.0,,1.0,,2.0,3.0,3.0,3.0,0.6152,0.5391,5.0,,,,,1.0,
12513687,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,True,,24.0,20.0,,,0.0,6.0,7.0,,2.0,,,,,24.0,26.0,6.6,0.0188575,0,,,,14.0,17.0,,,,1.0,,,,,,,5.0,,,,,1.0,,,1.0,,,,,,,,,,,
12513687,home,FC Porto,William Gomes,william-gomes,W. Gomes,F,7,171,4700,M,,1639250,EUR,1142380800,F,7,7,True,,9.0,8.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,,,,,24.0,24.0,6.8,0.0696296,1,,William Gomes Carvalho Santos,,5.0,10.0,4.0,,,3.0,1.0,,1.0,,1.0,,7.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,0.0656,0.0504,,,,,,,
12513687,home,FC Porto,Tomás Pérez,tomas-perez,T. Pérez,M,25,182,1258,M,,1485090,EUR,1125014400,M,25,25,True,,12.0,12.0,1.0,1.0,0.0,8.0,8.0,1.0,2.0,,,,,13.0,19.0,6.7,0.00547761,0,,Tomás Pérez,,4.0,4.0,,,,3.0,,,1.0,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,1.0
12513687,home,FC Porto,Danny Namaso,danny-namaso,D. Namaso,F,19,182,4899,M,,867440,EUR,967420800,F,19,19,True,,7.0,5.0,,,0.0,2.0,2.0,2.0,1.0,,,,,13.0,12.0,6.6,0.0052726,0,,,,3.0,5.0,,,,1.0,1.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,
