match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_totalContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_dispossessed,stat_totalOffside,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_wonContest,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_errorLeadToAShot
14053836,home,AZ Alkmaar,Jeroen Zoet,jeroen-zoet,J. Zoet,G,41,186,197,M,40963,EUR,663120000,G,41,41,False,27.0,13.0,18.0,4.0,0.0,10.0,14.0,3.0,13.0,8.0,1.0,90.0,32.0,6.3,14.0,0.00267405,30.737291164515,5.0,9.3727772415106,0.0,0.0148,0,-0.8473,0.05,0.01,0.17,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053836,home,AZ Alkmaar,Seiya Maikuma,seiya-maikuma,S. Maikuma,D,2,179,896,M,1028330,EUR,876960000,D,2,2,False,13.0,7.0,,,0.0,7.0,8.0,,5.0,2.0,,43.0,20.0,6.6,6.0,9.632e-05,10.43927992195,2.0,7.6377332902854,0.0,,0,,-0.08,0.02,-0.08,,1.0,2.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053836,home,AZ Alkmaar,Wouter Goes,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,40.0,34.0,7.0,2.0,0.0,24.0,28.0,10.0,12.0,2.0,,90.0,56.0,7.3,6.0,0.00666948,91.903983631948,12.0,71.887956549737,0.0,,1,,0.07,0.06,-0.02,,1.0,2.0,3.0,4.0,2.0,1.0,,,,1.0,1.0,8.0,2.0,1.0,1.0,0.9148,0.9942,0.32,,,,,,,,,,,,,,,,,,,,
14053836,home,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,55.0,45.0,5.0,,0.0,32.0,36.0,13.0,19.0,3.0,,90.0,68.0,6.7,12.0,0.0719196,113.9147864643,14.0,55.517400258359,0.0,,0,,0.2,0.05,0.13,,2.0,,3.0,1.0,,1.0,1.0,,,,,6.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14053836,home,AZ Alkmaar,Mees de Wit,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,False,35.0,27.0,8.0,6.0,0.0,15.0,20.0,12.0,15.0,6.0,,90.0,59.0,6.6,13.0,0.00734023,83.011518096826,12.0,45.49817501573,1.0,,1,,0.06,0.06,-0.18,,,1.0,5.0,4.0,2.0,,2.0,,,,,1.0,4.0,3.0,2.0,0.0099,,-0.04,3.0,,,1.0,1.0,1.0,12.517345074038,15.245022925532,1.0,,,,,,,,,,,
14053836,home,AZ Alkmaar,Kasper Boogaard,boogaard-kasper,K. Boogaard,M,74,183,122,M,1590941,EUR,1138492800,M,20,20,False,29.0,24.0,3.0,1.0,0.0,14.0,15.0,10.0,14.0,6.0,,90.0,44.0,6.7,8.0,0.00469413,89.961201798852,13.0,32.61831919337,1.0,,1,,-0.22,0.17,0.2,,,,2.0,4.0,1.0,2.0,,,,1.0,,1.0,2.0,2.0,1.0,0.0236,0.0494,-0.05,1.0,,1.0,,,1.0,8.9429994980239,8.951737317415,,1.0,1.0,,,,,,,,,
14053836,home,AZ Alkmaar,Peer Koopmeiners,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,6,6,False,33.0,23.0,3.0,,0.0,8.0,11.0,15.0,22.0,5.0,,90.0,57.0,6.6,20.0,0.35592,81.679523522431,10.0,42.464349400119,2.0,,1,,0.42,0.15,-0.12,,6.0,2.0,12.0,5.0,3.0,,2.0,,,,,4.0,,3.0,2.0,0.0398,,0.02,4.0,,1.0,1.0,,3.0,16.146766635085,40.153174163357,3.0,,,True,2.0,1.0,,,,,,
14053836,home,AZ Alkmaar,Isak Steiner Jensen,isak-steiner-jensen,I. S. Jensen,F,17,185,422,M,1087931,EUR,1072137600,M,17,17,False,17.0,15.0,2.0,2.0,0.0,5.0,5.0,10.0,12.0,4.0,,73.0,33.0,6.4,10.0,0.0104372,71.308226610913,8.0,21.225950745217,0.0,,1,,-0.12,0.09,-0.07,,2.0,,9.0,4.0,3.0,2.0,3.0,Isak Jensen,,,,,,2.0,,0.0369,,-0.14,2.0,,,1.0,1.0,5.0,,,1.0,,,,,,,,,,,
14053836,home,AZ Alkmaar,Matěj Šín,matej-sin,M. Šín,M,33,180,384,M,1170900,EUR,1086134400,M,33,33,False,7.0,3.0,,,0.0,,1.0,3.0,6.0,1.0,,45.0,14.0,6.8,6.0,0.0351177,55.59913196109,4.0,44.746156148715,1.0,,1,,0.0,0.2,0.2,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,0.0342,,-0.15,,,,,1.0,1.0,19.063249553492,20.479064651492,1.0,1.0,,,,,,,,,,
14053836,home,AZ Alkmaar,Ro-Zangelo Daal,ro-zangelo-daal,R. Daal,M,27,173,437,M,1145989,EUR,1096675200,M,27,27,False,22.0,19.0,,,0.0,8.0,8.0,11.0,14.0,5.0,,73.0,32.0,7.3,5.0,0.0355091,218.16430104018,15.0,120.23507571112,3.0,,1,,0.13,0.37,-0.02,,,1.0,1.0,6.0,1.0,2.0,,,,1.0,,,,,,0.0388,0.039,-0.09,1.0,1.0,,3.0,,1.0,34.682999167139,89.181783742509,,,,,,,3.0,,,,,
