match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_hitWoodwork,stat_fouls,stat_totalOffside,stat_challengeLost,stat_blockedScoringAttempt,stat_wasFouled,captain,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_penaltyWon,stat_errorLeadToAGoal,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot
11391274,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190.0,548,M,149656,EUR,770860800,G,38,38,False,12.0,11.0,8.0,7.0,0.0,6.0,6.0,5.0,6.0,5.0,1.0,2.0,4.0,90.0,22.0,7.8,1.0,0.00111221,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391274,home,Lorient,Formose Mendy,formose-mendy,F. Mendy,D,27,191.0,1488,M,982316,EUR,978393600,D,13,13,False,37.0,30.0,8.0,5.0,0.0,16.0,18.0,14.0,20.0,6.0,,,,90.0,54.0,8.1,9.0,0.0181425,2,,,,1.0,2.0,5.0,2.0,10.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,0.0441,0.1883,1.0,,,,,,,,,,,,,,,,,,,,
11391274,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185.0,87,M,791048,EUR,752371200,D,15,15,False,38.0,27.0,9.0,4.0,0.0,12.0,16.0,15.0,22.0,3.0,,,,90.0,50.0,7.2,13.0,0.0891917,2,,,,,4.0,4.0,6.0,4.0,,,2.0,,6.0,1.0,1.0,,,1.0,0.0682,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11391274,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190.0,3461,M,879618,EUR,896140800,D,3,3,False,39.0,34.0,4.0,1.0,0.0,21.0,21.0,13.0,18.0,11.0,,,,90.0,50.0,7.0,9.0,0.0036739,1,,,,,2.0,,4.0,2.0,1.0,1.0,,,2.0,,1.0,1.0,,2.0,0.0119,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11391274,home,Lorient,Panos Katseris,panos-katseris,P. Katseris,M,13,175.0,251,M,1402217,EUR,994291200,M,7,7,False,15.0,10.0,1.0,,0.0,1.0,2.0,9.0,18.0,7.0,,,,56.0,39.0,7.0,16.0,0.00450462,1,,,,5.0,1.0,1.0,4.0,6.0,3.0,1.0,1.0,,,,,3.0,3.0,2.0,0.0466,,,1.0,,,,,,1.0,,,,,,,,,,,,,
11391274,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170.0,153,M,296434,EUR,728524800,M,19,19,False,53.0,43.0,10.0,6.0,0.0,11.0,12.0,32.0,44.0,10.0,,,,90.0,79.0,8.1,18.0,0.0533884,2,,,,3.0,,1.0,7.0,8.0,1.0,,,1.0,,,2.0,7.0,5.0,3.0,0.1252,0.3608,3.0,1.0,,3.0,,2.0,1.0,,True,1.0,,,,,,,,,,,
11391274,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170.0,165,M,942844,EUR,975369600,M,21,21,False,50.0,46.0,7.0,5.0,1.0,18.0,18.0,28.0,32.0,12.0,,,,78.0,66.0,7.3,9.0,0.113219,1,,,,,1.0,,6.0,5.0,4.0,3.0,,,2.0,,2.0,2.0,2.0,4.0,0.0219,,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,
11391274,home,Lorient,Benjamin Mendy,benjamin-mendy,B. Mendy,D,23,185.0,2303,M,139225,EUR,774403200,M,5,5,False,9.0,6.0,1.0,,0.0,3.0,3.0,3.0,7.0,,,,,20.0,17.0,6.5,5.0,0.00216619,3,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,,,,1.0,,,,0.4297,,,,,,,,,,,,1.0,,,,,,,,,,
11391274,home,Lorient,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177.0,10091,M,1153265,EUR,1102464000,F,10,10,False,10.0,7.0,1.0,1.0,0.0,3.0,3.0,6.0,11.0,1.0,,,,57.0,34.0,8.2,12.0,0.305381,3,,Badredine Bouanani,,4.0,,,2.0,4.0,4.0,3.0,1.0,2.0,,,1.0,,,3.0,0.6,1.0769,3.0,1.0,,,,,,1.0,,1.0,,bouanani,2.0,1.0,,,,,,,
11391274,home,Lorient,Mohamed Bamba,mohamed-bamba,M. Bamba,F,9,185.0,944,M,1405239,EUR,1007942400,F,9,9,False,34.0,23.0,1.0,1.0,2.0,6.0,6.0,17.0,28.0,7.0,,,,90.0,47.0,9.1,14.0,0.746967,3,,,,,1.0,4.0,4.0,7.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.1852,0.9919,6.0,,,3.0,,,1.0,2.0,,1.0,1.0,,,2.0,,,,,,,
