match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,rescinded,length,injury,confirmed,reason,from
10407032,FT,1.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10407032,,1.0,2.0,,90,1.0,,1,,,goal,167815944.0,False,regular,362270.0,Dino Hotić,,,,,,,
10407032,,,,,90,,,1,,,card,120595362.0,True,yellow,356024.0,Thierry Ambrose,Thierry Ambrose,False,,,,,
10407032,,,,,90,0.0,,1,,,injuryTime,,,,,,,,9.0,,,,
10407032,,,,,88,,,3,,,substitution,121519526.0,True,injury,,,,,,True,,,
10407032,,,,,88,,,3,,,substitution,121519527.0,False,regular,,,,,,False,,,
10407032,,,,,82,,,9,,,substitution,121519494.0,False,regular,,,,,,False,,,
10407032,,,,,78,,,13,,,varDecision,14910.0,True,penaltyAwarded,356024.0,Thierry Ambrose,,,,,False,,
10407032,,,,,67,,,24,,,card,120595320.0,True,yellow,786187.0,David Atanga,David Atanga,False,,,,Off the ball foul,
10407032,,1.0,1.0,,66,,,25,,,goal,167815264.0,True,penalty,356024.0,Thierry Ambrose,,,,,,,penalty
10407032,,,,,65,,,26,,,card,120595315.0,False,yellow,983041.0,Hugo Siquet,Hugo Siquet,False,,,,Foul,
10407032,,,,,64,,,27,,,varDecision,14909.0,True,penaltyNotAwarded,963070.0,Théo Ndicka Matam,,,,,False,,
10407032,,,,,60,,,31,,,card,120595310.0,True,yellow,836701.0,Alfons Amade,Alfons Amade,False,,,,Foul,
10407032,,,,,58,,,33,,,substitution,121519378.0,True,regular,,,,,,False,,,
10407032,,,,,58,,,33,,,substitution,121519377.0,True,regular,,,,,,False,,,
10407032,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10407032,,,,,45,0.0,,1,,,injuryTime,,,,,,,,1.0,,,,
10407032,,0.0,1.0,,24,,,22,,,goal,167813486.0,False,regular,985823.0,Ayase Ueda,,,,,,,
