match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyWon,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_penaltyConceded,player_sofascoreId,stat_hitWoodwork
10407032,home,KV Oostende,Dillon Phillips,dillon-phillips,D. Phillips,G,12,188,49,M,377166,EUR,802828800,G,1,1,False,29.0,8.0,29.0,8.0,1.0,5.0,7.0,24.0,1.0,1.0,16.0,1.0,2.0,4.0,90.0,39.0,6.6,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Anton Tanghe,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,33,33,False,33.0,15.0,9.0,3.0,10.0,17.0,5.0,16.0,5.0,,5.0,,,,90.0,50.0,7.0,21.0,0,True,4.0,2.0,6.0,2.0,1.0,6.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Matej Rodin,matej-rodin,M. Rodin,D,80,193,120,M,834079,EUR,824169600,D,88,88,False,41.0,19.0,15.0,5.0,13.0,22.0,6.0,19.0,2.0,,4.0,,,,90.0,62.0,6.8,26.0,0,,2.0,8.0,11.0,8.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Brecht Capon,brecht-capon,B. Capon,D,,179,7,,42106,EUR,577670400,D,27,27,False,47.0,18.0,14.0,5.0,10.0,21.0,8.0,28.0,7.0,,10.0,,,,90.0,71.0,6.5,34.0,1,,3.0,6.0,8.0,8.0,,1.0,1.0,1.0,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Tatsuhiro Sakamoto,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,1000,M,978927,EUR,845942400,M,18,18,False,29.0,16.0,10.0,6.0,6.0,8.0,11.0,26.0,7.0,,5.0,,,,90.0,57.0,6.4,23.0,1,,3.0,1.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10407032,home,KV Oostende,Alfons Amade,alfons-amade,A. Amade,M,14,172,402,M,836701,EUR,942364800,M,23,23,False,33.0,20.0,3.0,1.0,12.0,19.0,8.0,14.0,6.0,,6.0,,,,90.0,52.0,6.9,18.0,1,,1.0,1.0,5.0,,1.0,4.0,2.0,2.0,3.0,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Kenny Rocha Santos,kenny-rocha-santos,K. R. Santos,M,10,174,108,M,867520,EUR,946857600,M,10,10,False,22.0,13.0,3.0,,10.0,10.0,4.0,16.0,1.0,,7.0,,,,58.0,35.0,6.5,15.0,1,,,2.0,3.0,1.0,,,,,,1.0,,,4.0,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
10407032,home,KV Oostende,Théo Ndicka Matam,theo-ndicka-matam,T. N. Matam,D,,169,54,M,963070,EUR,956188800,M,7,7,False,18.0,10.0,1.0,1.0,2.0,5.0,8.0,17.0,4.0,,5.0,,,,90.0,42.0,6.7,19.0,0,,3.0,,3.0,1.0,,,,,,2.0,,,4.0,1.0,,1.0,,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,,
10407032,home,KV Oostende,Nick Bätzner,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,13.0,9.0,1.0,,2.0,2.0,7.0,11.0,6.0,2.0,2.0,,,,58.0,24.0,6.4,10.0,0,,2.0,,3.0,1.0,,1.0,3.0,1.0,,,,,,2.0,,,,,,,3.0,,2.0,,,,,,,,,,,,
10407032,home,KV Oostende,Thierry Ambrose,thierry-ambrose,T. Ambrose,F,68,178,423,M,356024,EUR,859507200,F,68,68,False,29.0,16.0,3.0,2.0,3.0,4.0,13.0,27.0,9.0,,4.0,,,,90.0,51.0,7.2,22.0,2,,2.0,3.0,9.0,,,,,,1.0,2.0,,,2.0,8.0,2.0,,,2.0,4.0,,1.0,,2.0,1.0,,,,,,,,,,,
10407032,home,KV Oostende,Ivan Durdov,ivan-durdov,I. Durdov,F,19,192,192,M,970515,EUR,963792000,F,17,17,False,20.0,12.0,,,3.0,5.0,9.0,15.0,5.0,,1.0,,,,90.0,33.0,6.9,14.0,2,,3.0,9.0,10.0,,,,,,,3.0,,,,1.0,,1.0,,1.0,,1.0,3.0,,2.0,,1.0,1.0,,,,,,,,,
10407032,home,KV Oostende,Pierre Dwomoh,pierre-dwomoh,P. Dwomoh,M,14,185,434,M,996993,EUR,1087776000,M,80,80,True,4.0,3.0,,,1.0,2.0,2.0,2.0,2.0,,,,,,30.0,5.0,6.5,1.0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,David Atanga,david-atanga,D. Atanga,F,17,176,145,M,786187,EUR,851472000,F,77,77,True,12.0,7.0,,,2.0,2.0,5.0,10.0,3.0,,1.0,,,,32.0,21.0,6.0,10.0,1,,,1.0,1.0,,,,,,2.0,,,,,,,,,1.0,,,3.0,,1.0,,,1.0,1.0,,,,,,,,
10407032,home,KV Oostende,Osaze Urhoghide,osaze-urhoghide,O. Urhoghide,D,3,188,130,M,915129,EUR,962668800,D,2,2,True,2.0,,1.0,,,2.0,,,1.0,,1.0,,,,11.0,3.0,6.2,2.0,0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Guillaume Hubert,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Siebe Wylin,wylin-siebe,S. Wylin,D,96,180,58,M,1146792,EUR,1053993600,D,36,36,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Indy Boonen,indy-boonen,I. Boonen,M,25,173,47,M,839637,EUR,915408000,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,home,KV Oostende,Andy Musaev,andy-musayev,A. Musaev,F,33,182,22,M,1390664,EUR,1054425600,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Andy,Musaev,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Warleson,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,21,21,False,27.0,8.0,26.0,7.0,2.0,3.0,6.0,24.0,,,8.0,,1.0,3.0,90.0,35.0,6.7,21.0,0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
10407032,away,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,20.0,8.0,5.0,1.0,6.0,10.0,2.0,10.0,12.0,,2.0,,,,90.0,34.0,6.4,14.0,0,,10.0,4.0,5.0,5.0,,3.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,14.0,7.0,4.0,2.0,6.0,8.0,1.0,6.0,3.0,,7.0,,,,90.0,31.0,7.2,8.0,0,,3.0,1.0,4.0,7.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,21.0,11.0,8.0,3.0,8.0,8.0,3.0,14.0,1.0,,7.0,,,,90.0,38.0,6.9,14.0,1,,,1.0,7.0,,1.0,3.0,2.0,1.0,1.0,3.0,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,19.0,7.0,5.0,,5.0,11.0,3.0,10.0,3.0,1.0,4.0,,,,82.0,54.0,7.3,25.0,1,,1.0,3.0,5.0,3.0,,4.0,,,1.0,2.0,,,2.0,,1.0,2.0,1.0,,,,2.0,,,,1.0,,,,,,,1.0,1.0,,
10407032,away,Cercle Brugge,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,14,14,False,42.0,22.0,4.0,2.0,8.0,14.0,15.0,31.0,2.0,1.0,12.0,,,,90.0,60.0,7.1,23.0,0,True,,2.0,6.0,5.0,,,3.0,1.0,,,,,3.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,52.0,26.0,6.0,,8.0,17.0,18.0,35.0,4.0,1.0,5.0,,,,90.0,71.0,6.7,27.0,3,,2.0,,4.0,3.0,,4.0,2.0,2.0,1.0,2.0,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,24.0,6.0,6.0,,2.0,5.0,4.0,19.0,4.0,1.0,4.0,,,,90.0,50.0,6.6,28.0,0,,,3.0,9.0,1.0,,1.0,4.0,2.0,1.0,2.0,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,28.0,13.0,,,3.0,7.0,10.0,22.0,16.0,2.0,7.0,,,,90.0,55.0,6.7,26.0,0,,10.0,5.0,10.0,3.0,,2.0,4.0,1.0,2.0,1.0,,,1.0,2.0,,1.0,,,,,5.0,,2.0,,,,,,,,,,,,
10407032,away,Cercle Brugge,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,22.0,11.0,1.0,,3.0,3.0,8.0,21.0,7.0,,4.0,,,,90.0,34.0,7.5,17.0,2,,3.0,2.0,4.0,,1.0,,1.0,,2.0,,,,2.0,1.0,2.0,1.0,,2.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,bee18,
10407032,away,Cercle Brugge,Kévin Denkey,kevin-denkey,K. Denkey,F,9,181,3511,M,862470,EUR,975542400,F,9,9,False,19.0,11.0,,,7.0,9.0,4.0,10.0,7.0,,1.0,,,,88.0,27.0,6.7,11.0,2,,4.0,3.0,4.0,,,,,,3.0,1.0,,,,,1.0,,,1.0,,,2.0,,3.0,,,1.0,,,,,,,,,
10407032,away,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,M,11,11,True,6.0,2.0,,,,1.0,2.0,5.0,3.0,,2.0,,,,8.0,10.0,6.8,7.0,0,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,
10407032,away,Cercle Brugge,Dino Hotić,dino-hotic,D. Hotić,M,23,168,327,M,362270,EUR,806716800,M,10,10,True,6.0,3.0,,,1.0,2.0,2.0,4.0,1.0,,1.0,,,,11.0,9.0,7.4,4.0,2,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0
10407032,away,Cercle Brugge,Sébastien Bruzzese,sebastien-bruzzese,S. Bruzzese,G,,184,9,M,46008,EUR,604713600,G,89,89,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Jean Marcelin,jean-marcelin,J. Marcelin,D,24,197,240,M,916035,EUR,950313600,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Robbe Decostere,robbe-decostere,R. Decostere,D,,180,23,M,943248,EUR,894585600,D,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Leonardo Lopes,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407032,away,Cercle Brugge,Emilio Kehrer,emilio-kehrer,E. Kehrer,F,11,177,82,M,1064079,EUR,1016582400,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
