match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437007,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,23.0,14.0,19.0,10.0,0.0,5.0,6.0,9.0,17.0,1.0,1.0,6.0,3.0,90.0,31.0,7.5,10.0,0.00627966,1.0,0,0.5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,34,34,False,15.0,14.0,,,0.0,5.0,5.0,9.0,13.0,,4.0,4.0,,90.0,40.0,6.8,11.0,0.0156217,,0,,3.0,6.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,19.0,13.0,5.0,2.0,0.0,11.0,12.0,2.0,7.0,2.0,2.0,2.0,,90.0,23.0,7.0,6.0,0.0006691,,0,,,1.0,,,,,2.0,,,,,,milenkovicn_4,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,45.0,35.0,10.0,3.0,0.0,22.0,27.0,14.0,19.0,1.0,2.0,4.0,,90.0,62.0,7.4,10.0,0.0272941,,0,,1.0,,,,1.0,1.0,10.0,1.0,,,,,murillosantiago40,,,Murillo,,1.0,,,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,False,32.0,27.0,2.0,,0.0,13.0,15.0,14.0,18.0,,5.0,4.0,,90.0,59.0,7.3,9.0,0.0125165,,0,,1.0,3.0,1.0,,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,871765,EUR,898992000,M,16,16,False,12.0,12.0,,,0.0,4.0,4.0,8.0,9.0,,9.0,1.0,,69.0,27.0,7.5,1.0,0.00761853,1.0,1,,1.0,5.0,3.0,,,,1.0,1.0,8.0,4.0,,1.0,,1.0,,,,,1.0,1.0,0.0419,0.2785,,,,,,,,,,,,
12437007,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,24.0,18.0,4.0,,0.0,6.0,6.0,12.0,18.0,,2.0,2.0,,90.0,43.0,6.3,14.0,0.0156306,1.0,0,,,11.0,5.0,4.0,1.0,1.0,,1.0,,,3.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Anthony Elanga,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,M,21,21,False,22.0,15.0,,,0.0,2.0,2.0,17.0,26.0,1.0,4.0,3.0,,80.0,37.0,7.2,13.0,0.159335,3.0,0,,6.0,3.0,,,2.0,1.0,,,,,3.0,,anthonyelanga,2.0,,,,4.0,,2.0,,,,,,,,,,,,,,
12437007,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,31.0,27.0,4.0,2.0,1.0,10.0,11.0,17.0,22.0,1.0,5.0,4.0,,90.0,54.0,6.8,13.0,0.0176396,1.0,4,,2.0,9.0,1.0,4.0,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,Morgangibbs27,2.0,1.0,,,,,1.0,0.3402,,True,3.0,1.0,1.0,,,,,,,,
12437007,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,14,14,False,21.0,19.0,2.0,,0.0,4.0,4.0,17.0,21.0,,2.0,7.0,,87.0,34.0,7.9,7.0,0.100842,2.0,2,,4.0,,,,,,,,,,3.0,,Calteck10,,,,,2.0,2.0,2.0,0.0902,0.4705,,,,,1.0,1.0,,,,,,
