match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
10411580,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193.0,1591,M,136856,EUR,636854400,G,1,1,False,16.0,14.0,8.0,6.0,10.0,12.0,4.0,4.0,3.0,90.0,18.0,6.3,2.0,0.0,0.0,0.0012106,0,-0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411580,home,Fiorentina,Dodô,dodo,Dodô,D,2,166.0,3348,M,822518,EUR,911260800,D,2,2,False,65.0,55.0,4.0,1.0,26.0,27.0,29.0,38.0,8.0,90.0,82.0,6.5,13.0,0.0,0.0,0.0555137,0,,,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411580,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195.0,5064,M,836168,EUR,876614400,D,4,4,False,51.0,42.0,2.0,,28.0,32.0,14.0,19.0,6.0,90.0,64.0,7.3,11.0,0.0,0.0,0.0947065,0,,,,,1.0,,4.0,,,3.0,,,1.0,milenkovicn_4,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10411580,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185.0,1338,M,842513,EUR,886809600,D,98,98,False,64.0,56.0,10.0,7.0,36.0,38.0,20.0,26.0,6.0,90.0,71.0,6.7,8.0,0.0,0.0,0.00673955,0,,,,,4.0,4.0,6.0,,,2.0,,2.0,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,
10411580,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184.0,1338,M,122848,EUR,715305600,D,3,3,False,52.0,40.0,6.0,2.0,15.0,19.0,26.0,41.0,6.0,77.0,80.0,6.9,22.0,0.0583,0.0,0.107495,1,,,,,,1.0,2.0,,,2.0,,1.0,2.0,,,,,1.0,2.0,,True,8.0,1.0,1.0,,,,,,,,,,,,
10411580,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183.0,27708,M,359272,EUR,840585600,M,34,34,False,71.0,70.0,8.0,8.0,23.0,23.0,47.0,49.0,4.0,90.0,82.0,7.0,4.0,0.0432,0.0,0.0557339,1,,,,1.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,,,sofyanamrabat,,,,1.0,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,
10411580,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183.0,2103,M,548178,EUR,867542400,M,38,38,False,53.0,46.0,6.0,4.0,16.0,17.0,30.0,37.0,6.0,77.0,62.0,7.3,9.0,0.1177,0.0867,0.152501,2,,,,,2.0,2.0,3.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,
10411580,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180.0,1415,M,802142,EUR,894067200,M,11,11,False,38.0,31.0,1.0,1.0,9.0,9.0,22.0,29.0,1.0,90.0,51.0,6.8,14.0,0.1387,0.0,0.328239,1,,,,3.0,,8.0,2.0,3.0,,,1.0,1.0,3.0,,1.0,,,,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,
10411580,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180.0,1099,M,36784,EUR,619747200,M,5,5,False,46.0,41.0,3.0,3.0,10.0,11.0,31.0,35.0,8.0,84.0,61.0,7.9,7.0,0.7115,1.0102,0.0785781,3,,,,,,4.0,6.0,1.0,,3.0,3.0,3.0,3.0,,,,,2.0,1.0,,,,,,,,2.0,1.0,,,1.0,,,,,
10411580,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185.0,2375,M,812946,EUR,881366400,M,99,99,False,16.0,14.0,2.0,1.0,1.0,1.0,13.0,16.0,5.0,63.0,36.0,6.7,10.0,0.7101,0.4382,0.0855881,4,,,,1.0,,4.0,4.0,3.0,,1.0,3.0,1.0,,christianmichael.11,,,,,4.0,,,1.0,,2.0,,,2.0,,,1.0,,1.0,,,,
