match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_shotOffTarget,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
10407193,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,298,M,39457,EUR,641347200,G,49,49,False,44.0,32.0,26.0,14.0,25.0,29.0,7.0,15.0,3.0,2.0,2.0,90.0,47.0,6.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Ismael Kandouss,ismael-kandouss,I. Kandouss,D,27,192,741,M,934196,EUR,879292800,D,59,59,False,47.0,41.0,6.0,3.0,25.0,29.0,16.0,20.0,3.0,,,90.0,75.0,7.2,12.0,0,,,2.0,1.0,2.0,4.0,7.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,314,M,303634,EUR,686793600,D,16,16,False,74.0,66.0,5.0,4.0,55.0,60.0,11.0,14.0,5.0,,,90.0,89.0,7.5,8.0,0,,,,3.0,5.0,6.0,9.0,1.0,,3.0,2.0,2.0,3.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,44,44,False,61.0,54.0,2.0,1.0,40.0,42.0,14.0,19.0,7.0,,,90.0,79.0,6.7,8.0,0,,,,1.0,1.0,4.0,3.0,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180,335,M,797279,EUR,826156800,M,2,2,False,15.0,11.0,1.0,,2.0,2.0,9.0,14.0,1.0,,,20.0,18.0,6.7,6.0,0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Senne Lynen,senne-lynen,S. Lynen,M,14,182,400,M,826171,EUR,919382400,M,20,20,False,51.0,40.0,5.0,5.0,19.0,19.0,22.0,34.0,5.0,,,90.0,64.0,7.1,12.0,1,,,2.0,,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,José Rodríguez,jose-rodriguez,J. Rodríguez,M,,180,59,M,138394,EUR,787536000,M,4,4,False,34.0,29.0,1.0,1.0,14.0,17.0,15.0,17.0,6.0,,,58.0,41.0,6.6,6.0,0,José,Rodríguez,,,,2.0,2.0,,1.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Teddy Teuma,teddy-teuma,T. Teuma,M,80,176,885,M,829643,EUR,749347200,M,10,10,False,72.0,61.0,6.0,2.0,28.0,31.0,33.0,44.0,5.0,,,90.0,95.0,7.0,17.0,1,,,3.0,1.0,,4.0,5.0,,1.0,1.0,,1.0,3.0,1.0,1.0,2.0,2.0,,2.0,,,,True,1.0,1.0,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181,710,M,902987,EUR,827884800,M,94,94,False,64.0,48.0,7.0,4.0,19.0,25.0,30.0,41.0,13.0,,,90.0,96.0,7.6,27.0,2,,,2.0,,,4.0,6.0,,2.0,,,3.0,3.0,2.0,6.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,
10407193,home,Royale Union Saint-Gilloise,Dante Vanzeir,dante-vanzeir,D. Vanzeir,F,13,175,638,M,822673,EUR,892684800,F,13,13,False,12.0,10.0,,,1.0,1.0,9.0,12.0,,,,83.0,23.0,6.6,7.0,2,,,1.0,,,2.0,2.0,,2.0,,,1.0,,,2.0,,1.0,,,,2.0,,,,,1.0,,2.0,,,,,
10407193,home,Royale Union Saint-Gilloise,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28827,M,978521,EUR,977529600,F,7,7,False,19.0,13.0,1.0,1.0,4.0,4.0,9.0,15.0,1.0,,,58.0,30.0,6.4,12.0,1,,,,1.0,1.0,4.0,2.0,,2.0,,,1.0,,,3.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,boniface_jrn,,,,
10407193,home,Royale Union Saint-Gilloise,Simon Adingra,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,F,11,11,True,28.0,22.0,1.0,1.0,8.0,10.0,15.0,21.0,5.0,,,70.0,44.0,7.3,9.0,1,,,3.0,1.0,1.0,2.0,6.0,,3.0,,,,1.0,1.0,,2.0,,,1.0,1.0,2.0,1.0,,,,,,,simon.adingra,,,,
10407193,home,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178,1145,M,916176,EUR,903398400,M,23,23,True,19.0,17.0,1.0,,11.0,11.0,6.0,8.0,2.0,,,32.0,25.0,6.5,3.0,1,,,,1.0,,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Dennis Eckert Ayensa,dennis-eckert-ayensa,D. Eckert,F,10,181,548,M,812797,EUR,852768000,F,9,9,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,,,32.0,12.0,6.5,7.0,1,,,,,1.0,2.0,1.0,,1.0,,,,,,3.0,,,1.0,,,,,,,,1.0,,1.0,,,,,
10407193,home,Royale Union Saint-Gilloise,Gustaf Nilsson,gustaf-nilsson,G. Nilsson,F,19,197,769,M,572286,EUR,864345600,F,29,29,True,3.0,1.0,,,1.0,2.0,,1.0,,,,13.0,3.0,6.5,2.0,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Lucas Pirard,lucas-pirard,L. Pirard,G,21,191,83,M,190379,EUR,794793600,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Viktor Boone,viktor-boone,V. Boone,D,3,191,49,M,1046455,EUR,885686400,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407193,home,Royale Union Saint-Gilloise,Oussama El Azzouzi,oussama-el-azzouzi,O. E. Azzouzi,M,17,189,7762,M,1127191,EUR,991094400,M,6,6,True,,,,,,,,,,,,,,,,0,Oussama El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,o.elazzouzi,,,,
10407193,away,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1412,M,934385,EUR,1014681600,G,26,26,False,24.0,15.0,14.0,5.0,10.0,11.0,5.0,13.0,11.0,1.0,3.0,90.0,38.0,6.7,9.0,0,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,
