match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_goals
12513711,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,821628,EUR,920246400,G,1,1,False,29.0,20.0,12.0,4.0,0.0,17.0,22.0,3.0,7.0,7.0,1.0,2.0,90.0,37.0,6.7,9.0,0.0029412,0,0.1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513711,home,Casa Pia,Ruben Kluivert,ruben-kluivert,R. Kluivert,D,21,187,1724,M,1014540,EUR,990403200,D,3,3,False,58.0,51.0,9.0,7.0,0.0,38.0,40.0,13.0,18.0,6.0,,,90.0,78.0,7.4,8.0,0.00454931,1,,2.0,1.0,4.0,8.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,0.0154,,,,,,,,,,,,,,,,,,,,,,,
12513711,home,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,29.0,27.0,1.0,1.0,0.0,21.0,23.0,6.0,6.0,3.0,,,76.0,36.0,6.6,2.0,0.00339348,0,,1.0,1.0,4.0,1.0,1.0,,3.0,2.0,,,,,2.0,,True,1.0,,,,,,,,,,,,,,,,,,,,,
12513711,home,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,68,M,1151667,EUR,948931200,D,4,4,False,54.0,50.0,10.0,8.0,0.0,43.0,45.0,7.0,9.0,6.0,,,76.0,62.0,7.1,4.0,0.00411711,0,,,1.0,,2.0,,,5.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12513711,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,32.0,23.0,6.0,3.0,0.0,15.0,20.0,9.0,15.0,5.0,,,89.0,54.0,7.1,17.0,0.162372,1,,2.0,2.0,4.0,8.0,,,2.0,2.0,,,3.0,5.0,,0.0145,,,,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0237,2.0,,,,,,,,,,
12513711,home,Casa Pia,Iyad Mohamed,mohamed-iyad,I. Mohamed,M,24,191,113,M,1131015,EUR,983750400,M,24,24,False,35.0,31.0,2.0,1.0,0.0,19.0,20.0,13.0,16.0,5.0,,,90.0,45.0,6.8,5.0,0.0154604,0,,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12513711,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,48.0,41.0,9.0,6.0,0.0,24.0,26.0,17.0,22.0,4.0,,,90.0,60.0,6.5,13.0,0.0169372,1,,,1.0,6.0,3.0,,1.0,2.0,1.0,,,3.0,,4.0,0.0203,,,,,,,3.0,2.0,,,,,,1.0,,,,,,,,,
12513711,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,59.0,48.0,8.0,5.0,0.0,25.0,29.0,24.0,31.0,4.0,,,90.0,72.0,7.0,13.0,0.0502089,0,,,,2.0,5.0,1.0,,2.0,,3.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,
12513711,home,Casa Pia,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,F,14,14,False,24.0,21.0,1.0,1.0,0.0,5.0,5.0,16.0,22.0,3.0,,,64.0,32.0,6.7,7.0,0.0103315,1,,,,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,0.471,,,,,3.0,,1.0,1.0,,1.0,,0.4152,1.0,,1.0,,,,,,,,
12513711,home,Casa Pia,Jérémy Livolant,jeremy-livolant,J. Livolant,F,29,175,282,M,826054,EUR,884304000,F,29,29,False,20.0,15.0,4.0,2.0,0.0,12.0,13.0,3.0,8.0,2.0,,,76.0,31.0,6.7,10.0,0.0116245,0,,3.0,,4.0,2.0,,,,,1.0,1.0,3.0,,,,,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
