match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_goalAssist,stat_accurateCross,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_wasFouled,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_dispossessed,stat_hitWoodwork,stat_outfielderBlock,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalOffside
11877075,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8557,M,dj.petrovic12,882604,EUR,939340800,G,28,28,False,13.0,11.0,3.0,2.0,11.0,13.0,4.0,1.0,1.0,2.0,90.0,20.0,7.2,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877075,home,Chelsea,Alfie Gilchrist,alfie-gilchrist,A. Gilchrist,D,14,183,4313,M,,1114837,EUR,1069977600,D,42,42,False,67.0,63.0,3.0,2.0,27.0,27.0,2.0,,,,61.0,80.0,7.1,6.0,0,36.0,41.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11877075,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,10088,M,axel_disasi,827243,EUR,889574400,D,2,2,False,70.0,67.0,6.0,4.0,39.0,40.0,3.0,,,,90.0,77.0,7.3,4.0,1,28.0,30.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11877075,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17866,M,LColwill,996911,EUR,1046217600,D,26,26,False,80.0,68.0,7.0,5.0,46.0,56.0,8.0,,,,90.0,96.0,7.4,13.0,0,22.0,25.0,1.0,10.0,,,1.0,,2.0,1.0,,1.0,2.0,,,1.0,,True,8.0,,,,,,,,,,,,,,,,
11877075,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19294,M,malogst,996958,EUR,1053302400,D,27,27,False,84.0,79.0,2.0,1.0,30.0,30.0,3.0,,,,90.0,110.0,7.3,15.0,1,50.0,57.0,3.0,2.0,5.0,1.0,1.0,,,,4.0,1.0,7.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11877075,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79211,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,72.0,67.0,5.0,5.0,22.0,24.0,5.0,,,,90.0,81.0,7.5,6.0,0,45.0,48.0,,4.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,
11877075,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,85.0,68.0,12.0,7.0,19.0,26.0,6.0,,,,89.0,104.0,8.1,20.0,3,49.0,60.0,1.0,7.0,1.0,,2.0,,2.0,1.0,1.0,2.0,4.0,,,1.0,3.0,,2.0,,,2.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,
11877075,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36860,M,Sterling7,138534,EUR,786844800,M,7,7,False,56.0,51.0,,,6.0,7.0,3.0,,,,90.0,84.0,9.8,16.0,5,45.0,53.0,4.0,3.0,6.0,2.0,1.0,,,,1.0,1.0,8.0,,1.0,1.0,4.0,,,1.0,,3.0,,,1.0,3.0,,1.0,1.0,2.0,,,,,
11877075,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,364912,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,56.0,48.0,5.0,4.0,14.0,14.0,3.0,,,,76.0,66.0,7.2,12.0,1,35.0,44.0,2.0,2.0,2.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,
11877075,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54249,M,MMudryk10,958966,EUR,978652800,M,10,10,False,28.0,25.0,,,8.0,8.0,1.0,,,,61.0,39.0,6.9,8.0,0,18.0,21.0,1.0,4.0,3.0,1.0,,,1.0,,2.0,,2.0,,,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,
11877075,home,Chelsea,Armando Broja,armando-broja,A. Broja,F,27,191,8695,M,armando.broja,996985,EUR,1000080000,F,19,19,False,14.0,13.0,,,3.0,3.0,1.0,,,,76.0,28.0,6.7,6.0,4,10.0,11.0,,3.0,2.0,1.0,,,1.0,,1.0,3.0,8.0,,1.0,1.0,,,1.0,,,2.0,,,,,2.0,1.0,1.0,3.0,1.0,,,,
