match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bigChanceMissed,stat_totalClearance,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_hitWoodwork,stat_goals
10437229,home,Middlesbrough,Liam Roberts,,,liam-roberts,L. Roberts,G,1,183.0,46,M,879657,EUR,785376000,G,23,23,False,37.0,28.0,16.0,7.0,25.0,27.0,3.0,10.0,7.0,1.0,2.0,3.0,90.0,44.0,6.7,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437229,home,Middlesbrough,Paddy McNair,,,paddy-mcnair,P. McNair,D,37,187.0,231,M,592876,EUR,798940800,D,17,17,False,50.0,42.0,6.0,3.0,26.0,30.0,16.0,21.0,2.0,,,,59.0,62.0,6.9,11.0,1,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10437229,home,Middlesbrough,Anfernee Dijksteel,,,anfernee-dijksteel,A. Dijksteel,D,2,183.0,244,M,869199,EUR,846374400,D,15,15,False,69.0,66.0,2.0,1.0,52.0,52.0,14.0,17.0,8.0,,,,90.0,82.0,6.5,5.0,1,,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10437229,home,Middlesbrough,Dael Fry,,,dael-fry,D. Fry,D,6,185.0,117,M,548194,EUR,872899200,D,6,6,False,91.0,73.0,16.0,11.0,49.0,57.0,24.0,34.0,3.0,,,,90.0,104.0,7.6,19.0,2,,3.0,8.0,3.0,10.0,,,,1.0,2.0,1.0,1.0,,1.0,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,
10437229,home,Middlesbrough,Tommy Smith,,,tommy-smith,T. Smith,D,,185.0,25,M,305314,EUR,703209600,M,14,14,False,45.0,33.0,6.0,3.0,10.0,13.0,23.0,35.0,1.0,,,,90.0,78.0,7.0,19.0,0,3.0,2.0,3.0,5.0,5.0,1.0,,,3.0,2.0,1.0,1.0,,,,,,,,True,2.0,1.0,,,,,,,,,,
10437229,home,Middlesbrough,Joseph Gibson,Joseph,Gibson,joseph-gibson,J. Gibson,M,,183.0,6,M,1008091,EUR,999734400,M,33,33,False,30.0,22.0,,,7.0,8.0,15.0,22.0,2.0,,,,77.0,43.0,6.6,12.0,2,,2.0,,5.0,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,
10437229,home,Middlesbrough,Hayden Hackney,,,hayden-hackney,H. Hackney,M,7,178.0,1282,M,1008471,EUR,1025049600,M,30,30,False,53.0,44.0,8.0,5.0,23.0,27.0,23.0,32.0,9.0,,,,90.0,77.0,7.6,19.0,1,6.0,1.0,2.0,8.0,9.0,1.0,,1.0,1.0,6.0,3.0,3.0,1.0,3.0,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,
10437229,home,Middlesbrough,Caolan Boyd-Munce,,,caolan-boyd-munce,C. Boyd-Munce,M,8,183.0,63,M,991401,EUR,948844800,M,20,20,False,46.0,37.0,5.0,1.0,17.0,19.0,22.0,34.0,6.0,,,,90.0,60.0,6.9,14.0,0,7.0,2.0,,3.0,2.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,
10437229,home,Middlesbrough,Marc Bola,,,marc-bola,M. Bola,D,16,185.0,264,M,862083,EUR,881625600,M,27,27,False,31.0,16.0,5.0,,7.0,12.0,10.0,27.0,6.0,,,,74.0,55.0,6.5,26.0,0,8.0,1.0,2.0,3.0,3.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,
10437229,home,Middlesbrough,Duncan Watmore,,,duncan-watmore,D. Watmore,M,20,175.0,75,M,240256,EUR,763084800,F,18,18,False,11.0,5.0,1.0,,2.0,4.0,3.0,7.0,2.0,,,,60.0,24.0,5.8,15.0,1,,1.0,1.0,5.0,2.0,2.0,1.0,,,,,4.0,,,1.0,,1.0,,,,3.0,,,,1.0,,,,,,,
