match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_wasFouled,stat_keyPass,stat_totalContest,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_wonContest
12448232,home,Go Ahead Eagles,Jari De Busser,jari-de-busser,J. D. Busser,G,22,190,290,M,837072,EUR,940464000,G,22,22,False,33.0,15.0,21.0,4.0,0.0,12.0,16.0,3.0,17.0,1.0,11.0,1.0,1.0,3.0,1.0,90.0,45.0,6.4,18.0,0.00159321,0,-0.6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448232,home,Go Ahead Eagles,Aske Adelgaard,aske-adelgaard,A. Adelgaard,D,29,175,109,M,1133233,EUR,1068422400,D,29,29,False,26.0,14.0,8.0,1.0,0.0,9.0,13.0,5.0,13.0,3.0,9.0,,,,,90.0,54.0,6.5,18.0,0.00875121,0,,,,2.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12448232,home,Go Ahead Eagles,Mats Deijl,mats-deijl,M. Deijl,D,20,180,337,M,794013,EUR,868924800,D,2,2,False,21.0,15.0,9.0,5.0,0.0,11.0,14.0,4.0,7.0,7.0,2.0,,,,,90.0,34.0,6.6,7.0,0.00990449,0,,,,3.0,3.0,,1.0,1.0,1.0,,,True,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12448232,home,Go Ahead Eagles,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,4,4,False,38.0,35.0,6.0,3.0,0.0,28.0,29.0,7.0,9.0,13.0,1.0,,,,,90.0,66.0,6.9,6.0,0.137849,0,,,,9.0,4.0,,3.0,2.0,2.0,2.0,1.0,,7.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
12448232,home,Go Ahead Eagles,Dean James,dean-james,D. James,D,5,177,6697,M,1046722,EUR,957052800,D,5,5,False,21.0,13.0,9.0,3.0,0.0,12.0,18.0,2.0,7.0,7.0,5.0,,,,,90.0,41.0,6.5,14.0,0.141243,1,,,,1.0,3.0,,1.0,1.0,,1.0,,,,2.0,1.0,,,,4.0,1.0,1.0,0.0686,,,,,,,,,,
12448232,home,Go Ahead Eagles,Oliver Antman,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,19,19,False,18.0,13.0,,,0.0,9.0,11.0,4.0,9.0,3.0,3.0,,,,,90.0,41.0,8.5,10.0,0.00627642,4,,,,3.0,4.0,,,4.0,3.0,1.0,1.0,,,,1.0,,,1.0,2.0,,1.0,1.2418,1.0,3.0,2.0,2.3033,,,,,,
12448232,home,Go Ahead Eagles,Evert Linthorst,evert-linthorst,E. Linthorst,M,8,187,123,M,932555,EUR,952041600,M,8,8,False,12.0,10.0,2.0,1.0,0.0,7.0,8.0,3.0,4.0,1.0,2.0,,,,,63.0,18.0,6.2,6.0,0.00470182,0,,,,3.0,1.0,1.0,,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12448232,home,Go Ahead Eagles,Enric Llansana,enric-llansana,E. Llansana,M,24,183,329,M,916951,EUR,987033600,M,21,21,False,26.0,15.0,5.0,1.0,0.0,9.0,13.0,6.0,13.0,5.0,5.0,,,,,90.0,45.0,6.9,15.0,0.0122758,0,,,,8.0,7.0,2.0,2.0,4.0,4.0,2.0,1.0,,4.0,3.0,1.0,,,,,,,,,,,,1.0,,,,,
12448232,home,Go Ahead Eagles,Mathis Suray,mathis-suray,M. Suray,M,17,173,318,M,909960,EUR,996105600,M,17,17,False,13.0,9.0,,,0.0,4.0,4.0,5.0,9.0,1.0,1.0,,,,,63.0,20.0,6.5,5.0,0.00504349,0,,,,3.0,1.0,,,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,
12448232,home,Go Ahead Eagles,Victor Kaj Edvardsen,victor-kaj-edvardsen,V. K. Edvardsen,F,16,185,433,M,841420,EUR,821577600,F,16,16,False,25.0,17.0,2.0,2.0,1.0,8.0,11.0,10.0,15.0,,4.0,,,,,89.0,31.0,8.2,10.0,0.422243,2,,,,3.0,,,,,,1.0,3.0,,,,,,2.0,,1.0,1.0,,0.4761,,1.0,1.0,0.7402,,1.0,1.0,,,
