match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_errorLeadToAShot,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goalAssist
11258820,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1594,M,136856,EUR,636854400,G,1,1,False,31.0,24.0,13.0,6.0,24.0,25.0,6.0,9.0,1.0,2.0,90.0,41.0,6.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258820,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3362,M,822518,EUR,911260800,D,2,2,False,32.0,26.0,2.0,2.0,15.0,18.0,20.0,3.0,,,82.0,53.0,6.1,20.0,0,,,14.0,6.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11258820,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5082,M,836168,EUR,876614400,D,4,4,False,52.0,43.0,5.0,1.0,34.0,36.0,16.0,5.0,,,90.0,67.0,6.9,9.0,0,,,9.0,,,3.0,4.0,7.0,,,,,3.0,,,milenkovicn_4,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
11258820,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3118,M,795297,EUR,831686400,D,28,28,False,39.0,27.0,9.0,1.0,19.0,23.0,16.0,9.0,,,70.0,47.0,6.5,13.0,0,,,8.0,,,2.0,2.0,5.0,1.0,,,,2.0,,1.0,chinomartinezquarta96,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
11258820,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1312,M,122848,EUR,715305600,D,3,3,False,46.0,32.0,8.0,3.0,11.0,13.0,45.0,4.0,,,90.0,80.0,6.9,24.0,2,,,25.0,12.0,4.0,,4.0,3.0,2.0,,,,1.0,,4.0,,1.0,,2.0,,1.0,1.0,True,2.0,,,,,,,,,,,
11258820,home,Fiorentina,Gaetano Castrovilli,gaetano-castrovilli,G. Castrovilli,M,8,185,639,M,587628,EUR,856137600,M,10,10,False,25.0,24.0,3.0,2.0,14.0,15.0,10.0,4.0,,,60.0,36.0,6.8,4.0,3,,,10.0,,,,1.0,3.0,1.0,,,,,,,,,,2.0,2.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,
11258820,home,Fiorentina,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27456,M,359272,EUR,840585600,M,34,34,False,38.0,34.0,8.0,5.0,19.0,20.0,19.0,3.0,,,70.0,49.0,6.7,6.0,1,,,15.0,1.0,,3.0,5.0,5.0,1.0,1.0,,,1.0,,1.0,sofyanamrabat,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,
11258820,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17175,M,901325,EUR,891820800,M,22,22,False,25.0,20.0,1.0,,7.0,7.0,18.0,3.0,,,90.0,49.0,7.4,11.0,7,,,13.0,,,4.0,12.0,8.0,,3.0,4.0,,1.0,,,nicoigonzalez,7.0,,,,1.0,1.0,,3.0,1.0,,2.0,3.0,3.0,1.0,,,,,
11258820,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1098,M,36784,EUR,619747200,M,5,5,False,45.0,36.0,2.0,1.0,10.0,11.0,34.0,7.0,,,90.0,62.0,7.2,14.0,1,,,26.0,,,2.0,3.0,5.0,,,4.0,1.0,,,4.0,,,2.0,,,1.0,1.0,,1.0,,,2.0,2.0,,,,,,,
11258820,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1410,M,802142,EUR,894067200,M,11,11,False,16.0,12.0,,,6.0,8.0,8.0,3.0,,,60.0,24.0,6.4,8.0,0,,,6.0,,,,6.0,1.0,,2.0,2.0,,,,1.0,,3.0,,,,,,,,,,1.0,1.0,,,1.0,,,,
