match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_wonContest,stat_errorLeadToAShot,stat_dispossessed,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_goals
14083645,home,Real Oviedo,Ilyas Chaira,ilyas-chaira,I. Chaira,M,7,179,2481,M,1008037,EUR,981072000,F,7,7,True,19.0,19.0,,,0.0,4.0,4.0,15.0,15.0,,1.0,,,45.0,35.0,6.6,9.0,0.01363,,3,,-0.09,0.04,-0.04,,1.0,6.0,3.0,3.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.5103,0.3224,0.11,3.0,,1.0,,,,1.0,,2.0,,1.0,1.0,,
14083645,home,Real Oviedo,Santi Cazorla,santi-cazorla,S. Cazorla,M,8,168,10500,M,17651,EUR,471744000,M,8,8,True,24.0,23.0,1.0,1.0,0.0,8.0,9.0,15.0,15.0,,4.0,,,32.0,31.0,6.9,7.0,0.119291,,0,,0.25,0.04,-0.08,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,6.0,1.0,,,,1.0,,,,,,,,
14083645,home,Real Oviedo,Federico Viñas,federico-vinas,F. Viñas,F,9,180,1135,M,976104,EUR,899164800,F,9,9,True,6.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,,,,,32.0,14.0,6.3,6.0,0.209795,,1,,-0.06,0.02,0.0,,2.0,3.0,3.0,,,1.0,1.0,3.0,,,,,3.0,,,1.0,,,0.2061,,-0.41,,,,1.0,,1.0,,,,,1.0,,,
14083645,home,Real Oviedo,Ovie Ejaria,ovie-ejaria,O. Ejaria,M,14,188,368,M,845025,EUR,879811200,F,14,14,True,12.0,10.0,2.0,1.0,0.0,3.0,3.0,7.0,9.0,,1.0,,,16.0,15.0,6.7,3.0,0.00800957,,0,,0.0,0.09,0.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,Álex Forés,alex-fores,Á. Forés,F,19,180,170,M,1086128,EUR,987033600,F,19,19,True,2.0,,1.0,,0.0,,,,2.0,,,,,11.0,5.0,6.6,3.0,,,1,,-0.05,-0.04,0.13,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,0.1113,,0.01,,,,,,,,,,,1.0,,,
14083645,home,Real Oviedo,Horațiu Moldovan,horatiu-moldovan,H. Moldovan,G,1,186,2538,M,857065,EUR,885254400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,Dani Calvo,dani-calvo,D. Calvo,D,12,190,179,M,560756,EUR,765158400,D,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,Oier Luengo,oier-luengo-redondo,O. Luengo,D,3,185,126,M,857229,EUR,879206400,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,David Costas,david-costas,D. Costas,D,4,183,276,M,345333,EUR,796176000,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,Kwasi Sibo,kwasi-sibo,K. Sibo,M,6,182,4457,M,905639,EUR,898646400,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,home,Real Oviedo,Lamine Gueye,lamine-gueye,L. Gueye,F,28,171,212,M,2162503,EUR,1095206400,F,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Lamine Gueye,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,38.0,25.0,21.0,8.0,0.0,20.0,23.0,5.0,15.0,2.0,7.0,2.0,,90.0,46.0,7.8,13.0,0.00074939,0.7824,0,0.5353,0.1,-0.07,0.39,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
14083645,away,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,31.0,22.0,9.0,5.0,0.0,12.0,14.0,10.0,17.0,2.0,3.0,,,90.0,53.0,6.8,16.0,0.00737231,,0,,-0.01,0.09,0.0,,,3.0,3.0,,,1.0,,1.0,2.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,
14083645,away,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,2,2,False,30.0,26.0,4.0,2.0,0.0,20.0,21.0,6.0,9.0,10.0,,,,90.0,50.0,7.6,4.0,0.00296834,,0,,0.08,0.07,0.63,,4.0,5.0,4.0,,4.0,,,,,Matias Moreno,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,False,53.0,44.0,16.0,8.0,0.0,34.0,36.0,10.0,17.0,8.0,3.0,,,90.0,64.0,7.1,9.0,0.00962948,,1,,0.25,0.12,0.3,,,4.0,,,1.0,,,,,,,,4.0,,,,1.0,,0.0225,0.218,-0.04,,,,,,,,,,,,,,
14083645,away,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,26.0,21.0,3.0,,1.0,12.0,13.0,9.0,13.0,3.0,2.0,,,90.0,57.0,7.4,12.0,0.134221,,2,,0.08,0.17,0.39,,,2.0,5.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,1.0,,1.0,,1.0,0.0855,,0.01,3.0,1.0,,,,4.0,,,1.0,,,,,
14083645,away,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,29.0,26.0,,,0.0,6.0,8.0,20.0,21.0,1.0,3.0,,,80.0,41.0,8.4,6.0,0.070167,,2,,0.25,0.3,0.17,,,1.0,5.0,1.0,,3.0,1.0,2.0,1.0,,,,,,,,1.0,1.0,0.232,0.7724,0.5,,,,,,1.0,1.0,,1.0,,,,,1.0
14083645,away,Levante UD,Kervin Arriaga,kervin-arriaga,K. Arriaga,M,16,191,2306,M,1083832,EUR,883958400,M,16,16,False,44.0,37.0,6.0,3.0,0.0,26.0,30.0,11.0,14.0,4.0,7.0,,,90.0,58.0,6.9,10.0,0.00757958,,1,,0.06,0.08,0.38,,2.0,7.0,3.0,1.0,1.0,1.0,,1.0,1.0,Kervin Arriaga,,,4.0,,1.0,,,1.0,0.023,,-0.05,,,,,,,,,1.0,,,,,
14083645,away,Levante UD,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176,264,M,966802,EUR,974246400,M,12,12,False,39.0,31.0,8.0,5.0,0.0,18.0,22.0,13.0,17.0,1.0,3.0,,,66.0,46.0,6.8,11.0,0.554961,,0,,0.82,-0.01,-0.05,,1.0,6.0,1.0,,1.0,,,,,,,,2.0,,2.0,,,,,,,3.0,1.0,2.0,,,1.0,,,,,,,,
14083645,away,Levante UD,Roger Brugué,roger-brugue,R. Brugué,M,7,173,193,M,909554,EUR,847065600,M,7,7,False,20.0,17.0,1.0,,0.0,9.0,10.0,8.0,10.0,,1.0,,,66.0,27.0,6.4,5.0,0.132101,,1,,0.03,0.18,-0.07,,,6.0,,1.0,,,,1.0,,,,,3.0,1.0,,,1.0,,0.0501,0.0216,-0.01,1.0,1.0,2.0,,,1.0,,,,True,,,,
14083645,away,Levante UD,Etta Eyong,etta-eyong,E. Eyong,F,21,181,18339,M,1393673,EUR,1066089600,F,21,21,False,16.0,14.0,1.0,1.0,0.0,4.0,4.0,10.0,12.0,1.0,3.0,,,87.0,39.0,7.1,11.0,0.0952887,,2,,0.06,-0.25,0.17,,1.0,7.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,Etta Eyong,,,4.0,,,,1.0,1.0,1.1674,0.9908,0.28,,,,,1.0,,,,1.0,,,,,1.0
14083645,away,Levante UD,Iván Romero,ivan-romero,I. Romero,F,9,172,1322,M,1014042,EUR,986860800,F,9,9,False,14.0,11.0,,,0.0,3.0,3.0,8.0,11.0,1.0,2.0,,,80.0,33.0,6.1,12.0,0.239876,,2,,-0.29,-1.0,0.16,,2.0,11.0,4.0,2.0,,,,4.0,2.0,,,,3.0,1.0,3.0,,,2.0,0.2059,,-0.52,1.0,,1.0,,1.0,2.0,,,2.0,,,,,
14083645,away,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182,306,M,927066,EUR,888105600,M,10,10,True,11.0,9.0,,,0.0,2.0,2.0,7.0,9.0,1.0,,,,24.0,17.0,7.1,4.0,0.281323,,1,,0.17,0.36,0.21,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,0.1294,,-0.52,,,,,,,,,1.0,,,,,
14083645,away,Levante UD,Oriol Rey,rey-oriol,O. Rey,M,20,175,383,M,859769,EUR,888364800,M,20,20,True,10.0,8.0,,,0.0,2.0,3.0,6.0,7.0,1.0,2.0,,,24.0,16.0,6.9,3.0,0.00213394,,1,,0.05,0.05,0.21,,,,2.0,,,2.0,1.0,,,,,,,,,,1.0,,0.0126,0.1985,-0.08,1.0,,,,,,,,,,,1.0,,
14083645,away,Levante UD,Víctor García,victor-garcia,V. García,M,17,177,108,M,952222,EUR,852076800,D,17,17,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,10.0,9.0,6.9,1.0,0.00142978,,0,,-0.07,-0.1,0.2,,,1.0,3.0,2.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
14083645,away,Levante UD,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,344129,EUR,553996800,F,11,11,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,,10.0,5.0,6.5,2.0,0.00204759,,0,,-0.04,0.0,0.15,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Goduine Koyalipou,goduine-koyalipou,G. Koyalipou,F,9,183,1187,M,891505,EUR,950572800,F,15,15,True,1.0,,,,0.0,,,,1.0,1.0,,,,3.0,5.0,,1.0,,,1,,,,,,1.0,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,1.0,0.0195,,,,,,,,,1.0,,,,,,,
14083645,away,Levante UD,Pablo Cuñat,pablo-cunat,P. Cuñat,G,1,188,281,M,1085579,EUR,1019952000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Alejandro Primo,alejandro-primo,A. Primo,G,32,185,34,M,1215079,EUR,1089417600,G,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Alejandro Primo,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Jorge Cabello,jorge-cabello,J. Cabello,D,15,180,78,M,1807070,EUR,1082851200,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Jorge Cabello,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Unai Elgezabal,unai-elguezabal,U. Elguezabal,D,5,185,200,M,813574,EUR,735696000,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Iker Losada,iker-losada,I. Losada,M,18,175,443,M,992331,EUR,996624000,F,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083645,away,Levante UD,Carlos Espí,espi-carlos,C. Espí,F,19,194,328,M,1649918,EUR,1122163200,F,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
