match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,player_lastName,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_penaltyConceded,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_interceptionWon,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_penaltySave,stat_goals,stat_penaltyWon,stat_errorLeadToAShot,stat_bigChanceCreated
13473430,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,25.0,18.0,9.0,2.0,0.0,16.0,18.0,2.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,32.0,6.5,8.0,0.0004877,0,-0.5034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473430,home,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,,1106603,EUR,1074211200,D,4,4,False,49.0,42.0,1.0,,0.0,23.0,24.0,19.0,25.0,9.0,5.0,3.0,,,,,90.0,69.0,6.7,10.0,0.028137,0,,Agustín Giay,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13473430,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,36.0,28.0,9.0,2.0,0.0,22.0,23.0,6.0,13.0,4.0,4.0,,,,,,80.0,44.0,6.4,9.0,0.00373744,0,,,,1.0,1.0,4.0,1.0,,,,2.0,3.0,1.0,,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
13473430,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,51.0,43.0,6.0,3.0,0.0,31.0,35.0,12.0,16.0,6.0,4.0,,,,,,90.0,65.0,6.4,10.0,0.00628541,0,,,,1.0,2.0,6.0,1.0,,1.0,,5.0,4.0,2.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
13473430,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,M,12,12,False,13.0,11.0,,,0.0,4.0,5.0,7.0,8.0,3.0,3.0,1.0,,,,,57.0,24.0,6.6,8.0,0.018024,1,,,3.0,1.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,3.0,1.0,,1.0,1.0,0.0774,,,,,,,,,,,,,
13473430,home,Palmeiras,Emiliano Martínez,emiliano-martinez,E. Martínez,M,32,184,3839,M,,973533,EUR,934848000,M,32,32,False,31.0,27.0,5.0,3.0,0.0,9.0,9.0,18.0,22.0,8.0,3.0,1.0,,,,,90.0,46.0,6.9,6.0,0.0230147,0,,,,,1.0,3.0,,,2.0,1.0,3.0,5.0,3.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,
13473430,home,Palmeiras,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,,331397,EUR,799718400,M,30,30,False,27.0,21.0,1.0,,0.0,8.0,9.0,13.0,18.0,2.0,2.0,1.0,,,,,80.0,36.0,6.4,7.0,0.033232,1,,,,1.0,,8.0,4.0,,1.0,,,1.0,1.0,,,,,2.0,,,,0.0459,1.0,1.0,1.0,,,,,,,,,,
13473430,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,M,22,22,False,42.0,37.0,6.0,3.0,0.0,15.0,16.0,22.0,26.0,5.0,4.0,1.0,,,,,90.0,78.0,6.9,15.0,0.160282,2,,,8.0,1.0,,2.0,1.0,,1.0,1.0,1.0,3.0,2.0,,,1.0,3.0,,,,,0.8214,,1.0,,2.0,1.0,1.0,0.6887,1.0,,,,,
13473430,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,F,41,41,False,18.0,14.0,,,0.0,1.0,1.0,13.0,17.0,5.0,5.0,4.0,,,,,90.0,46.0,6.0,24.0,0.0603958,2,,Estêvão,8.0,1.0,1.0,11.0,1.0,4.0,5.0,,,,,,,,3.0,,,1.0,1.0,0.1533,1.0,,,,1.0,1.0,0.5529,,,,,,
13473430,home,Palmeiras,Facundo Torres,facundo-torres,F. Torres,M,17,177,5945,M,,874572,EUR,955584000,F,17,17,False,22.0,20.0,1.0,1.0,0.0,6.0,7.0,14.0,15.0,2.0,3.0,1.0,,,,,65.0,36.0,6.8,8.0,0.0148905,1,,,4.0,,,2.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,0.0647,,,,,,,,,,,,,
