match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_blockedScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,captain,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAGoal
11252724,home,Portland Timbers,David Bingham,david-bingham,D. Bingham,G,188,44,M,149304,EUR,624758400,G,1,1,False,43.0,28.0,20.0,5.0,23.0,24.0,5.0,19.0,6.0,1.0,90.0,46.0,5.4,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252724,home,Portland Timbers,Pablo Bonilla,bonilla-pablo,P. Bonilla,D,173,76,M,985855,EUR,944092800,D,28,28,False,28.0,17.0,5.0,1.0,4.0,7.0,13.0,24.0,7.0,,90.0,66.0,6.4,20.0,2,3,3.0,1.0,4.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11252724,home,Portland Timbers,Larrys Mabiala,larrys-mabiala,L. Mabiala,D,189,18,M,21556,EUR,560649600,D,33,33,False,63.0,53.0,13.0,7.0,31.0,32.0,22.0,31.0,7.0,,90.0,77.0,6.9,11.0,2,33,,3.0,4.0,5.0,,,1.0,1.0,2.0,3.0,1.0,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11252724,home,Portland Timbers,Tyler Clegg,clegg-tyler,T. Clegg,D,190,5,M,1490351,EUR,957139200,D,39,39,False,53.0,45.0,16.0,12.0,29.0,31.0,16.0,22.0,6.0,,90.0,62.0,6.7,8.0,0,4,,1.0,1.0,5.0,,,,5.0,,1.0,,,,3.0,,,Tyler Clegg,,2.0,2.0,,,,,,,,,,,,,,
11252724,home,Portland Timbers,Justin Rasmussen,justin-rasmussen,J. Rasmussen,D,183,11,,1172498,EUR,913680000,D,14,14,False,34.0,27.0,5.0,2.0,19.0,21.0,8.0,15.0,4.0,,86.0,45.0,6.6,10.0,2,,2.0,,2.0,3.0,,,1.0,,,,,,,1.0,,,Justin Rasmussen,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
11252724,home,Portland Timbers,Cristhian Paredes,cristhian-paredes,C. Paredes,M,182,232,M,822782,EUR,895449600,M,22,22,False,35.0,24.0,7.0,2.0,14.0,15.0,10.0,20.0,5.0,,57.0,44.0,6.4,13.0,2,8,,,4.0,1.0,,,,3.0,,1.0,2.0,,3.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11252724,home,Portland Timbers,Noel Caliskan,caliskan-noel,N. Caliskan,D,180,39,M,1489304,EUR,967507200,M,92,92,False,39.0,36.0,5.0,4.0,15.0,16.0,21.0,23.0,4.0,,90.0,52.0,7.4,8.0,0,92,,1.0,3.0,2.0,1.0,,,1.0,,1.0,4.0,1.0,1.0,,,2.0,Noel Caliskan,,1.0,1.0,,,,2.0,1.0,,,,,,,,,
11252724,home,Portland Timbers,Diego Gutiérrez,diego-gutierrez,D. Gutiérrez,F,180,10,M,1186863,EUR,925516800,M,16,16,False,17.0,15.0,1.0,1.0,6.0,7.0,9.0,12.0,4.0,,73.0,37.0,6.2,10.0,0,16,2.0,1.0,7.0,8.0,4.0,3.0,,,,,1.0,5.0,,,,,Diego Gutiérrez,,,,1.0,,,,,4.0,,,,,,,,
11252724,home,Portland Timbers,Sebastián Blanco,sebastian-blanco,S. Blanco,M,166,80,M,33239,EUR,574387200,M,10,10,False,15.0,12.0,2.0,1.0,3.0,3.0,11.0,17.0,1.0,,45.0,24.0,7.4,7.0,2,10,5.0,1.0,1.0,,,,,,,,1.0,,,,1.0,2.0,,,,,,1.0,1.0,,,,True,2.0,,,,,,
11252724,home,Portland Timbers,Marvin Loría,marvin-loria,M. Loría,M,175,101,M,937121,EUR,861840000,M,44,44,False,24.0,18.0,2.0,2.0,3.0,3.0,21.0,29.0,2.0,,90.0,42.0,7.1,12.0,2,11,8.0,1.0,8.0,3.0,2.0,,,,,,1.0,1.0,2.0,1.0,1.0,6.0,,,1.0,,3.0,1.0,,,1.0,,,6.0,,,,,,
