match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,captain,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_crossNotClaimed,stat_punches,player_sofascoreId
14053609,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189.0,303,M,939460,EUR,925430400,G,99,99,False,23.0,13.0,13.0,3.0,0.0,10.0,10.0,3.0,13.0,1.0,8.0,1.0,1.0,3.0,3.0,90.0,31.0,7.3,10.0,0.00083492,0.4492,0,0.0095000000000001,0.07,0.0,-0.03,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053609,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192.0,132,M,1515525,EUR,1127347200,D,25,25,False,27.0,18.0,5.0,3.0,0.0,6.0,11.0,12.0,16.0,6.0,5.0,2.0,,,,90.0,56.0,7.3,15.0,0.393507,,0,,0.52,0.14,,,2.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14053609,home,NAC Breda,Enes Mahmutović,Enes,Mahmutović,enes-mahmutovic,E. Mahmutović,D,15,190.0,129,M,571964,EUR,864259200,D,15,15,False,34.0,31.0,5.0,3.0,0.0,25.0,27.0,6.0,7.0,2.0,3.0,,,,,90.0,49.0,7.0,4.0,0.00286418,,0,,0.11,0.05,0.0,,,2.0,1.0,,,,7.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14053609,home,NAC Breda,Rio Hillen,Rio,Hillen,rio-hillen,R. Hillen,D,22,187.0,94,M,1012927,EUR,1046822400,D,22,22,False,39.0,36.0,4.0,2.0,0.0,23.0,25.0,13.0,14.0,6.0,2.0,,,,,90.0,64.0,6.9,4.0,0.00593214,,1,,0.17,0.11,0.22,,,2.0,5.0,,,,12.0,1.0,4.0,1.0,,,1.0,4.0,1.0,1.0,4.0,0.5965,-0.54,,,,,,,,,,,,,
14053609,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185.0,121,M,858242,EUR,929923200,D,4,4,False,21.0,12.0,5.0,2.0,0.0,5.0,8.0,7.0,13.0,4.0,1.0,2.0,,,,90.0,46.0,6.7,16.0,0.166292,,2,,0.24,0.09,-0.09,,4.0,3.0,5.0,1.0,,,4.0,,,,2.0,,2.0,2.0,1.0,1.0,,0.1413,-0.54,True,1.0,1.0,1.0,0.1973,,,,,,,,
14053609,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178.0,166,M,1096511,EUR,974592000,M,16,16,False,39.0,37.0,,,0.0,20.0,20.0,17.0,19.0,2.0,5.0,,,,,90.0,49.0,7.0,3.0,0.039667,,0,,0.29,0.22,0.3,,,,2.0,,,,1.0,1.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,
14053609,home,NAC Breda,Lewis Holtby,Lewis,Holtby,lewis-holtby,L. Holtby,M,90,176.0,209,M,1135884,EUR,653616000,M,90,90,False,27.0,24.0,2.0,1.0,1.0,13.0,13.0,11.0,14.0,3.0,3.0,2.0,,,,70.0,36.0,8.5,5.0,0.0181297,,1,,-0.11,0.12,0.14,,,,5.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,0.1096,0.56,,,,1.0,0.4257,2.0,1.0,,,,,,
14053609,home,NAC Breda,Juho Talvitie,Juho Talvitie,,juho-talvitie,J. Talvitie,M,32,183.0,252,M,1149147,EUR,1111708800,M,32,32,False,21.0,17.0,,,0.0,8.0,10.0,9.0,11.0,6.0,6.0,2.0,,,,90.0,46.0,9.6,11.0,0.55354,,3,,0.84,0.63,-0.05,,6.0,1.0,7.0,2.0,3.0,1.0,2.0,1.0,2.0,,4.0,,1.0,,,1.0,1.0,0.2444,0.47,,4.0,2.0,1.0,0.8603,2.0,1.0,1.0,,,,,
14053609,home,NAC Breda,Mohamed Nassoh,Mohamed Nassoh,,mohamed-nassoh,M. Nassoh,M,10,186.0,723,M,1088895,EUR,1043539200,M,10,10,False,36.0,27.0,1.0,1.0,0.0,7.0,9.0,20.0,27.0,6.0,7.0,2.0,,,,90.0,56.0,7.5,13.0,0.130694,,2,,0.25,0.43,0.18,,1.0,1.0,2.0,,2.0,1.0,4.0,2.0,2.0,2.0,3.0,,,1.0,1.0,,2.0,0.2726,0.05,,1.0,,2.0,0.1886,,,,,,,,
14053609,home,NAC Breda,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179.0,841,M,927440,EUR,947376000,M,14,14,False,26.0,22.0,3.0,2.0,0.0,10.0,12.0,12.0,14.0,1.0,4.0,,,,,90.0,36.0,6.3,7.0,0.00934479,,1,,-0.06,0.05,-0.03,,,1.0,4.0,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,0.2005,-0.52,,,,,,,,,1.0,,,,
14053609,home,NAC Breda,Sydney van Hooijdonk,Sydney,van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190.0,698,M,943595,EUR,949795200,F,17,17,False,17.0,13.0,1.0,,0.0,8.0,8.0,5.0,9.0,8.0,4.0,4.0,,,,87.0,37.0,6.4,11.0,0.00551276,,4,,-0.75,0.27,0.19,,1.0,4.0,7.0,3.0,2.0,,1.0,,,1.0,,,,2.0,1.0,2.0,,0.4945,-0.64,,,,1.0,0.0156,,,1.0,,1.0,,,
