match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_lastManTackle,stat_clearanceOffLine,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
11352420,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,52.0,36.0,26.0,10.0,0.0,28.0,32.0,8.0,20.0,9.0,2.0,3.0,1.0,4.0,90.0,61.0,7.5,16.0,0.00181467,0,0.5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352420,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,39.0,33.0,6.0,2.0,0.0,16.0,20.0,17.0,19.0,6.0,,,,,89.0,57.0,6.0,12.0,0.00969022,1,,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0231,,,,,,,,,,,,,,,,,,,,,,,,
11352420,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,64.0,58.0,1.0,,0.0,47.0,51.0,12.0,14.0,7.0,,,,,90.0,78.0,7.6,6.0,0.0700705,0,,,,6.0,,,,2.0,3.0,2.0,,,3.0,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11352420,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,39.0,37.0,3.0,2.0,0.0,27.0,28.0,10.0,11.0,4.0,,,,,90.0,46.0,7.2,3.0,0.00835351,0,,1.0,4.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11352420,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,39.0,32.0,1.0,,0.0,16.0,17.0,16.0,23.0,4.0,,,,,90.0,50.0,6.6,10.0,0.0198038,0,,,3.0,5.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
11352420,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,48.0,38.0,7.0,4.0,0.0,20.0,26.0,18.0,22.0,6.0,,,,,90.0,61.0,6.8,12.0,0.0301971,2,,,3.0,5.0,2.0,,1.0,2.0,2.0,2.0,2.0,,3.0,1.0,0.0766,,,,,,,,,,,,,,True,1.0,,,,,,,,,
11352420,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,62.0,57.0,5.0,4.0,0.0,27.0,27.0,30.0,39.0,6.0,,,,,90.0,77.0,7.1,12.0,0.0454942,1,,1.0,2.0,7.0,,2.0,,1.0,2.0,,1.0,,2.0,,0.0107,,,4.0,,,,,1.0,,2.0,,1.0,,,1.0,,,,,,,,,
11352420,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,42.0,36.0,3.0,3.0,1.0,7.0,8.0,29.0,37.0,7.0,,,,,87.0,53.0,8.9,12.0,0.28915,1,,,2.0,1.0,,2.0,,,,,,,,,0.9889,,,3.0,,,,,,6.0,,1.0,1.0,,,,1.0,1.0,1.0,0.9868,,,,,
11352420,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,M,19,19,False,32.0,29.0,1.0,1.0,0.0,6.0,6.0,23.0,29.0,1.0,,,,,89.0,43.0,8.0,8.0,0.336877,3,,,1.0,3.0,1.0,,1.0,,1.0,,2.0,,2.0,,0.8339,,,3.0,,,,,,3.0,,,,,,1.0,1.0,1.0,1.0,0.9152,1.0,,,,
11352420,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,29.0,19.0,2.0,1.0,0.0,9.0,10.0,10.0,19.0,3.0,,,,,90.0,41.0,7.5,14.0,0.066162,2,,1.0,5.0,5.0,1.0,3.0,1.0,,1.0,,1.0,,2.0,1.0,0.2494,,,,,,,,,1.0,,1.0,2.0,,,,,1.0,1.0,0.2369,,,,,
